rewardsSnapshot0,rewardsSnapshot1,rewardsSnapshot2,rewardsSnapshot3,rewardsSnapshot4,rewardsSnapshot5,rewardsSnapshot6,rewardsSnapshot7,rewardsSnapshot8,rewardsSnapshot9
"[ 109.10694762  112.48029029  138.22199962  194.85275869  160.09571598
   86.80466111  185.79210676  178.47466389  139.24516825  111.82351982]","[ 21.79004069  84.85288632  89.35645181  48.68786073  57.56122504
  44.19278921  22.98053873  45.37684146  47.94895751  17.65714457]","[ 55.58677216  21.56669214  37.95433428  46.87451075  53.73092767
  43.46805915  39.66827522  35.25019915  51.92268476  54.33823038]","[  38.97746737   70.14941146   -6.1441293    48.3026527    70.14408394
   13.23891861  100.39845868  117.54736937   48.86137382   35.70291483]","[  58.66802983   72.29626918   83.29895422   45.27011318  100.8787885
   52.29164049   61.66250923   41.84161434    0.88964036   79.05134516]","[ 30.16437586  52.87637975  72.8535089   50.94350947  -2.10992186
  51.76156399  93.10229084  31.00791812  57.0851063   37.35156488]","[ 123.68050628   56.40583769  105.74805638   45.63585022   85.36777036
   57.75081685   86.91157644   39.78024636   97.4085861    69.93379342]","[ 67.61916471  48.70528244  34.85981207  50.97995778  49.3988683
  48.83242369  27.35135574  42.80551817  23.97739171  53.92388221]","[  33.21373732   61.91636425   29.3859731    52.22157677   55.39511535
  103.97806941   46.35603938   53.89186316   52.18346619    1.84098255]","[ 32.68366229  41.43064029  53.47664251  17.7731572   34.72532557
  63.86585833  26.06340645  72.5855365   51.37281932   5.26631946]"
"[  54.59757549  105.61479055  142.45134519  115.1152552   102.68567142
  150.01441881  137.47153027  181.53048718  116.13109996  160.57239716]","[ 43.87765817  57.90834406  56.77282288  28.2173856   57.48817974
  72.33299257  45.12790656  60.14170491  63.06849043  79.8142364 ]","[ 59.81427786  39.94916505  -4.58021227  64.27132151  16.54334523
  43.87840388  63.72436475  31.71846767  31.57124393  72.68689619]","[ 69.87521263  39.74808083  80.68247198  63.68694911   7.30126903
  68.89714433  66.13073848  64.53494921  30.99259712  58.64830443]","[ 67.66778833  32.6390049   18.75019736  76.79277797  63.43282563
  96.62443472  62.33067365  65.36164402  70.08142374  41.79980391]","[ 61.89205375  66.27976745  65.65554174  39.9320456   47.73304071
  51.34671275  17.71096798  54.59372693  48.99239276  85.45167784]","[  70.35346285  113.34645711   44.70824033   71.15631702   89.7069595
   78.74339488   93.01053273   25.48653299  134.60709624   64.922074  ]","[ 55.05157227  42.0803679   41.78221791  70.64942847  52.39940887
  41.3973994   60.81395382  25.23576704  43.36169744  74.55342906]","[ 59.3904466   82.22134687  38.57180854  62.96364516  55.52650272
  82.15290869  59.32154242  82.0938478   37.01366957  78.05598722]","[ 36.97805401  39.31637305  67.61760239  76.30782445  18.60106882
   7.77820034  73.37800889  60.02633206  19.71488139  41.38261018]"
"[ 164.45484542  183.82737287  149.92624677  134.11299646  128.61293341
   68.34027358  138.96375591  131.33361131  149.64713759  113.01481336]","[ 58.89395819  40.43760483  10.69334758  96.5630445   93.76706321
  74.26795869  79.27405854  38.78954495  74.67509183  78.10548798]","[ 40.22593984  72.73907818  51.05840301  29.01439941  76.04694883
  37.88662912  64.21098227  42.86822191  43.21337523  69.29797858]","[ 68.1838139   97.50922767  59.12757254  75.35326318  50.56857862
  78.11325618  44.57323022  49.00215193  69.48722163  80.14417288]","[  37.82974059  111.75255477   68.84866729   66.29474728   59.90771362
   60.73543961   93.31437198   68.60644999   80.16259923   96.18139858]","[ 51.58804574  32.45452798  70.32530014  91.57416491  22.22275867
  49.20748541  63.45136805  68.6116101   27.43415866  40.34669666]","[  65.87632778  113.82675673   26.51463449   56.65704399   54.62961447
   66.44505719   96.73655833   95.83649291   71.48254165   84.23358192]","[ 72.61716543  20.40540529  46.5323647   75.2882821   61.53358417
  81.70719148  44.74152742  29.94582465  83.19638314  51.67952398]","[  46.61266456   80.29142273   52.203255     55.92422585   84.71045189
   49.51601435   87.22131708   76.86994852   80.29933506  112.61747562]","[ 26.36578483  58.97831785  30.64726867  64.42317033  34.58184212
  48.3944131   55.64701038  61.10043899  87.30421423  40.14938929]"
"[ 181.8561417   181.76742222  154.78783852  125.88540396  170.10388521
  152.42551221  127.9165601   197.28255445  142.21425763  197.61785141]","[ 55.53553496  62.63438239  44.40696535  38.81799855  66.37295665
  59.15287194  40.03771235  70.95398676  76.01168113  50.95261789]","[ 52.06803561  63.59040349  56.11971319  30.44829389  55.94497651
  50.02205579  45.32286475  33.76663352  96.83557478  33.438163  ]","[ 78.46141784  97.57862816  58.47536496  70.11196454  58.37698057
  55.46737088  78.74812202  85.76468193  76.96550424  58.5516047 ]","[ 88.2952867   90.20860032  52.65986327  12.0057923   31.85244657
  20.18126352  72.20326543  97.06064351  34.34655885  53.44953854]","[  68.50875701  110.45170878   72.88944741   51.72911177   50.73805676
   61.84589379   84.93716899   71.69494392   88.42639518  110.68734121]","[  91.07724176  123.17360809   79.08054652   98.80366137   63.77265102
  113.5760981    72.64316838   92.32362951   63.821403    106.76722195]","[  53.0365324    34.59611115  127.26846283   28.63608552   54.31937571
    7.53527869   45.61600445   19.64375347   35.99557485   61.3982926 ]","[ 69.86479779  68.67777309  50.84969667  87.1907346   11.86868036
  73.5243102   67.89062381  65.79040735  97.72153675  45.25380704]","[ 84.03796906   3.93569755  17.20280739  58.45493992  52.16326592
  75.83522393  48.389077    46.40569549   5.55781846  40.11687839]"
"[ 166.89724458  168.52731055  132.75818728  163.78498235  153.86894751
   60.54359005  181.83837685  189.57600907  176.23469994  145.48974493]","[  1.7325161   62.65608405  67.91141112  62.16321837  70.24415017
  62.08635401  48.98423043  14.03726465  67.55329284  49.85033005]","[ 23.61579869  33.27216417  51.62841109  39.70156399  67.53219616
  85.25570844  91.04814088  59.27700375  43.10827826  83.55272083]","[ 98.84161739  93.90801768  73.61480462  67.43935876  30.96448735
  97.57521799  98.39227332  85.06411066  31.30566327  45.95556387]","[  70.1372637    53.27064481  112.2958134    70.46399285   97.52318213
  118.0344067    96.98016196   49.27074104   70.08975359   77.3482929 ]","[  50.27785102   40.70157489   91.71974883   64.58195282   58.62191351
  100.81925394   95.05641639   52.47303078   84.60165637  -10.39574672]","[ 111.55636679  106.18728268  112.17213396  116.03621478   84.50000975
  117.11875925  106.34416146   64.2003797   134.40678062  135.2226981 ]","[ 28.32377696  73.50486722  37.52702996  50.82664374  39.55502847
  39.3900387    8.42784491  54.42415085  50.58892731  38.18832338]","[ 59.04717194  45.58946614  57.69134301  95.36699118  63.70698554
  63.48358195  66.68591809  56.103412    53.47756998  46.66424044]","[ 35.58622759   7.40839923  51.38205989  63.66215588  47.31381969
  38.23160144  67.45594966  47.03631569  39.38899139  42.85311115]"
"[  96.91763151  110.9094754   120.098166     86.53337896   54.15761757
  146.86482395  188.39531737  181.46894886   86.65055025  108.18786339]","[ 78.96858642  54.4506992   69.16367278  86.90340152  67.15644068
  67.3654136   69.02418018  54.67721769  77.31067612  51.22905976]","[ 54.94144986  55.51084455  43.35190263   6.60739621  68.81810846
  26.98571538  90.81303855  78.59430026  31.70771384  69.9818569 ]","[ 102.20446736  121.27488291   82.81328143   79.17006933   62.42057089
   43.59915827   98.02440501  133.27607621  118.92831097  109.08348491]","[  69.47684174   56.99935366   58.50378427   97.29609867   90.69295706
   78.75950802   79.32585152   79.50663116   52.49843854  119.10956717]","[ 18.6906941   54.91536985  94.33756986  36.1848241   84.87354249
  57.50410079  53.09652622  70.62276242  52.60241374  49.20846196]","[  59.48388553  123.00650219   81.9080801    37.49383661   83.9803744
  123.6868763    97.36944569   62.63380757  152.53408301  113.61044864]","[ 59.65681471  54.92487416  43.30157661  58.85503535  61.76990869
  48.65429767  60.83272731  44.01466163  92.77491015  56.04956795]","[  90.01216429   88.53158577   53.81836936  145.38592535   52.55970396
   53.03570687   42.46730792   35.33659435   83.41689007   89.03314983]","[ 61.97826638  53.13780226   9.72803687  85.5778282   76.3745937
  48.42161331  24.05077061  77.13221504  40.24331641  61.77256062]"
"[ 153.86960966  116.99050998  176.22839986  121.18239566  152.15980544
  166.25233099  175.7945676   167.98725192  180.2288731   147.64785893]","[ 72.84067871  61.45882277  70.44695438   1.34275731  37.54707143
  17.47426951  60.10517501  91.6195512   55.62166881  67.81765912]","[ 30.69849414  31.85877945  40.79249648  67.47702453  63.98115285
  92.20873156  87.92496819  75.80462959  61.13796372  32.31127265]","[  76.7525606   101.70873477   90.13901666   40.10186309    0.50349776
   73.32142035   84.3336832    74.08270137   84.35681723   67.11010082]","[  57.32180737   35.01393224   77.40740311   92.16929097   78.71906605
   85.90525766   55.68655518   81.2201929   123.02032942  122.1240966 ]","[  37.57390144   72.72511408   81.87854202   98.5448763   117.80831393
   74.90445293   60.10326333  109.26023647  146.30643492   79.41308723]","[ 111.17018095  107.94476981   56.85673004  119.11799935  115.63520036
   95.87479555   64.43093543   53.74780169   78.12076423   98.15715935]","[ 87.44422292  79.26462653  60.01601531  55.11514281  79.26294542
  76.23572579  44.16682574  78.91278641  41.89267505  25.10617264]","[  72.82400453   47.59631007   78.66096028   90.24213228   88.14752216
   89.2784649   107.2941776    76.00848989  118.14464188   37.31902109]","[ 58.53904503  69.16946891  36.30373077  59.85289454  13.59310953
  18.98460533  60.83046507  93.92518256  35.29724892  19.46024472]"
"[ 121.64321544  170.93126621  177.51267156  137.9841592   162.99455878
  189.53360253  118.64855384  195.79280453  138.68009974  209.17012708]","[  86.44526383   44.65317038   74.79498804   76.72281153   58.82760148
   34.90260007  100.97861034  108.49863363   83.31919891   39.51704476]","[ 58.64793221  67.22777672  76.18494845  68.97800855  32.81388502
  61.38044693  47.72331157  40.31095876  85.09042665  95.57069231]","[  94.5835586   126.91240934  138.11132972   89.45832588   61.05020821
   65.84988541   81.1080298    95.21574774   43.34222404  111.72200961]","[ 107.48170847   85.08782933   94.62764448   35.83698197  114.36702024
   87.87515505   44.20313561  113.79399909   81.20489023  113.13766132]","[  37.78268047   60.30175063  124.24038738   44.28302745   35.35390337
   67.09100966   76.267023     67.94661775   39.49541118   86.968936  ]","[ 122.25091519  158.26717077   36.09843574   80.6690918   137.55129597
  166.82751418  134.3323426   151.45707758  112.136376    109.68572723]","[ 48.38074914  32.20052365  63.99778114  56.72632719  48.13618415
  71.51093356  34.32955778  66.1492602   50.74887789  59.46073949]","[  70.74789692   98.57802021   79.01347707   37.46224812   52.85945997
   57.49074321   21.02666139   98.44853458  116.93142149   71.86413622]","[ 62.69018161  59.23929726 -13.34071858  45.61781174  66.94299424
  45.08951284  64.30396575  75.69258902  53.6894723   46.60828767]"
"[ 176.4134371   135.46325007  214.69751304  202.85587493  172.19963154
   92.09638494  166.33911861  213.88787715  218.60161676  195.30296412]","[  69.50410294   70.97900129   65.45957464   63.14409469  102.03600129
   68.7355222    89.22952573   76.37427672   69.65763015   89.18231008]","[ 71.82665828  55.104128    32.47901368  69.22857139  49.23462628
  46.77827283  57.32829953  71.18918881  58.72112317  60.59232838]","[  45.69009427  111.98613301   88.69342287   62.51256648   98.34374687
   60.56393278   13.55398937   45.75657568   65.39688298  100.43487771]","[ 102.64222766   63.8892124    45.96810575  104.45907969  109.74997022
   90.35599922  115.75261035   48.81198492   63.60175743   94.19737628]","[  78.05608584   58.04710623  102.39259837   45.23986459   80.60955969
   66.42925394  103.96188313   32.13933567   58.3145041    39.29938881]","[  85.12091929   78.09909616  128.77787386  130.72665306  145.68294761
  139.79115964  159.03853894   21.68639567   83.8641068   104.83743479]","[ 74.69023625  62.04038237  58.32444514  35.90272959  53.54026766
  41.15385095  93.11521617  63.78223844  57.81061797  58.39875826]","[ 105.5808254    70.81250171   59.20482975   98.43817172   76.41586742
  127.5799991    50.88818766   62.5205537    80.14525249   44.7703227 ]","[ 84.55546339  81.25042862  35.19106617  41.31598544  56.45098101
  53.96815113  62.89508622  56.97420562  89.67369759  47.6240079 ]"
"[ 194.82007756  197.16589673  181.12700893  154.56369687  162.93469905
  142.35944155  112.4841704   206.29914766  187.36757543  164.27331607]","[  69.81327771   87.1920822    75.50887371   31.27278175   91.92417175
   63.97715025   27.20256062   20.63253499  116.64284734   75.01332911]","[  30.51852574   78.51638486   65.69873515   83.26485708   71.97713021
  106.88086697   18.56660002  114.99832039   53.45623043   85.38489438]","[  30.10337942   24.65905055   92.79617619   94.39340675   92.47658108
  103.35303733   99.41509716   96.6564842    85.85873327   58.89594383]","[  88.88601839   65.11298047   69.5743853   109.87792664  127.84109499
   54.14724401   98.78759155  154.88016188   93.60622236   55.6768219 ]","[ 90.11962569  79.83559822  77.39757275  55.98042207  86.07044268
  52.28231329  77.64018516  43.22965507  42.26763543  97.99733854]","[  -6.81759593  151.3458049   120.63950288  120.7386044    38.95316816
   40.80006501   52.89012314   74.15494698  140.8067055    80.78235876]","[ 18.82640767  86.6596004   74.49919168  42.63518251  83.11478055
  86.81789037  91.05008676  45.37508992  36.45551544  61.48766344]","[ 109.71951057  108.55328527  146.06432643   83.4766654    96.44367072
  104.49652746   74.20263702   27.21083596  122.80015429   73.78602952]","[ 77.66278277  95.10944683  82.30102679  63.32891338  41.85337192
  46.31128209  47.48734777  91.06373295  55.61954298  79.03561096]"
"[ 213.91580582  137.64063395  202.5831051   170.55029999  194.47491946
  149.83440685  159.15466109   83.37245461  185.39577159  136.54055511]","[  92.66428749   74.60808414  106.32614738   74.37299281   -3.1750119
  102.11480399   30.9589648    74.80391604   78.29641259   37.06216292]","[ 67.15373763  63.36283957  77.77107413  78.71068103  72.2472509
  52.62539216  94.84043109  69.96343162  71.54903834  62.27459604]","[  67.20424596  116.20134718  102.09555181   90.93535427  104.58574952
  124.58842575   66.73056321  122.06580939  135.54522527   58.85219856]","[  79.95414892  141.48046051   75.30275375   71.76538333   89.88569209
   49.62240458  128.96238021  104.21430359   90.82704788  103.67128669]","[  50.0230849   110.56110722   90.33923325   58.47123896   88.95715228
   80.66306889  120.3814766    37.8966685   103.16064786   48.9439155 ]","[  78.82243225   28.01776802   79.96496696   88.60389019  126.85296196
   17.48829145  110.67670319  125.54025859   98.40629609  167.87820143]","[ 45.13301586  62.2048608   29.518398    74.11445967  95.18711483
  92.07041309  66.98662399  43.43940476  21.77516759  49.09466047]","[  74.38334119  142.16225836  122.75129843   72.64564983  110.40598088
   81.16428814  115.37952684   85.27719419   94.97971061   35.10915484]","[ 66.98427752  49.98532527  54.10741027  51.23902005  34.0524012
  36.79999558  21.27553606  33.55078906  34.11680139  55.40587552]"
