rewardsSubIter0,rewardsSubIter1,rewardsSubIter2
"[  83.67503419   76.73322362   90.99814114   82.34984359   82.34984359
   57.39512544   82.34984359   57.39512544  124.1284642    52.52669046
   90.99814114   82.34984359  124.1284642    52.52669046   82.34984359
   57.39512544   83.67503419   76.73322362   83.67503419]","[  85.50930324  119.10924141  103.57759702  100.58923825  107.94188159
   61.03505172   31.78789207  107.94188159   58.19091285  127.89191694
   42.8795924    62.11633005   61.03505172   89.03240118  104.38915361
   45.74922454   86.23590434   85.50930324  119.10924141]","[ 128.68350362  138.80221999  167.25739557  158.16634405   96.63224789
   89.76324249  159.47518206  135.90454602  107.24849118  118.32338765
   78.76180625  189.82738091   66.9694236   164.44213292  156.02441297
  156.02441297  189.82738091  101.65216291  105.49794494]"
"[  67.23485997   92.29722469   88.84108838   67.23485997   92.29722469
  130.90062382   88.84108838   67.23485997   96.15319444   67.35011754
   92.29722469  130.90062382   96.15319444   67.35011754   63.87522304
   88.84108838   88.84108838   67.23485997   63.87522304]","[  99.06682445  163.15477985   73.50660181   78.07195323   81.46728328
   72.63831253   73.56195654   73.50660181  144.42591038  104.16426892
  114.14360456   46.47158957  144.42591038  104.16426892   40.05895747
   59.39074282   88.99097137   98.44772627  110.62633995]","[ 151.96350458  109.05957136  170.59380857  147.00207242  105.57052518
  123.40441466  127.18975605  128.09283355  119.99009253  168.31227263
  128.09283355   89.89580767  195.20216852  127.18975605   94.90928886
  102.22029723  180.20290022  141.35854998  154.34910462]"
"[  82.43072595   81.11363827   98.93862375   82.43072595   81.11363827
  134.87262094   81.11363827  134.87262094   69.15139525   81.11363827
  134.87262094   77.22515694   87.94148837   77.22515694   87.94148837
   69.15139525   98.93862375  134.87262094   77.22515694]","[  97.28385541  108.54271502   91.64556485   90.80348983   33.17685474
  121.65431606   71.09315909  117.73811571   60.90167217   91.64556485
   73.11378258   59.17087547   73.11378258   59.17087547   84.95159231
   88.63862939  108.60849849  118.00916144   47.54711475]","[ 173.54277947  127.0973335   167.38269457  135.47209039  149.26513152
  151.4183742   161.05521025  191.27811282  181.07818261  173.19226976
  193.1973357   135.47209039  207.30901021  166.8196589   113.55576002
  216.71777073  153.41598252  207.30901021  172.99831377]"
"[ 100.60065023   67.57171716   92.28330384   65.6806882    65.6806882
   65.25825101   65.25825101   68.2608091    65.25825101   68.2608091
   92.28330384  137.5608677    92.28330384   67.57171716   85.36441703
   92.28330384   65.6806882    85.36441703  137.5608677 ]","[ 144.37869186   53.17244512  111.4796828   120.45462221   43.5878365
   91.24946554   85.95762277   89.28101571  111.4796828   109.06323843
  129.27024258   72.39896465  144.37869186  105.55457946  103.20629741
  111.32180005  123.46007957  116.01637516   20.59945837]","[ 166.50655636  182.8000076   119.82671114  123.3826023   160.84725935
  170.24801342  154.27686654  144.80981067  177.97460269  158.46182649
  153.04508233  149.41385114  172.13055532  126.46220534  156.25423193
  169.59602676  142.88006202  148.57205646  169.59602676]"
"[  70.32733224   63.00938446   62.0640499    82.53540087   96.14902832
  138.63884091   82.53540087  105.32953008  105.32953008   70.32733224
   59.90975316   62.0640499    62.0640499    82.53540087   82.53540087
   70.32733224   63.00938446  138.63884091   59.90975316]","[ 114.33671526  117.42580666   39.0855687    82.99057066  100.42248436
  100.85667257   62.66166065   64.50080007  137.23877385   82.1003469
   82.99057066  119.3257893    85.1328651    91.32319173  123.56879165
  148.63291847   45.95275315   98.39917665  100.85667257]","[ 163.24952055  169.19203244  152.45150249  182.09813134  162.7187771
  124.29637174  160.762347    147.69342056  182.48306453  138.78276913
  139.47522083  163.24952055  169.19203244  172.36278072  102.7726362
  168.44738686  140.76603736  170.69003178  177.1498345 ]"
"[ 101.73508418   83.33250589   63.00938746  101.73508418   83.33250589
   91.81803102   99.51308551   44.63003236  101.73508418   83.33250589
   86.27782763   58.51099883   63.00938746  101.73508418   83.33250589
   91.81803102   99.51308551   99.51308551   44.63003236]","[ 124.63776844  108.70385741  104.38174471  111.61851354  139.22964653
   31.9227206   108.70385741  119.70932326  117.62382688   98.43788206
  139.22964653   31.9227206    84.40746133  112.45711076   69.17588529
  118.9737875   124.73953314   99.73112046  141.95780394]","[ 149.85364045  154.06591728  195.17695447  140.81092574  170.13169266
  151.92609897  198.34525978  153.8882534   204.23606527  133.22648734
  178.71098323  188.01388072  146.300636    195.17695447  140.81092574
  185.86351738  115.67043464  152.76280104  196.83467587]"
"[  58.03380244   67.1896305    38.89267875   75.65114695   79.26879746
   90.89393      90.89393      90.87955428   75.65114695   80.47971027
   90.87955428  116.46043514   79.26879746   90.89393      90.87955428
   90.89393      90.87955428   75.65114695   80.47971027]","[ 134.20723081  141.82008843   91.63064624  119.0568842    40.63717848
  161.07841473   79.28439568   74.55410435  126.15412929  140.84523866
  113.3399834    40.63717848   97.80002371  134.20723081   91.04297637
   42.68432317  147.43816015   52.77581984   91.63064624]","[ 151.74107019  174.14909454  154.95505196  195.71030666  134.82646845
  171.18809188  151.74107019  163.21228346  174.23421003  137.6759866
  121.65870397  201.43680204  188.08108756  195.71030666  134.82646845
  185.71104015  154.8776837   173.62931871  204.15688093]"
"[  41.58433421   68.75102845  107.79332299   80.52376996   90.06273181
   94.40679845   41.58433421   68.75102845   98.85417294   41.58433421
   41.58433421   68.75102845   94.40679845   83.83819757   41.58433421
   94.40679845   83.83819757   89.82009368   98.85417294]","[  94.14641743  113.19691568  113.19691568   96.37430036   65.1219032
   60.59583746  101.72269834   91.5768518    94.24553535   65.1219032
  124.06497261  164.97972579  129.23319389  101.72269834   84.33200216
  146.49317233  127.10293703  136.68072317   80.24997055]","[ 184.20760041  187.88344468  176.80166046  171.46862967  150.49301211
  166.63110978  187.73561478  158.63483362  196.1078477   162.98856112
  167.16117441  170.73050841  140.49621097  171.66979402  152.52457844
  170.73050841  140.49621097  171.25480769  184.11355719]"
"[ 98.35810112  83.4444287   72.83714465  94.01819596  94.01819596
  87.96540142  94.01819596  87.96540142  52.99268917  66.20367849
  37.30144207  72.83714465  72.83714465  94.01819596  94.01819596
  87.96540142  89.46768497  52.99268917  52.99268917]","[  58.85772499  184.47602557   73.5695469   124.84135376   86.18148237
  133.28999563  133.28999563  167.82666268  145.03088225   98.33193492
  122.60869507  147.71696884   98.33193492   35.66661683  129.89579108
   75.1534835   107.84272383  110.79034007   73.5695469 ]","[ 187.76183198  182.85333507  192.04451307  134.73358014  192.72828393
  194.11995193  181.71533467  181.71533467  151.10786709  208.05959347
  175.79299004  158.66615292  201.63018552  208.75725279  195.22037927
  144.02146974  155.19576521  177.04341657]"
"[ 65.43089535  39.84810475  79.24283735  51.15669373  65.43089535
  39.84810475  79.24283735  51.15669373  35.80710092  87.37704533
  81.2691261   79.24283735  51.15669373  81.2691261   79.24283735
  39.84810475  44.83825014  81.2691261   79.24283735]","[  78.42609649  123.96011242   74.65374768   94.29664917   73.48919651
  169.52889639   88.91201121   73.48919651  149.27662438  161.22159066
  100.48669309  107.35705407  161.22159066  153.91049909  126.49707422
  100.58005182  127.45851009   83.24680674  131.904425  ]","[ 174.78191277  192.66454719  200.78496515  180.95945544  213.67240175
  146.35047591  226.71669987  192.66454719  178.89243824  193.70782023
  184.9298361   199.95864019  231.8925963   181.3312675   216.52886977
  192.7934586   197.74294146  161.44344845  176.19486567]"
"[ 59.83990508  76.67123319  57.70093949  29.63531307  53.92515849
  93.86258572  93.86258572  74.08950722  57.70093949  29.63531307
  53.92515849  93.86258572  50.96922302  57.70093949  73.36961438
  50.96922302  57.70093949  50.96922302  57.70093949]","[  89.13964753  106.3117168   116.56765725  114.76235138   73.13132015
   79.61805414  136.19003679  107.64150382  138.50557703  147.91017204
  114.93522349  166.58614173   83.21532888   95.38725603  141.33866836
   73.13132015   88.79834154  175.22655608  116.56765725]","[ 221.11223391  166.66179132  204.30540259  171.70878032  173.40011903
  201.39371145  177.7795099   200.3118618   156.58995547  210.62845758
  210.62845758  204.30540259  175.18948392  184.42551266  162.25805046
  210.46382875  207.88994379  224.54495276  213.4702426 ]"
"[ 27.01998213  65.01402181  73.12532039  72.60365123  78.45054853
  72.1002327   65.01402181  97.08827604  73.12532039  72.60365123
  72.60365123  84.75137215  27.01998213  65.01402181  52.42099803
  27.01998213  27.01998213  65.01402181  97.08827604]","[  71.3015221   119.69305087  117.72448693  129.91154856   93.89438692
  117.72448693  162.39642062  130.96851941  130.62386592  162.39642062
  111.3287239   163.79628932  127.42053339  119.97218045   30.97195507
  128.18597401  101.64143986  128.13221391   70.03362927]","[ 142.89636263  236.4657439   182.09946992  222.30333875  215.48009591
  190.95497175  183.70008384  186.62592694  187.16651632  161.27439099
  176.86872577  184.95683631  190.95497175  164.15676962  200.85338027
  176.64253632  209.64240997  214.2601816   170.26974889]"
"[ 79.80398299  76.69628235  97.91044969  72.69641302  59.14827559
  97.91044969  49.602101    45.95264805  76.69628235  59.49714952
  97.91044969  72.69641302  79.80398299  72.69641302  71.9327907
  72.69641302  71.9327907   59.14827559  97.91044969]","[  97.32674277  190.5372114    77.80693493  125.21611601   53.93147918
   88.66105507  107.35241314  144.87619207  134.59309535  134.59309535
   90.46808833  125.21611601  118.69406471  153.15683656  145.13629895
  153.96390936   78.09287852   95.38662023  103.0112332 ]","[ 207.86319047  177.3686667   172.98403101  226.25408326  181.47148326
  218.43617456  153.02724272  203.12291056  227.69428162  196.55420888
  165.79978061  176.50309491  158.72393872  194.86667708  166.5009781
  225.34934702  174.82518395  181.47148326  218.43617456]"
"[ 66.83984874  49.47650016  88.59196288  49.47650016  88.59196288
  19.62092005  63.94071646  76.43088356  66.83984874  66.20496469
  72.3418715   88.59196288  72.3418715   76.43088356  66.20496469
  72.3418715   72.3418715   76.43088356  76.43088356]","[  91.21159944  132.20268326   97.59944146  137.58125387  115.1225192
   69.89441598  132.20268326  105.87704683  150.38917221  114.94303628
  128.42762878   92.26128147  118.00161876   80.06602286   99.52117491
  114.94303628  140.48573173  139.72954432  131.77866372]","[ 229.57364065  187.19338577  230.85090594  181.05957849  185.54236004
  216.82223062  216.70385073  202.35248693  216.70385073  202.35248693
  172.22919251  191.79878608  216.15092497  185.49072957  220.35774209
  184.95136951  200.94065403  195.88132275  217.58484978]"
"[ 65.00270225  38.34367309  58.52809802  83.05490963  75.84177616
  65.00270225  65.00270225  38.34367309  38.34367309  79.34842853
  95.52285297  58.52809802  83.05490963  65.00270225  38.34367309
  58.52809802  83.05490963  75.84177616  65.00270225]","[ 123.0782776   149.93557511   33.18895966  181.26712281   84.24788748
  144.87427009   97.1778444   116.971504    153.54653026  108.98564035
  122.07526062   97.1778444   131.48284472  105.39136002  110.48391793
   99.26186558  124.2772998   124.2772998    99.52981444]","[ 230.62969895  129.06364433  231.59345734  193.07592242  215.65941132
  223.59552522  208.66450975  178.45293073  212.73883418  238.36018604
  186.73686933  167.66205367  226.24770129  209.71060413  212.56722558
  202.44515346  182.64616279  208.66450975  178.45293073]"
"[ 25.43152706  70.40018437  51.06039269  99.35258414  73.89559368
  28.43606872  73.89559368  28.43606872  51.06039269  28.43606872
  82.66468638  32.51172855  73.89559368  32.51172855  73.89559368
  51.06039269  99.35258414  73.89559368  28.43606872]","[ 133.10755945  138.61472007  171.44595684  126.27831298  110.80340151
  171.44595684  126.27831298  149.2898765   147.13605903  171.17142737
  147.0848403    76.79177122   94.9570098    94.9570098   116.09724155
  121.84074185  152.39877702  164.53646237  117.59431704]","[ 241.26517159  197.86846453  232.13366191  191.20196283  222.66260272
  241.26517159  255.31313906  133.9203183   217.40854258  189.89424994
  198.26591287  187.90911729  217.40854258  189.89424994  202.27990662
  203.64022463  224.98749155  189.50299655  229.01120104]"
"[ 100.09413749   71.75918459   76.06132957   49.56563456    9.46214428
   76.06132957   71.75918459   69.38274006   49.56563456  100.09413749
   68.73823659   64.69630624   76.06132957   49.56563456    9.46214428
   76.06132957   76.06132957   49.56563456   71.75918459]","[  89.39423842   49.84903993   87.1226231    69.92500407  140.86886456
  144.3794149   154.77371186  160.40996351  144.78438915  133.29655181
  145.54640066  119.58801079  112.51176842  145.54640066  148.25448651
  140.07156459  140.86886456  144.3794149    84.92751641]","[ 225.58189361  217.89629002  157.3175193   208.71633834  226.8178297
  210.31857235  212.05259695  176.98367667  222.1340286   149.816227
  209.64825302  240.23577383  209.05970939  195.96834285  209.64825302
  240.23577383  199.18260869  209.05970939  211.04243722]"
"[  47.3206716   100.87298213   68.55059905   65.64165343   65.64165343
   39.81070178   66.99476724   68.55059905  100.87298213   66.99476724
  100.87298213   66.99476724   47.3206716   100.87298213   68.55059905
   65.64165343  100.87298213   20.09678702   -9.16012329]","[ 127.50098     154.24517969  123.48167848  111.76630263  168.39857165
  115.32738877  168.31197965  118.88289523  152.43440889  111.76630263
  168.39857165   59.50060502  113.14688154  168.31197965  155.87130093
  143.07352444   96.50752741  111.9039366   164.6395535 ]","[ 246.74016356  174.99445646  113.13832731  231.04630113  195.65583876
  119.65241522  195.73100909  222.01366194  246.93201014  228.53413807
  195.73100909  222.01366194  186.61110545  187.56397827  210.79572491
  185.75841665  202.76201614  186.61110545  170.17726918]"
"[ 58.28960566  65.71362816  58.61772223  40.61146238   1.15206419
  64.93757354  61.21096479  58.28960566  65.71362816  65.71362816
  58.61772223  40.61146238  61.21096479  40.61146238  61.21096479
  65.71362816  58.61772223  58.28960566  65.71362816]","[ 116.97210146  134.8566178    73.62946839  170.03022117   85.78953853
  144.07076026  142.99612333  150.44334883   94.95614245  132.57820095
  113.49134275   85.78953853   97.92243787  134.42669106  142.37393151
  119.51665643  162.52115964  144.07076026  142.99612333]","[ 185.70591572  213.88734523  200.11973644  201.75409317  202.74524778
  219.82719219  202.74524778  219.82719219  163.11972758  216.6664608
  174.09955928  179.3036307   188.04928026  163.11972758  228.8872266
  150.31506961  189.99816889  241.52826141  225.32583663]"
"[ 25.84678834  54.13679922  42.56816743  59.65207014  59.65207014
  25.84678834  46.05518584  87.71066632  25.84678834  54.13679922
  41.14259989  42.56816743  42.56816743  41.14259989  42.56816743
  25.84678834  54.13679922  41.14259989  42.56816743]","[  83.38043654  126.28505449  113.99661336  167.40135939  132.96248773
  173.30543314  119.19754223   75.84735177  131.13584667  165.12302005
  104.60042363  148.99829856  165.12302005  135.68766162  122.03012456
  132.96248773  173.30543314  133.86573245  133.68385843]","[ 201.20895844  192.26905396  215.08422958  203.54874355  221.90820832
  162.24067771  169.19614382  213.17415743  208.91454253  215.08422958
  219.47827588  211.59105384  206.75091546  199.72443546  217.89798386
  162.24067771  195.50007077  179.6036889   220.33156741]"
"[ 64.22241542  26.20762908  59.54429581  23.30387837  59.54429581
  23.30387837  30.81277762  64.22241542  64.22241542  26.20762908
  64.22241542  26.20762908  59.54429581  40.68710343  59.83232854
  59.54429581  23.30387837  23.30387837  30.81277762]","[ 147.40033214   75.1496084   120.72698176  107.26040189   93.98730618
  109.02578114  157.83760964  132.98710395  120.72698176  107.26040189
  107.3995692   182.61338667  161.39654966  174.58241409  175.98661052
  154.92938451  162.03639688  175.77202802   93.98730618]","[ 233.7134802   154.37061463  208.70218834  223.66891263  246.28244592
  173.27299295  210.92493918  228.31827198  211.70551662  205.9211038
  173.0427091   208.563389    202.00659406  228.31827198  197.91334913
  207.09809356  219.28066597  211.31989962  187.90855675]"
"[ 49.94768675  68.25711948  28.66072577  73.29116497  49.94768675
  68.25711948  16.47199695  30.6521197   23.5909637   18.57776632
  18.57776632  16.47199695  16.47199695  30.6521197   18.57776632
  16.47199695  23.5909637   18.57776632  23.5909637 ]","[  83.75507764  110.88397815  183.49502221  169.25362896  118.13384501
   98.08463305   91.77210938  161.65171909  160.58091269  146.1886395
  126.55730522  146.1886395   126.55730522  133.66672395  157.09771921
  140.64381404   95.13428045   55.93677631  161.65171909]","[ 173.22269787  203.95295314  231.08063835  231.59406441  195.14927454
  218.11033284  229.43199822  207.26731427  182.05516445  190.21177273
  219.98388562  213.21417707  183.03356043  232.79292503  188.38230511
  238.10217379  188.19046583  231.59406441  188.80734123]"
"[  9.78121399  19.59139299  19.59139299  45.5552051   66.51470737
  18.15341926  45.5552051   58.2305195   19.59139299  45.5552051
  18.04719619   9.78121399  22.42369107  18.04719619  45.5552051
  58.2305195    9.78121399  19.59139299  22.42369107]","[ 101.0783221   173.64625076  146.5555178   154.37953106   73.50891662
  115.92006117  156.92647372   84.86954538  140.05442473  156.92647372
  146.5555178   154.37953106  155.32151407  165.50561995  140.01045474
  114.85564011  139.88442013  102.20708111  173.81467738]","[ 203.86718452  203.87155596  192.07962521  196.95069116  211.90629396
  211.13941649  218.86097827  213.1555      165.86826899  234.75507807
  231.01806815  218.62049511  241.64338786  208.09196553  230.6252976
  186.12278738  211.13941649  215.61782203  174.88407242]"
"[ 20.71803066  11.67647466  60.53447572  35.73100574  48.18583652
  60.53447572  35.73100574  52.51734054  35.73100574  52.51734054
  19.86495811  48.18583652  11.67647466  19.86495811  43.52597496
  72.56064211  60.53447572  48.18583652  60.53447572]","[ 181.06921833  151.30659708   93.83675569  175.4679067    57.84078617
  123.69299538  100.84175833   80.55382001  111.86543326  176.57124639
   57.84078617  130.79840693   84.89405199   79.2562611   121.11155346
   99.41099664   93.83675569  162.56111984  133.57284346]","[ 199.89638579  213.53347142  229.77375483  192.49585982  231.64930604
  175.09541924  217.78122349  210.56981998  203.35530628  208.78172322
  240.80746418  214.54578704  214.54578704  195.7857501   221.63436481
  181.54481776  187.37434797  214.46265873  202.40934243]"
"[ 36.87574289  58.2734684   58.2734684  -14.45464586  39.03556136
  48.55298646  36.87574289  58.2734684   62.11668871  36.87574289
 -14.45464586  37.96264646 -14.45464586  37.96264646  36.87574289
  58.2734684   48.55298646  27.41638521  23.01260542]","[ 116.3486033   118.60962693  118.60962693  166.96687797  142.8779738
  145.20076508  120.45160462  112.21569061  169.31627694  120.45160462
  128.03428821   63.66257947   94.62690057  182.69779895  153.71978768
  179.48307191  171.49437683   73.33454152  105.47195085]","[ 233.70209446  214.75695606  194.2661827   241.90987694  215.63007259
  221.42151583  226.89720821  228.82578005  215.72205409  230.84616217
  229.50377159  197.1137284   215.22302366  229.51443219  237.3869867
  252.96465142  234.57194267  215.72205409  202.23280525]"
"[ 62.48500053  45.96672847  62.48500053  45.96672847  -9.02369109
  39.78441119  58.81001988  38.39471309  -9.02369109  39.78441119
  -9.02369109  39.78441119  20.07008005  51.2023318   39.78441119
  58.81001988  58.81001988  61.25108287  -9.02369109]","[ 198.26010508  193.03834104   39.0889691   100.46992196  112.02079793
  176.03215571  193.03834104  119.06523504  129.86177038  176.20897574
  158.75172438  140.75416519  107.8164712   112.02079793   77.09913626
  143.22591152  135.37070895   94.77453976  128.22794587]","[ 212.50567378  267.23852647  222.26821285  168.49313001  184.27722313
  255.69131255  230.80435437  245.22004602  218.01210028  243.42986394
  243.42986394  234.29684428  227.10696449  200.75296887  185.11658637
  187.30824874  213.98917849  233.68267167  240.31544248]"
"[ 42.79096476  65.72823528  65.83471197  26.3855697   61.98243436
  42.79096476  61.98243436  42.79096476  67.15941098  60.186525
  38.36102509  61.98243436  42.79096476  65.72823528  84.66988106
  65.83471197  26.3855697   42.79096476  65.72823528]","[ 120.26297355  151.62092819  154.95807587  100.58476392  160.76685006
  134.13436899  184.60170519  113.27254889  121.89984609   93.48256904
   58.70959301  163.5979344   121.51327651  180.96780048  174.26410967
   96.57449721  163.5979344   113.27254889  146.74870086]","[ 253.42348092  233.95361968  205.56975721  203.44377352  208.27029921
  249.18963946  239.88320605  203.19614255  241.18824824  217.16236918
  218.14197871  251.18959425  217.16236918  239.76764485  245.66889472
  214.95102048  235.61062178  227.22076926  217.56491307]"
"[ 67.81134776  65.82684305  81.6416348   63.53968182  72.04854769
  81.6416348   54.68088344  71.9725224   63.53968182  73.05732465
  72.04854769  81.6416348   72.04854769  81.6416348   47.96608176
  47.96608176  67.81134776  81.6416348   63.53968182]","[ 150.2678727   101.31135275  116.96131519  146.84803935  130.44142034
  141.22208458  148.8050022   148.40018841  148.40018841   85.92288526
   76.69385622  130.44142034  146.80028497  175.59206233  131.05702394
  168.59386769   88.56235618  116.43341976   97.97676696]","[ 207.82946312  235.44958387  221.455726    243.27434451  216.16560771
  217.36679975  205.16935618  204.69918643  238.07342981  211.12611579
  207.97905972  205.74202389  198.67217823  241.97646029  235.44958387
  216.99284146  225.74142196  221.66912755  188.28243767]"
