trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[ 169.90408625  199.90751021  139.9215291    59.94647847   39.9597911
   19.96094671   79.96051995  209.94167454   39.9621916    59.94647847]","[  89.91240693   89.92197464  119.93405473   19.96881325   79.93631255
  189.86422119  229.85140287   29.96577108  129.93460167   29.97079304]","[ 29.95751287  29.98784158  29.99153822  29.98534822  39.97581831
  39.95546362  39.96994263   9.99044696   9.98309909  29.97677264]","[  39.98090484  139.90071257   29.97573468   69.96256581   49.979898
   99.96875486   29.98697579   59.96969922   29.96739943   69.9593035 ]","[  29.97334325  189.87361987   59.9599357    69.93200589   19.97908586
  199.93657001   19.96882302   29.96451064   69.92715958   19.98729375]","[   9.97983877   39.98549531  169.94601441   39.9733021    49.97182874
    9.983094     39.98557852   29.98799513   69.97995268    9.98477382]","[  19.97623606   49.97416885   49.96039571  379.86004949   19.97844289
   29.98183894  309.89484126  149.91636904  109.96652015   19.99137167]","[ 39.98107361  99.9393393   19.97384048  39.98156186  79.94609865
   9.98718834  49.98340835  29.98181727  39.96195058  79.94878525]","[  49.95352645  219.92789811  129.9255416    89.96250206   79.95024181
  159.91869945    9.98084162   99.96056013   49.97393516  129.94064013]","[  99.94639764   39.94811866   69.8882628    89.94281793   19.98028204
   59.98548759  159.90560143   49.97696856   19.97983367  129.9570043 ]"
"[  99.93828746   69.90313546   69.94139478   59.93535538  419.91935319
   79.96393686  119.9523987   149.91667928   89.94706536  119.9523987 ]","[  29.96789148   29.96439348    9.98431441  149.93294034   79.94184848
   19.96639764   69.94006731  119.95463219  149.89213945   89.96456148]","[ 29.97540419  49.98322837  29.97251499  29.98806217  39.96628376
  19.974932    49.98038023  69.97081991  39.98557228  49.96993607]","[  89.9502451    19.96917825   29.9731276   119.9166002    49.97217957
   19.97221465   29.98056056   19.9775933    69.95846154   29.98519937]","[  29.9785596    59.960281     59.97514344   29.97404515  209.89857494
   79.97821617   39.95341744   29.95992622  179.90635242  219.90790292]","[ 39.9811441   39.97849352  29.98961631  19.97389036  39.99028023
  29.98840357  29.97284296  69.98862596  59.97179889  49.96985974]","[  79.97189819    9.98713161   69.93858457   19.97136113   69.97977845
   39.95906356   59.95127199    0.           29.95034269  109.87985268]","[  99.97140571   89.96701018   39.97375338  199.90367005  219.94101853
   39.9751161     9.98032692  109.9457822    79.93434596  129.91235095]","[ 269.92497656   69.90339635   29.95128583    9.97913672   39.95769963
   79.95028788  159.91967542  269.92497675   69.95650789  159.91409381]","[  59.97034181    0.           69.91010772   49.9712579   279.83333361
   49.93781079    9.9912171   119.94203009  109.97107553   39.9698318 ]"
"[  89.94497753   69.93207007   69.94393517  129.92739769    0.
  269.93792712  119.87832565   69.93207008   69.94393517  129.92739769]","[ 109.92115625  139.9407692    29.97275291   49.947412     79.97008256
   69.97569301   49.97653744    9.98427815   29.98613443   69.96694182]","[  9.98503915  69.96401248  59.9804398   29.98820166  59.95948236
  59.96665079  29.99153118  39.96931915   9.98267987  59.96377924]","[   9.98228439  129.85716584   49.98048199   19.98765098   39.97249254
   29.97777463   29.99107751   79.97454081   19.96962313   69.95281471]","[  49.94739231   99.9451831    19.96814299  219.91098726   39.95423261
   39.98062881   49.96939547   79.91194988   39.97141783  309.90110204]","[ 29.97001993  59.9627696   69.97469029  69.96261695  19.97056701
  39.98000371  29.99308733  59.9500977   39.97930745  79.97744124]","[  59.9577341   179.90590546  169.91495144  119.96250335   49.96239874
   99.88713576   89.94870111  199.95479917   89.98346995  249.84129263]","[   9.98570916   29.97356968    9.99003283  129.95905048   59.96768148
   99.94087586   79.93702103   19.97439222   99.96309703   39.97670661]","[ 179.91409871   69.9203218   149.96091376   59.91187793   69.93299656
   39.94879346  129.91790666  119.93623939   89.92885687  219.89367369]","[  89.88516967  119.9557366    49.97329226   39.93155636   49.98263252
   49.96248719  219.92113334   29.95956962   19.98232134   19.98158139]"
"[ 229.8804672    99.92207002   29.96165075    9.98295218   29.94875877
  119.88603668   29.95741573  229.8804672    99.92207002   29.96165075]","[  29.97973879   99.93588804   59.96422093  219.96181555   29.97323687
  129.93873528  259.85872385   29.98023229   69.95345089  109.90759887]","[ 29.98307654  49.97295804  59.96522228  19.96972232  49.96608111
   9.98443259  49.98651793  49.98232223  39.97166536   9.98843984]","[ 109.93466754   49.97373679  319.79573964   69.97139038    9.98394925
   69.96408653   19.96926822   99.95800719   39.97637594   59.96820055]","[  59.95720049  119.94285588   29.96480912   79.95180003   29.96627552
   29.97632561    9.9802335     9.98690129   79.97408611   19.96910924]","[ 109.97182289    9.98698265   49.96965133   59.96786275    9.98678029
  129.97350996   29.98203988   19.98158767   19.99269992   29.98171683]","[  79.97053402  119.97517079   39.96347404   39.9602165    29.97077581
    9.98531491   89.95169099   29.97150603   79.9183815   129.93059679]","[ 89.96371921   9.98515096  39.96313604  39.98649924   9.97941517
  19.97997086  39.97335415  19.98759223  69.97707959  69.972705  ]","[  39.95779751  119.93674154   89.92911596  149.90759212   19.98709849
   69.97282885  119.91880548   29.95067844   89.94276527   59.94066966]","[ 139.93566499   29.95790919    9.98272018   69.94225013    0.
  109.94363828   49.96986556   39.97225346   39.97848005   99.92381257]"
"[ 179.91160314   79.95734896   69.92896207   99.89463615  179.91160314
   79.95734896   69.92896207  149.91674117  139.87592741  119.96672965]","[  49.96299383  209.86150904   59.97450155  109.9828794     0.
   69.97019731   19.9699229    69.95736067   69.96648205   29.98874106]","[ 79.97440159   0.          39.97498749  49.95527048  19.98027209
  19.9804306   19.99134222  29.98505158  49.97627926  99.97571597]","[ 119.94421506   79.97372207   39.97606158    9.98421746   49.97238492
    0.           59.95029521    9.9891817   179.95414022   19.97340466]","[  29.95986909   39.95406044   49.95622207   49.94591604   19.96805684
   49.98237312   19.97961711  249.85844132   99.90994152   29.98766034]","[  29.98083564   39.96876587   89.94059431   89.98097172    9.98299064
   99.95175607   39.98342848  109.91936587   39.97351097   19.97267376]","[  89.9422792     9.9790916    19.97985776   59.95145362   19.96685808
  109.96572889   29.98805913  219.84212848   29.96517225  229.93060889]","[ 19.98745115  39.95880594  49.97212457  39.95656319  69.93652585
  49.9701181   29.98338992  89.98119868  29.98608071  29.9879842 ]","[ 219.89664162   39.96747125  259.91635169  109.92217912   49.9513753
   79.9107921    19.96952484   29.96155252  149.94016248   59.96247602]","[  89.92469689  109.94974786   39.96946292   49.98592027   99.96007359
   19.96984202   29.97868771   19.97326058   59.96275219   39.9695576 ]"
"[ 149.92282884   49.93165464  179.92300479   59.93640183  109.87635556
   39.96432846  139.93355044   79.91822712  119.89521782  129.85427028]","[ 29.95078903   9.98169113  69.95606143  59.98604259   9.98804983
  19.97078482   9.98845635  39.97419037  99.9486263   39.97802499]","[ 19.97543074   9.9846656    9.98483168  59.94189627   0.          69.96584227
  19.98944588  39.97552032  69.96935062  59.96801775]","[  29.97107706   89.95516865   49.94052944   29.97278003   29.95799965
   39.97138184  109.97428052    9.98735984   69.96795939   59.96556273]","[  39.94025328   39.978391     69.96613481  109.88619143   19.96868618
  129.96523837   79.93517435   69.9741256     9.98482518  129.96983069]","[ 49.97404911  29.98423565   9.98444097  89.93290261  49.97732294
  19.97397605  59.93623749  29.98731016  59.95837747  39.95756802]","[ 119.87695061  349.77648487  159.90651735   89.9596618    79.9595851
  259.85728577  109.96272101   19.98360062   79.94171686   79.95105339]","[ 29.968664    39.9855959   39.98083621  39.98412191  19.96757557
  19.96851893  19.97346695  49.99045861  19.98360637  69.94548853]","[  39.98161771  119.96049991   99.93288455   29.97282903    0.
   19.96488369  169.9288335   179.89975829   39.99067509   59.96227301]","[ 119.87353302  109.96683729   79.96771861    9.9809302    89.96693997
  159.94255521   49.97001367   89.96185578   49.94294469  139.93647258]"
"[  49.9584506   159.88421026   19.96954607   89.91578669   59.93443129
   19.97035183   39.95121507  499.80610945   99.93425194   39.94338555]","[   9.98027484  139.89142263   69.89398935   89.97116844   39.97999862
  149.92452984   59.96670315   19.98552849  189.91581423   69.94863031]","[ 39.97280791  59.96589309  29.96890133  49.97289011   9.98246528
  19.98690347  19.96515918  19.99489926  29.96378277  39.94755918]","[ 99.97732958  39.98481446  49.9636303    9.98540097  49.96447737
  29.98217529  19.97264136   9.98680884  49.96726721  39.97925275]","[  49.97026604   29.94551425   89.89704266   19.97239793   29.97797686
   49.98227301   49.96207549   29.97362417   39.94891383  289.90082077]","[ 139.87289629   39.97952993   79.93893566    9.98592054   59.95378026
   49.96753547   69.91891626   49.98702101   19.97139124  169.9107501 ]","[  39.95493086   49.97603687    9.9827342    19.96510237  109.91220923
   49.94512626  329.94285065   59.92576037   79.97888923  209.91861207]","[ 59.95955116   9.98426847  39.98156795  59.98131261  19.97592665
  59.97704311  49.975383    39.98094425  29.97851787  69.93878352]","[  99.94935888   19.97244391  119.88162833  109.90592404  329.88377567
  119.89537689  119.84259974   39.97602639   79.93814084  199.87755303]","[  89.95903829   49.9724984    89.9704361   139.92099895  119.97939657
   99.86852135   49.9859594    39.97214095    9.99031788    9.98771974]"
"[ 109.86048063  159.92154776   99.93165388   69.93643546   99.87416002
   89.942325    119.92643568  159.92154775   99.93165388    0.        ]","[  29.95418404   59.97852623   99.96953494   99.92332818   69.94750142
  129.94270973   89.9582985    79.93309149   19.97500458   79.95590199]","[  29.98160956   59.97989185   19.97148254    9.9797326    19.98341882
   29.97561215   19.97693406    9.98593282   39.98752404  109.96252335]","[  59.94805904   89.86099769   59.9834752    79.96005944   19.97358225
  249.96177298   89.98022893   29.95756624   39.98355515    9.98755503]","[ 179.92217453   39.96656669   89.96859912  189.90216335   99.90938643
   59.95541784    9.98839483  129.90456401  229.91930371   59.96061696]","[  9.98542207  49.97625029  59.96347589  99.93979421   9.98437308
  59.98124329  19.97282979  59.97666909  89.96918744  19.97564035]","[  79.92116572  189.82357505  299.89695586   19.96259859  209.92075321
   49.95740393   19.97569734   49.93357928   19.98679629   69.92232779]","[ 99.91342739  39.97797421  19.98812815  89.96529868  39.98369744
  39.97045927  29.98877929   9.98779876  89.93060945  59.97576445]","[   0.           39.96789308   59.90182984  199.92096695  119.84424452
   39.97609693   79.93828344   89.948292     79.90157978    9.98675741]","[  39.97973469   59.96556422   19.98369247   89.95209347    9.98428974
  199.88171755   69.96343404   99.97250429  119.91119525   89.95433942]"
"[ 179.90416308   39.95357643   79.93726318  149.85313678    0.
  179.90416308   39.95357643   79.93726318   69.93317364   89.93932612]","[  59.93723946   39.95065062   99.95468753   49.95506298   59.95850235
  159.91546831  189.91655456   89.96219154  169.96118643   49.97592209]","[  49.97874979   59.97713175   49.97479684   59.95707921   69.97683324
   39.98480377   29.96227436   29.9790491    29.96915963  179.95028333]","[ 19.99281665  29.97295218  49.96569554  59.979547    79.95536966
  59.95864841  69.94118774  49.97531512  19.99045826  49.97441912]","[ 119.8788007   119.96681725   49.9477428    39.9543705    39.97741612
   59.95947217  129.97790102   59.9657786     9.98516671   39.98152931]","[ 39.95684877  19.96813141  59.97152824  19.97762841  39.97345105
  39.97178623  79.93654141  59.98296362  89.96450389  79.95692087]","[   0.          139.92398312   99.93376898   69.95696932   79.88362218
  219.91736688  159.93306129  299.86862367   79.91109613   89.95803182]","[  29.97235432   39.97899154   59.95776523   99.92896669   39.96832531
    9.98853275  149.90969992   19.98128607   69.96834223   29.96436438]","[  89.92720587   79.92619029   19.97246376   79.87982378  129.93310125
  199.8747969    19.96986192   39.97478265   99.93569665   89.90347514]","[  99.94696988   49.9616676    79.96504005   79.94174423  149.91130468
   19.97507293   39.96696507    9.98337687   69.9648055     9.98755645]"
"[ 119.90334115   99.9619784   149.9227318   109.90631204  149.85021234
  189.89499064   39.95411176   29.96559026  119.9506114   519.87348658]","[ 119.84386594  119.94844557   19.98413033   89.95962943   79.95865214
  109.91696336   39.94627423   69.9820914    79.96934097   89.90397418]","[ 29.96687247  99.94311257  39.98870221  19.9713924    9.98104773
  19.9901763   39.9780564   19.9900387   69.97100992  29.99266263]","[ 159.88047044  159.95681789   19.96895558   39.98053804   59.9688763
   59.97817385   39.97999055   19.97163053   79.92892146  109.95722239]","[  49.945088     99.94990822   69.97534804   19.9726165   119.89391017
   99.94916862   29.97340469   29.95851443   39.9620541   159.95407335]","[  39.97057771   69.97876364    9.98315581   19.97927974  109.97177644
   69.96123079   29.99197276   59.9352734    29.98068833   39.98040423]","[ 229.85660884   19.96853355  109.96249501   29.96845464  219.91919809
  159.92734463   39.97124228  279.9380768   149.95136155  179.87516823]","[  39.98788287    9.9880035    19.99135285   79.98140933  149.9500641
   69.95657511   29.99068622   59.97519217   59.96085108   79.95747113]","[  19.97409996  109.93116158  149.94188865   59.95212008   89.9274294
   79.92614919   19.97250193   19.97042597  129.92975027  109.96020952]","[ 109.96177975  139.91475259   19.97172316  189.92535455   39.98063408
  109.95321196   19.99090922   59.96302275   89.95604978  169.91350804]"
"[  29.95294081  119.87041477  169.91299086  109.89879468   29.95294081
  119.87041477  169.91299086  109.89879468  189.8727003   169.88649685]","[  79.94950812  249.8520923    29.97640405   39.97195814    9.9883233
  199.9341915    49.95075324   79.9488307   139.91639312   29.96834314]","[ 29.95233991  19.96938871  89.9586236   29.97709532  39.9885398
  29.95950185  19.97367856  39.9513526   39.97240891  29.97628925]","[  79.96898056   49.93856241  119.89919941    9.98114065   69.94004827
   69.98273081   29.98945425   49.97787533   69.96591573   19.98755486]","[  69.95628758   39.97039884  239.88476223   89.96016462   89.94606674
   49.964488     19.97134846    0.            9.98666637   29.97342706]","[  9.98601384  69.97939232   0.          29.96055017  19.97480188
   9.98616783   0.          49.98834965  79.97323441  19.97852573]","[  19.97712875   69.95963566   69.93059601   19.97657493   39.94059172
    9.98519259   29.9704776    69.96318102   89.95703615  119.94355223]","[ 69.97030075  69.95934292  29.96119449  39.98364526  49.98586421
  19.98416936  49.97126231  39.95625259  39.96903494  19.98089275]","[  79.88093186  129.93223023   19.96952036   29.95613429   69.93940964
   69.96854739   49.94742758   59.94751224  139.92078236   89.92641696]","[  89.93346288   99.95158633   29.95122336   39.95400803   39.93564128
   39.9775026    59.96505599  139.90289693   39.97734859   39.9876966 ]"
