rewardsSubIter0,rewardsSubIter1,rewardsSubIter2
"[-114.5283943  -276.56443452 -140.09364722 -159.1001511  -140.09364722
 -159.1001511  -276.56443452 -140.09364722 -159.1001511  -225.63113542
 -114.5283943  -140.09364722 -159.1001511  -276.56443452 -140.09364722
 -276.56443452 -140.09364722 -231.37423803 -211.08932939]","[-162.37567355  -32.32004359 -118.12803645 -191.25888644   82.43859772
  -64.37209206  -27.97149669   35.32673381 -149.62160091 -148.4139351
   32.90013597  -10.88733647  150.97134199   31.43684343 -364.61999906
 -181.28442824   -7.3145497  -178.27686959 -293.41884579]","[ 130.31187563  -25.7755213  -123.81248837  -65.01994624  109.17952398
  -89.16355519  101.70871319  124.14792885 -123.81248837  -65.01994624
   76.50481827    3.08572552 -201.48611968   32.27046154  101.70871319
  124.14792885 -164.76486027  -26.76398232  -55.21511644]"
"[-371.71910516 -214.42537633   13.72864651 -547.52182205   13.72864651
 -547.52182205 -187.29775785 -292.0987825  -547.52182205 -187.29775785
   13.72864651 -547.52182205 -547.52182205 -187.29775785 -547.52182205
 -187.29775785 -214.42537633 -284.64938533 -286.60362123]","[  73.45531318 -169.14139752 -155.62076398 -149.22258349  -41.86991435
  -20.22784635  -84.28900694 -264.25918068  110.68518084  -50.57604662
  -62.27092422 -248.49303334 -358.28140635   -8.62721189  -51.0172864
   64.9600883   -23.75039188  106.72414484   95.63289174]","[ -5.85336790e+01   1.17576156e+02   1.08615953e+02  -3.06797604e-01
  -7.47088510e+01   1.24086518e+02  -5.85336790e+01   1.17576156e+02
  -2.71002287e+02  -4.58547398e+01  -3.18867665e+01  -1.76305957e+02
  -8.39408723e+01   1.28773163e+02   4.37596004e+02  -8.39408723e+01
   1.28773163e+02   5.20376629e+01  -6.96939993e+01]"
"[-292.96584178 -117.45906251 -168.05033543 -227.582848   -168.05033543
 -227.582848   -416.26514685  -92.85108922 -185.41254272 -168.05033543
 -185.41254272 -168.05033543 -292.96584178 -117.45906251 -185.41254272
 -168.05033543 -168.05033543 -227.582848   -227.582848  ]","[-175.01697188 -278.0588295  -138.28705655 -121.31691101    0.61841819
   91.35094573 -245.04621756    0.61841819 -133.01466255  102.41438801
    8.18983195  -44.41503755   41.07765584   59.62289057  -76.36209456
 -160.74355735  -50.24123483 -141.66411328  -71.69444394]","[ -11.22779184   98.68936809  127.84490125   95.59155448  223.35120165
   -8.07736478    9.80301437   51.24474478   58.05563986 -253.34040098
  -56.1984423   247.43906576    9.80301437   51.24474478  -42.43180434
  -38.11080819  223.35120165   -8.07736478 -240.96577022]"
"[ -41.71745118 -115.82094353  -41.71745118 -115.82094353 -210.87705168
  -41.71745118  -41.71745118 -115.82094353  -41.71745118 -115.82094353
  -90.62844462 -165.20818011 -168.86314779 -168.86314779 -152.63379756
 -210.87705168  -41.71745118 -210.87705168  -41.71745118]","[ 173.71497907 -109.2051824  -135.72323752   38.38715815  -88.35566217
  -72.34029739 -143.78158213   90.71523803 -177.90344705  -11.63099417
 -148.58478807  -86.7654396  -132.97216776  112.13660357  -17.48107809
 -148.58478807 -182.13453871   12.87437621  -47.2386684 ]","[-202.58410842  229.03955099 -405.15243458  -37.53460796  -90.20386508
  -32.93208663   44.73144941  -25.74884923   30.3416583   -68.26916314
 -189.84627215 -405.15243458  -37.53460796   56.86197826 -129.2907694
   44.73144941  -25.74884923   39.53599197   59.01445192]"
"[-130.68896547 -258.56448682 -134.61846137 -188.98417834 -154.35502657
 -134.61846137 -134.61846137 -188.98417834 -154.35502657 -134.61846137
   75.99597591 -130.68896547 -154.35502657 -134.61846137 -134.61846137
 -188.98417834 -258.56448682 -134.61846137 -188.98417834]","[ -31.89163594   28.57481807  -95.3244378    26.53252183   37.97898851
  -50.01072847 -191.0877908    19.92945437   39.60180673   60.03180265
  -72.87600529 -230.07470546    9.83531808   14.03920569  -69.56668855
  -94.50549394 -233.28135877  -97.57976045  236.11377083]","[ 311.31020842  -93.82461283 -140.21271615  225.87197129  -63.76987208
  -85.45847721 -140.21271615  225.87197129  -53.42239408   37.39962665
  186.40082704    0.43322225 -277.72180948   64.13533736  301.72163012
  186.40082704    0.43322225  104.31538449  191.45433227]"
"[-222.46741054 -329.46818319 -225.85037917 -312.48020972 -225.85037917
 -312.48020972  -43.87162638 -225.85037917  -43.87162638 -225.85037917
  -43.87162638 -225.85037917 -225.85037917 -225.85037917 -312.48020972
 -402.97668932 -222.46741054 -222.46741054 -329.46818319]","[-201.112637     49.76559432 -302.54990803   50.21977135   55.38372451
 -125.10065858   76.50373175  -49.78073507   65.50842776  -77.88553459
  -78.55119381 -263.36890872   65.65989921 -200.53356917  -55.90926186
   15.21604348  -60.30237295   84.19116095   77.09766282]","[ 284.11862985  181.1027237   -82.53327105  210.43582584  149.29001052
   -3.5254729   213.63765384  326.01910061 -103.82954401  -60.42197619
  264.25790752  -30.3655805  -103.82954401  -60.42197619  -82.53327105
  210.43582584  -61.36460527   73.81297758  206.48029067]"
"[-265.97485372 -257.40667404 -265.97485372 -257.40667404 -257.40667404
 -457.73695631 -265.97485372 -257.40667404 -186.41264771 -128.09961568
 -258.77178899 -186.41264771 -257.40667404 -457.73695631 -265.97485372
 -257.40667404 -186.41264771 -128.09961568 -257.40667404]","[ -72.1785667   130.53834249  130.53834249  258.47533327   81.39522593
  -81.73706333  -94.77552468  168.41710212  -65.02995439  -83.18731157
  -40.84862498 -131.1143217  -117.55013867 -210.0201221   126.59366681
 -243.54501532  -27.43182153  145.86388735   12.43274627]","[ 233.83864135  307.49666328  -25.07757946  257.86954034 -172.47182641
  -47.55330522   70.32748427   14.4911121  -172.47182641  -47.55330522
  115.84975387  282.38654539  -72.67454633  -22.19059531 -138.09708221
 -123.77584562  -72.67454633   -2.29885183  321.38541755]"
"[-286.21629555 -253.48090434 -253.48090434 -319.96810785 -286.21629555
 -253.48090434 -286.21629555 -253.48090434 -253.48090434 -319.96810785
 -237.70877449 -184.39725585 -286.21629555 -286.21629555 -253.48090434
 -218.50856725 -237.70877449 -237.70877449 -184.39725585]","[ -15.33623719  248.11984586  -84.14358617  168.41789583   85.04475814
  -59.49593809   63.26266248   -7.25574573 -120.91693982 -206.95688829
  -59.49593809  132.59289839  231.91500594   95.98302289 -131.62556182
   47.16335452   14.45859096 -172.0698481    28.76582997]","[ -58.27522825   76.48329835  129.73710776 -133.64757163   29.48157859
  285.26473436  -72.15225817  215.16730936   18.07371228   76.48329835
   42.60397898 -133.45756099   39.45928406  311.41676739  174.33610234
  320.29923032   29.48157859    4.42566994   94.27005465]"
"[-272.3070736  -258.47029167 -380.7406987  -278.12621181 -380.7406987
 -160.92826189 -167.84142122 -258.47029167 -380.7406987  -167.84142122
 -407.44464618 -167.84142122 -407.44464618 -258.47029167 -380.7406987
 -258.47029167 -380.7406987  -258.47029167 -380.7406987 ]","[-103.16786429   -8.58490083 -103.16786429   -8.58490083 -124.77774115
 -138.37402034  -84.05062969  154.64777308  -54.74865932  -57.8554855
  149.25916441 -109.05431938   50.71508354  -30.62244633 -112.08819127
 -139.01901253  156.09947654  -63.70456621   51.75075826]","[ 467.98306529   40.87317284  174.31968919  170.87342145  280.79444863
 -111.24851793  145.47101898  248.04781456   40.87317284  303.39239674
  111.20645655  -56.43197295 -187.70564171  -64.018853    -56.43197295
  218.9108226   101.76111619   55.13901512   72.28104709]"
"[-273.92405686 -232.67612136 -182.10926577 -255.67215292 -119.29958942
 -273.92405686 -119.29958942 -273.92405686 -273.92405686 -232.67612136
 -119.29958942 -273.92405686 -119.29958942 -273.92405686 -182.10926577
 -255.67215292 -276.57843364 -268.18540024 -276.76634533]","[ -10.39813497 -158.24400494  407.52747152  209.85784227  -39.46185353
 -253.76476147 -339.44326067   94.00652925    5.78145144 -124.74815549
  -57.64646051  100.01853529  -57.64646051  293.31652232   81.61357622
  154.28238043   -5.56882771   16.34905451   -6.29510297]","[ -6.03270421e+01   8.31195910e+00   1.74415572e+02   2.42659632e+02
  -2.08389166e-01   1.56518586e+02   2.95744862e+02  -2.49014433e+02
   3.41632335e+01   8.34702071e+01   1.61370774e+02   3.04786221e+02
   1.19635735e+02   3.41632335e+01   8.34702071e+01   5.92074083e+01
   9.94918741e+01   9.21241095e+01   2.63655086e+02]"
"[-296.31051519 -292.12791189 -225.6201884  -142.94951065 -223.35157269
 -225.6201884  -223.35157269 -225.6201884   -92.29566605 -332.09897497
  -92.29566605 -332.09897497 -223.35157269 -225.6201884  -395.31998707
 -216.671208   -225.6201884  -142.94951065 -223.35157269]","[   3.89633033    8.67443279   52.73173771  -14.02397432  -92.0074014
  108.5544512  -128.65354699    3.89633033    8.67443279   75.37864428
  -70.83725847   32.61509826  244.04753463   63.00157793  -56.54318917
    3.08476866  -67.12547247  -45.72959637  126.982623  ]","[  15.58793081  183.8910944  -133.32098864  103.41154746  129.2761459
  283.62746122  258.53572065  157.89464673  225.1698945   141.04781701
 -265.68110929  123.44891499  227.94726586  194.27090526 -161.79045836
  278.40394144   -9.85850113 -203.24683616  225.1698945 ]"
"[-214.0668469  -323.06302823 -343.29381465 -204.69405326 -265.92594677
 -214.0668469  -323.06302823 -217.3633942  -323.06302823 -217.3633942
 -280.3027983  -369.97894095 -323.06302823 -217.3633942  -265.92594677
 -214.0668469  -217.3633942  -368.02057279 -217.3633942 ]","[ -91.68983406  -13.44610134   99.44897979   34.35769934   99.44897979
   34.35769934 -175.92378059 -118.7545417  -193.64379218  480.77038217
  117.13974145  104.42415363   75.68575783   31.65979276  348.56177241
  128.68776441  -65.57456782    3.47458907 -121.30607382]","[  75.99330306  118.3751807    71.35514782  165.20589672  232.31609423
  184.02743422  -91.68827904 -153.76965785  132.16893235  211.98771084
  131.78209583  -17.2077252   -57.70008715  118.3751807   124.2491557
  449.70546752  117.5970953   113.40393163  344.02497718]"
"[-361.37667426 -311.99988228 -361.37667426 -311.99988228 -304.26082331
 -159.51506873 -361.37667426 -311.99988228 -353.60652409 -183.05660154
 -477.77248016 -434.77967762 -311.99988228 -294.18036926 -159.51506873
 -361.37667426 -361.37667426 -311.99988228 -304.26082331]","[-132.48536272   99.51912349  276.90773232  227.25288211  115.1872032
  -69.0104357   296.7914025    51.41707516  135.6142451    86.06502012
  142.1040208   110.82972966 -101.56799335   46.16204349  212.06264258
 -224.42549625  170.33326063  142.1040208   110.82972966]","[  52.18070278   74.17576431   76.86968476  428.73547989   65.54063544
   23.91882784  -86.39442806  140.42989086  -79.15854119  110.68858013
  297.26374221   88.26706894   64.50320231   85.78219518  -13.36192436
  -50.85861143  357.58434333   23.91882784  107.97070969]"
"[-365.53928145 -230.84229225 -427.62017924 -365.53928145 -231.46348139
 -471.07065139 -365.53928145 -230.84229225 -471.07065139 -427.62017924
 -230.84229225 -299.98839815 -365.53928145 -230.84229225 -246.88723411
 -365.53928145 -230.84229225 -348.98459349 -262.428627  ]","[  -6.79632012  355.67606662  257.23456995  186.20535467  114.84212684
  194.36764052  346.60356471  243.70772805  257.23456995  186.20535467
  -12.20659308  103.4840332   -19.7000456   170.60260483  -48.66816114
  347.84184011  295.89429402  140.2950234   269.62846931]","[ 281.42691223  330.41950233  161.34216864 -113.82882673  375.31621767
  198.70199688  147.31368348  -94.64597967 -192.35527556  340.76407249
  -34.89024709   68.44005222  287.81541731  159.22159821  117.61531484
  375.31621767  -19.67590832  138.55976511   39.96669379]"
"[-108.87078374 -476.09090892 -266.20447046 -178.04122419 -419.60553108
 -395.53250128 -419.60553108 -395.53250128 -178.04122419 -419.60553108
 -395.53250128 -405.84420322 -419.60553108 -395.53250128 -263.54635784
 -108.87078374 -419.60553108 -266.79427701 -266.20447046]","[ 145.55121785  138.67618034   72.5153335   166.01563784  177.74738083
   -3.30364537  107.0490712   288.4621835    54.54912748   21.84451266
    4.52599222  344.12895376    2.08673241   24.82652493    4.52599222
  344.12895376 -164.83465907  233.30976039  254.26939036]","[  84.74979329  -97.24324633   45.46949164  127.75288119  158.48440813
 -261.49843892  -59.89496056  154.92838265  443.72918084 -190.14963711
  340.94598796  147.22626718  116.36078069   39.13851457  428.78443812
  230.21189944  329.4294712   -13.3320811   319.90973641]"
"[-190.2093376  -249.67391557 -249.67391557 -491.87571494 -249.67391557
 -491.87571494 -167.35786088 -190.2093376  -190.2093376  -249.67391557
 -306.01434547 -424.33937241 -424.33937241 -249.67391557 -491.87571494
 -491.87571494 -187.62900397 -242.88817842 -167.35786088]","[ 150.36081586   43.08944274   48.06711835  -93.70449141  -20.72664329
    6.09183089  -31.95250163   35.3845464   -31.95250163   35.3845464
  243.00398249   37.55662991  207.48062153   -2.37207652  -57.32848842
 -143.83412184  184.73567575   73.36647052  -86.83237835]","[  95.53210755   68.2475332    74.0659411   266.66271716  117.02015515
 -189.14534449  -19.52101617   80.20669612   -1.16018074  320.98104111
  168.72764567  121.3787649   -19.80890476  -82.36410012  -55.52284412
 -178.21297083  296.68311113   -4.59943225  166.59617724]"
"[-192.73709039 -452.82101767 -414.24251919 -414.24251919 -134.08954145
 -134.08954145  -98.51425477 -414.24251919 -134.08954145 -414.24251919
 -452.82101767 -452.82101767 -414.24251919 -342.80864396 -144.00624941
 -563.39472523 -192.73709039 -342.80864396 -144.00624941]","[-120.1648284   207.04617921  122.50272442  -45.86279224  -31.721573
  266.13522427 -147.01377268  151.64768861  280.53178874 -195.21484268
  261.08068613  -77.84524858  197.93700521  130.37290058  342.99141812
  366.55977014   91.81569009  342.99141812  366.55977014]","[ 129.3495703    43.62408458  262.27126488 -116.41174986  293.56214276
   20.15428115  244.63620134   69.3863341   -13.508368    203.63057132
  246.80588909   34.29062912   75.98743929  -17.61330202   50.99434086
  325.20644291  382.42529382 -162.91561053  354.90455396]"
"[-134.10824047 -236.32177612 -236.32177612 -170.46688852 -236.32177612
 -170.46688852 -108.56317043 -168.77296775 -170.46688852 -108.56317043
 -236.32177612 -170.46688852 -164.09954224 -298.71817963 -170.46688852
 -108.56317043 -273.19849072 -164.09954224 -298.71817963]","[  50.30927422  110.03048035  256.49504764  262.99474138    7.60705509
   40.55361242  268.40159335  241.69992128   89.17057745  254.72399081
  282.74447992   94.19608419   89.17057745  254.72399081  330.03051376
   68.22130621  118.16342619  217.56796537 -271.45023208]","[  74.27706847   95.93968487  -32.89857024  195.97486197    7.99135913
  251.51848122 -163.52937741 -214.95499738  -38.14556104  209.81649143
  272.41363408  281.15512414  204.33443085   77.66027951  240.55929312
  118.08175975 -127.01185982   48.807706     78.7770694 ]"
"[-190.14139917 -241.39778658 -190.14139917 -241.39778658 -192.75926279
 -269.21808332 -241.39778658 -192.75926279 -190.14139917 -241.39778658
 -241.39778658 -509.7066461  -319.40896587 -283.70904253 -190.14139917
 -509.7066461  -319.40896587 -118.33864914 -261.43168638]","[ -35.64804689  180.12094385  221.13976208  203.05338548   98.22545052
  238.20495351  144.31306242 -286.91721054  204.80910546  380.55112025
  197.56512666  190.56078052  284.69976757  181.99137672   57.07339786
  181.99137672   57.07339786   85.64965761  283.02502407]","[ 324.77200423  462.18242288  462.18242288  -10.98123834 -108.42412613
   71.25473702  449.67954355  -18.09373462 -283.80934654   24.71498932
 -174.51821069  -85.91222935  123.42388624  427.06429722 -104.61223171
  -28.78260519 -235.5155189    81.91149767   32.95116139]"
"[-129.08047477 -197.72498864 -129.08047477 -197.72498864 -129.08047477
 -197.72498864 -129.08047477 -331.17768786 -138.38038944 -145.19202418
 -129.08047477 -197.72498864 -331.17768786   -9.37802409 -242.74509937
   -9.37802409 -242.74509937 -152.35010535 -288.96391217]","[  24.35197201   85.48633292  -16.83114745  112.43310745  304.15658694
  -33.74551769  211.8971645    31.49543261  145.77324277  391.43813292
  139.78422648  194.77306026  242.19608808  112.43310745  304.15658694
  231.08528785  147.65707991  -12.46862188  -25.51769699]","[ -13.12358272  302.75340076  328.57572243  176.24492948  162.26541724
   68.03303731  501.25778942  117.45237886   -1.22403717   77.81215282
 -154.83856543   84.9400005    77.81215282  136.61849293   51.76538558
  132.32746686  371.04546044  191.9728674   223.30637592]"
"[-320.66037555 -261.16810119 -261.16810119  -96.14058326 -142.18662542
 -213.4939212  -261.16810119  -96.14058326 -261.16810119  -96.14058326
 -320.66037555 -261.16810119  -96.14058326 -142.18662542   12.19246543
 -231.24391149 -122.69075544  -71.16827643   12.19246543]","[ 272.88143832  123.12091381   80.77849571    3.33182916  239.70218609
  187.41705015 -205.88493467  235.05304761   80.77849571    3.33182916
   58.47871696 -119.27258444  146.73611236  304.9982614   -45.99951078
  205.71153794  170.03348997  289.2411845    18.11913238]","[ 260.67277247  -56.60494977  124.37730495  364.39816401   68.98724521
  128.97718778  260.14166198  343.56544698  389.14342355  518.73908504
  188.3574331  -168.42482221  464.0439145   305.18444637  230.12297014
   -4.95643268  113.67909669  305.18444637]"
"[-353.50789428 -324.32717737 -308.44265532 -308.44265532 -236.3070227
 -236.3070227  -452.16439817 -267.22549885 -324.32717737 -324.32717737
 -308.44265532 -267.22549885 -324.32717737 -324.32717737 -308.44265532
 -238.07602001 -327.70166511 -132.81340868   44.44133161]","[ 359.73756388  100.92865917  300.96393171   94.08030555   12.86110338
 -230.53314597  175.00541771  157.53993941  297.64395423  141.4235666
   68.20838149  257.9276978   107.71090458  -35.2008118   241.06840038
  -35.2008118   241.06840038  343.03400719  -17.4551443 ]","[  92.06407603 -115.31757595   35.78006022  200.41273329  -15.53412535
  178.33248025   45.29238897  112.96028502  -96.94844834  191.47381169
   92.06407603 -115.31757595  335.51846789   44.19388415  442.14187522
  437.96786718  402.4833945   566.72554058  248.63269412]"
"[-104.25294722 -189.38701501 -294.3960371  -295.7648115  -295.7648115
 -189.75969079  -47.13013563   14.24040563 -241.50703703 -294.3960371
 -390.82394506 -241.50703703 -294.3960371  -390.82394506 -241.50703703
 -241.50703703 -294.3960371  -271.32109831 -308.61244603]","[ 126.70129824   78.95144987  274.4761396    11.94057223  264.3844272
  280.04917621   74.1231021   128.98380915  -80.09142229  217.39374807
  145.1160635  -105.12786656  224.14881346   65.05303289  469.94941584
  128.98380915  -80.09142229  368.15855124  222.87715423]","[-112.34816991  210.89403802  385.79738715  684.91230563   24.59181439
   29.36619417  196.82870079  146.7686195    24.59181439   29.36619417
  -87.70297358  280.02673521  358.65665798  217.4132343   378.83613631
  369.78386006  -70.82688805 -122.67006305  137.42617433]"
"[-188.08267377 -399.06711731 -307.46042269 -143.00529242  -90.31652205
 -307.46042269  -90.31652205 -307.46042269 -181.42789942 -257.07147577
 -189.70287545 -143.00529242 -143.62716111 -399.06711731  -90.31652205
  -90.31652205 -307.46042269 -355.89407342 -188.08267377]","[ -50.38703844  372.87683126  225.77142559  103.16487626  199.09740098
   49.24264716  264.55930023  247.58218997  264.55930023  247.58218997
  284.30703549  115.84228703  296.97870504  124.90011032  220.71855679
  -94.2602029   289.14952235    5.5899125    91.04894754]","[ 156.32187389  101.65654753   51.26352761  -68.16489511  469.94383238
   45.29861676  203.34415623  367.32630857  -34.76338418  223.94241513
  469.94383238   45.29861676  112.42627957  269.10787334  189.59007236
  184.16098659  306.11761088  214.18174258 -103.79882685]"
