,diffLr3,diffLr4,diffLr5,diffLr6,diffLr7,diffLr8,diffLr9
342,3.4988242699969422e-06,3.6352896677191797e-06,1.7886436766021002e-06,2.2626865154196056e-06,3.882372762966056e-06,3.4982665420030358e-06,3.818955325456224e-06
343,3.749342323313834e-06,2.6136906638299574e-06,3.147297280112379e-06,2.4677283963676455e-06,3.7414920046200233e-06,3.7490531924471214e-06,4.480358110158805e-06
344,2.8027491064165766e-06,3.7387439965043025e-06,2.5121360945407313e-06,3.319386902836734e-06,4.531238354198874e-06,3.1247388945756e-06,5.078576268050983e-06
345,2.7191893186619556e-06,1.950500342147708e-06,2.3960413763398556e-06,3.080311714471683e-06,4.067537611534902e-06,6.48207416101854e-06,7.070282557023001e-06
346,3.0341853062746157e-06,3.497890403672922e-06,2.7568708467809078e-06,3.5383437738069013e-06,4.254354066111267e-06,7.405932513482285e-06,5.726691595911012e-06
347,3.4996356353752632e-06,3.2251486162049896e-06,1.9429571823262802e-06,3.4124741859808724e-06,2.7778742559592665e-06,7.140373380336516e-06,4.512089504148652e-06
348,3.699649969986878e-06,3.0276868429038834e-06,3.5261635752952815e-06,1.6329041631819292e-06,4.60472696904827e-06,2.3951569232613504e-06,4.331512013359158e-06
349,2.7135453208657803e-06,4.330571618431759e-06,2.5441668588834265e-06,2.9540449977148997e-06,4.142236106643438e-06,5.083941399085788e-06,4.627387535897441e-06
350,3.4062742162065235e-06,4.514365975942119e-06,2.5715747422433417e-06,2.78168702150543e-06,2.8367330051424566e-06,4.937243469947994e-06,5.4841387981603705e-06
351,4.033284933972636e-06,3.105081992936861e-06,3.0251451322349338e-06,2.108285854920301e-06,3.599035489488499e-06,4.171258099726048e-06,5.476785340332199e-06
352,3.5828763883989973e-06,3.489464146466396e-06,3.3962223541901447e-06,2.3338631302420173e-06,2.0954246123936524e-06,5.469973719398238e-06,5.106448648599378e-06
353,3.46533938453041e-06,3.139651292272563e-06,1.8395453033966861e-06,2.936871826982531e-06,3.8431045032495465e-06,5.832810360927087e-06,5.706189009214583e-06
354,2.62949424106466e-06,3.8079275805469716e-06,3.0333876976566337e-06,3.918538149364655e-06,5.357233042454139e-06,4.088592108687744e-06,4.943665295111501e-06
355,3.4479316467358072e-06,3.6165144865675454e-06,1.9696284244938434e-06,3.8849352932055595e-06,5.029593943158137e-06,4.317066537548044e-06,4.623886408313459e-06
356,1.476643185009482e-06,3.858426069748726e-06,4.007165651293851e-06,1.4868372977877186e-06,4.388658992245004e-06,3.856515850909618e-06,5.6963601468104295e-06
357,2.277827525024274e-06,3.4082030259341284e-06,2.168051190139921e-06,3.8823045765439296e-06,4.485408438957742e-06,3.0628072975446746e-06,5.798949152728357e-06
358,2.504993063249852e-06,5.130991819227664e-06,2.7305259961670063e-06,1.5410398651806453e-06,3.705571320093688e-06,6.615067044892394e-06,5.452389624487482e-06
359,3.957364087109677e-06,3.718283916517798e-06,2.9391428985000306e-06,4.2571670142777206e-06,3.803648996766199e-06,4.738058136274289e-06,4.708016732912856e-06
360,2.929918110638317e-06,4.665625142631408e-06,2.0010827222473938e-06,2.1216066154676047e-06,3.947828032774486e-06,6.502552496000232e-06,5.257557739473386e-06
361,3.096209222099419e-06,3.624364316755755e-06,1.9491858733010074e-06,2.7729452488202726e-06,2.4102188110891934e-06,4.417503907210725e-06,4.007151833350721e-06
362,3.787879954016702e-06,4.504738355814719e-06,2.447736164579013e-06,2.4389186457946595e-06,3.249389296420396e-06,3.880396236056157e-06,4.399347898985732e-06
363,4.183656398693424e-06,3.557950818021069e-06,2.66770089540022e-06,3.809120958554802e-06,2.654683633619754e-06,5.609363294386659e-06,3.6718031461435165e-06
364,4.059104218356402e-06,4.059463454859191e-06,1.6166957440059721e-06,3.148994310561978e-06,3.7777102499612516e-06,5.22084665392688e-06,4.414637224305732e-06
365,5.282552469527608e-06,3.7939348788327036e-06,2.7247189424513252e-06,3.1564916319099683e-06,2.5516368920459522e-06,3.0125024252085676e-06,3.281558156573014e-06
366,4.542444409645814e-06,4.066793237029937e-06,1.6564273156359445e-06,2.815670033488045e-06,2.6332623005274905e-06,3.748110116114328e-06,6.63077302025028e-06
367,4.3638848409883645e-06,4.314649400560285e-06,9.737061044585557e-07,4.021745331475029e-06,4.09138031876058e-06,5.0146669829995695e-06,6.295162072369565e-06
368,4.018146425023349e-06,5.1383721894835775e-06,1.9000910428581311e-06,2.9192382595882025e-06,4.952225094496048e-06,4.241816696127729e-06,2.5605092378409104e-06
369,6.368877627374839e-06,3.704427370074752e-06,1.9295340097411394e-06,2.5248996402916814e-06,4.16636806672226e-06,4.250989264013591e-06,3.888927507197122e-06
370,4.8734002808231415e-06,4.714049830040917e-06,1.0468881713467036e-06,4.166335925858405e-06,4.2310287648154526e-06,3.7710568928443166e-06,4.324650068025803e-06
371,4.278893835924059e-06,3.985614123808072e-06,1.7237043815053869e-06,1.8179795720376923e-06,5.082312869775432e-06,4.477147968350228e-06,5.711970862593441e-06
372,2.842853609596892e-06,5.168605245396413e-06,3.23229901368089e-06,3.721700034138586e-06,4.432160594714505e-06,3.298873926890332e-06,5.575656822407842e-06
373,4.814640992816935e-06,6.048971739672799e-06,2.810502681381471e-06,3.3015699243930254e-06,4.863267781454732e-06,4.775556141438406e-06,4.829424460567061e-06
374,4.363606145868667e-06,4.689829997094431e-06,1.6974024021019039e-06,2.2833407744808434e-06,3.5439061185398544e-06,4.806789976011008e-06,2.2987606284633895e-06
375,6.978656734843245e-06,4.36074100598652e-06,2.330057164871019e-06,3.0264947601227446e-06,5.304579480097236e-06,7.501905483769059e-06,4.488835712683363e-06
376,4.6954772827624895e-06,4.742614908002263e-06,2.604273782357162e-06,2.7545189368534786e-06,4.574838162271567e-06,2.721113493807073e-06,4.1871570896735996e-06
377,5.824188233044871e-06,6.172371276755273e-06,2.027272546025253e-06,2.5446836408619123e-06,3.815888014941713e-06,3.5018586782209364e-06,3.718432422227121e-06
378,3.673547008273022e-06,5.709392404423552e-06,1.7860993956996365e-06,3.756228645470881e-06,3.830293867738622e-06,4.504872418813309e-06,5.471021084512172e-06
379,4.1727127454857055e-06,4.179330423531209e-06,1.3588548206796148e-06,2.1799468362225513e-06,3.421998742578075e-06,2.7704786053113966e-06,6.447044500774274e-06
380,5.083872487432547e-06,3.23300161048363e-06,1.5490630483911756e-06,2.712060031285684e-06,4.863373598001877e-06,3.6487635877408945e-06,5.057632795293738e-06
381,3.6187505144895633e-06,5.185355578471817e-06,2.743248444177623e-06,3.6241401098982584e-06,2.6141927281227107e-06,2.6121939673483567e-06,2.839243758055918e-06
382,2.8298015715383893e-06,3.7731024021961304e-06,2.168852304682526e-06,1.9466020563207654e-06,4.872977238032741e-06,3.624527276945553e-06,3.458536450313197e-06
383,2.4913803203012394e-06,5.19184191842917e-06,2.0745324636405474e-06,1.8676462149787354e-06,4.8407733276288176e-06,2.3466191683918846e-06,3.5383173856197947e-06
384,2.5488867348039327e-06,2.972040622633159e-06,1.8239641106606383e-06,3.5411676970231063e-06,4.76487694162353e-06,3.7669521565006017e-06,3.6102101995478347e-06
385,5.139013835773765e-06,3.561955760207522e-06,2.757135149172011e-06,2.513197874308461e-06,4.543897521281583e-06,4.284410398957887e-06,3.020788549710447e-06
386,2.807296024224858e-06,4.131338337329246e-06,2.415604633181373e-06,4.20789846447356e-06,3.838800968803791e-06,4.255523931009729e-06,3.450702578884225e-06
387,7.155695271829559e-06,5.716728399323036e-06,1.4148973675424105e-06,2.329055120577613e-06,3.682073362499006e-06,1.9930800395683825e-06,4.449420745196064e-06
388,3.0698948524012895e-06,3.6414633140544794e-06,1.9633423306156976e-06,3.1865871649771293e-06,2.5655561508540794e-06,3.703344138791529e-06,3.233729360698028e-06
389,7.358010388670374e-06,4.852279478077569e-06,2.835179665025392e-06,4.090239658953007e-06,4.021243264078333e-06,4.707077293100275e-06,5.657011399472354e-06
390,1.78847424315613e-06,4.437422201077762e-06,2.206082147372999e-06,2.969217837160137e-06,3.2986971211136925e-06,4.044464384805327e-06,3.342556019170748e-06
391,3.163645816147411e-06,3.769205443210172e-06,2.4905315803758217e-06,3.7305996745064103e-06,4.574924970801081e-06,3.085452158876816e-06,2.6604472082440506e-06
392,2.9549143395605244e-06,4.464253546290766e-06,3.0219138776665345e-06,4.2900571699692045e-06,4.054032110663435e-06,3.5868291265096285e-06,5.807147050944783e-06
393,4.7275510648404445e-06,4.149214443459604e-06,2.9709552522158036e-06,5.226643955845094e-06,4.517399947486939e-06,5.576684719613809e-06,3.3356655143156504e-06
394,4.845752955105543e-06,4.914668030200278e-06,3.1747335379464334e-06,3.2423688984261094e-06,2.2152030280266315e-06,3.210459176783909e-06,5.275440011507533e-06
395,3.048194281615063e-06,2.2304910239143744e-06,2.226451970534569e-06,4.156613168058839e-06,2.111056072966867e-06,2.9684779440586927e-06,2.2916825062190667e-06
396,6.014459836388897e-06,2.118147843981145e-06,3.152672155266951e-06,3.54861479248482e-06,4.7345788277832165e-06,3.366176695617094e-06,7.1585554796495476e-06
397,1.8070789486316214e-06,2.660288660885877e-06,3.0827801364244426e-06,4.216414603380537e-06,3.8179723149293585e-06,3.491681097154174e-06,3.321614878386534e-06
398,2.851028276754223e-06,2.7554294406796893e-06,3.1883412276493636e-06,3.732885287672955e-06,2.7690840093260672e-06,3.479293787611043e-06,2.6374153791214234e-06
399,2.8204778313573874e-06,3.0233344889955514e-06,2.5385171084222545e-06,3.854296595761898e-06,5.174808187008266e-06,3.4475576573752007e-06,4.1583279607846924e-06
400,3.5173388893664693e-06,3.424188897471862e-06,2.5129404810708567e-06,2.477399770748745e-06,5.334528393379546e-06,4.1735318478887476e-06,5.238492156285755e-06
401,3.382563320732499e-06,2.61777628428646e-06,2.498881227668379e-06,3.93408454258794e-06,2.139675153295037e-06,3.3201626005135754e-06,3.2033244437047074e-06
402,3.696812047383837e-06,3.018034907688856e-06,2.7689320214530507e-06,3.0953840658490194e-06,2.0250620302193002e-06,3.6157136410980184e-06,2.4781238836496065e-06
403,2.9946506674880813e-06,4.089839412447121e-06,2.4595661090365977e-06,2.444173687768226e-06,2.498349994555748e-06,4.6594070078616895e-06,5.884304778941339e-06
404,2.5584223609381696e-06,4.710968907046702e-06,1.6431718207633603e-06,5.52340777119437e-06,3.856711779453129e-06,3.53619395611392e-06,4.105333996743662e-06
405,5.0003941237428e-06,3.913952827323421e-06,2.366730391030137e-06,4.762592730736568e-06,4.722516243171129e-06,3.816500507821082e-06,4.833799046632657e-06
406,2.82792125511083e-06,3.985571313938878e-06,2.389323185375261e-06,4.519002235713821e-06,3.193599852335383e-06,5.188095619077403e-06,6.485890136783123e-06
407,3.580968109622775e-06,3.5749671486442786e-06,3.175645230832666e-06,5.1362747445717635e-06,1.4350055606666866e-06,4.171584582549821e-06,3.7066982350996497e-06
408,3.7228084627329505e-06,4.032922853284205e-06,2.3478707941978556e-06,2.3498015060709535e-06,3.3693862081702877e-06,2.9125232244571463e-06,4.520897959772822e-06
409,2.9807480383351198e-06,3.580827578325448e-06,3.586037787660778e-06,2.0552198596425808e-06,2.8999488155873256e-06,5.270611179945379e-06,4.4077696729363725e-06
410,3.157557199135222e-06,3.921686979703889e-06,3.3491232871787952e-06,2.4800244443417407e-06,8.230826204605915e-06,4.443751737345764e-06,4.582572795540431e-06
411,1.999841301314688e-06,3.4469638253999047e-06,2.9056398628970135e-06,2.996388316685134e-06,3.370653430603369e-06,4.523695750064227e-06,5.666741083159657e-06
412,3.963829802777192e-06,3.94277930219143e-06,2.666689427543554e-06,3.740371262267597e-06,2.8272296037465974e-06,5.5256955072151135e-06,3.101403494816473e-06
413,5.0206274848918435e-06,3.044537928048751e-06,1.8657127351711135e-06,4.2308353258617784e-06,5.107132395215816e-06,4.415244889789829e-06,4.697415930925587e-06
414,3.618402175276726e-06,3.873930210420959e-06,3.430711760247931e-06,5.242385747181576e-06,4.980919094652241e-06,5.0855682732806665e-06,4.597946209324192e-06
415,4.049510810494897e-06,2.7012512977642585e-06,3.2212150525064433e-06,3.8299625573429156e-06,2.487278105453689e-06,4.340155973570503e-06,4.534514219994003e-06
416,3.4519915463899953e-06,3.3706405881192455e-06,3.615608312116496e-06,3.920172362917156e-06,2.5120328396106837e-06,3.5420028428611293e-06,4.972146542785201e-06
417,2.738270362030432e-06,2.4672229816811057e-06,2.7909513853433264e-06,2.5552935672141765e-06,1.0309742724250414e-06,5.309446644042618e-06,4.45204251723039e-06
418,2.42637590118281e-06,2.9792136235377623e-06,2.076392506842158e-06,1.870288575653731e-06,4.150938114887518e-06,2.428364274490438e-06,5.414925172443319e-06
419,3.0369105935304716e-06,4.6579052277465294e-06,3.392797324165766e-06,3.7354940904040936e-06,3.5153519154161503e-06,3.98771217715237e-06,3.946324894684114e-06
420,1.6329513102092657e-06,4.711598194220208e-06,3.049837820196923e-06,4.331332937717446e-06,4.222965141238656e-06,3.270729035556357e-06,4.153284812592785e-06
421,3.2128505243825725e-06,3.3756122843214914e-06,2.5247205458501314e-06,2.594306771684405e-06,4.0712207940248154e-06,4.04505028750465e-06,5.454173620032922e-06
422,1.711503015031116e-06,4.229443096224406e-06,2.3072069502898476e-06,3.482948094699011e-06,3.4710285407573483e-06,3.4520989696009897e-06,5.089801907093183e-06
423,1.3298496791281799e-06,2.794950852533135e-06,2.825997731099118e-06,2.000981149915774e-06,3.5350431769259882e-06,4.4732245686802886e-06,5.12054487831496e-06
424,3.1585322144564124e-06,3.457248219408834e-06,2.667797332960493e-06,3.5034062349142558e-06,4.096864285922368e-06,3.1023071059087264e-06,4.283190410066862e-06
425,1.691969309096448e-06,4.242493320800816e-06,1.7281582734146309e-06,2.696373703299776e-06,3.4356856981595077e-06,3.6249507559003293e-06,4.659979438241796e-06
426,1.3932851775627606e-06,4.646061455419688e-06,1.8181276422064163e-06,3.6388914681698707e-06,3.4477439106960776e-06,4.739909245327505e-06,6.6394998095516465e-06
427,3.385856835349929e-06,4.7629980045828086e-06,2.043303752674554e-06,4.557775079521884e-06,3.2605791887917438e-06,4.411362809111392e-06,3.4462679272940477e-06
428,1.886993265522016e-06,3.4990414314305887e-06,1.995385116402527e-06,1.981449770870428e-06,2.889221024032411e-06,5.3404157334576036e-06,3.876490271352675e-06
429,1.7621842459782324e-06,3.362964792100666e-06,2.0476942537116713e-06,5.236102508387752e-06,3.0884786216310866e-06,3.943897962148913e-06,6.38563557065099e-06
430,2.5735034937827235e-06,4.705782107372091e-06,2.3676556878357667e-06,4.107883147180604e-06,3.015907167641953e-06,4.396665093434746e-06,4.689845766655067e-06
431,2.3944349083836664e-06,3.7157558334076124e-06,3.4558277176690405e-06,3.159632329886859e-06,3.428302923238767e-06,3.128771967629104e-06,5.266019865083255e-06
432,2.5839407906968065e-06,3.6643537581894666e-06,3.5754676482673874e-06,4.474127518862805e-06,3.6460988610607023e-06,5.301896749708293e-06,3.5756131906506648e-06
433,2.777363458880435e-06,4.161053874428393e-06,2.0640158432257225e-06,2.71704568650352e-06,3.324683149531432e-06,3.7806183520295347e-06,3.6448654691498834e-06
434,3.471639366284263e-06,3.870296399306932e-06,2.9076959145335345e-06,5.132807951483237e-06,3.1593626994946157e-06,1.4280510072183598e-06,4.056709951669874e-06
435,1.5767249114943629e-06,4.068166609013416e-06,1.7191321695653849e-06,3.6555395788840824e-06,4.225699305880058e-06,4.116688358266438e-06,6.247992359567177e-06
436,3.1923095853629446e-06,2.4696992519193617e-06,1.6174152542763058e-06,4.7583484406507375e-06,3.5431870420665535e-06,2.963522572225652e-06,5.9967268943776616e-06
437,4.4752134274887165e-07,4.4240133350204915e-06,2.793916975944005e-06,3.3792572888673677e-06,4.86760297181471e-06,3.4080699617218464e-06,4.03277593423044e-06
438,1.8725579226282343e-06,5.127130730741478e-06,1.8484525674641471e-06,3.21816861380668e-06,3.1408130729380628e-06,3.2429291026546974e-06,4.3426283485632935e-06
439,2.8719765193044718e-06,5.213811499082863e-06,2.8453318612329946e-06,3.5337534232781682e-06,3.28939502078673e-06,3.641931079460391e-06,2.9429252242561388e-06
440,2.424850035705882e-06,5.546177031208784e-06,2.7992521090101134e-06,2.6019191984137366e-06,3.6470504994107694e-06,3.5511265146081345e-06,4.068457378964828e-06
441,3.1404443561338846e-06,3.586568575202538e-06,2.487974295182237e-06,2.775002110701105e-06,3.2057140884301398e-06,3.0941322804648385e-06,6.038208800674854e-06
442,1.2505185735752799e-06,4.8766830623859455e-06,3.3513260435283755e-06,4.50622481638748e-06,2.277445265444938e-06,5.059815698510885e-06,4.3701784838986055e-06
443,1.6158774380910854e-06,4.819294052171537e-06,3.1412675877087486e-06,3.653865377624136e-06,3.057927767798491e-06,3.4287015575657163e-06,2.4222292886130365e-06
444,1.916106569889519e-06,5.185714379924678e-06,2.4449272434042324e-06,3.301030529742289e-06,3.4955568089607256e-06,2.955167148254433e-06,4.2248389718426485e-06
445,1.2516826160598114e-06,7.567266021497101e-06,2.8614854944387175e-06,3.7237755663549486e-06,4.0204764056111704e-06,3.011362540620516e-06,3.584213402208788e-06
446,3.349264842318477e-06,5.91333892970136e-06,3.6734737375406272e-06,2.7109604582864406e-06,2.554046548971861e-06,2.841621803052285e-06,4.366689360670678e-06
447,3.2440564573125585e-06,4.115384396302245e-06,2.6463121298150077e-06,3.075006436255616e-06,3.102136815796737e-06,2.663105869292872e-06,3.991421505496943e-06
448,3.258922277127302e-06,4.066553333338061e-06,3.440054915181016e-06,3.416586646089963e-06,3.847552124236795e-06,3.05333313743127e-06,2.566179378286888e-06
449,4.761211389965556e-06,3.3299886949325944e-06,2.9822373174437387e-06,4.137834812294882e-06,2.387142508544464e-06,2.9635038619882177e-06,3.4822951895096037e-06
450,4.285524408782197e-06,4.070261947494185e-06,3.341268929520598e-06,3.718545840666457e-06,6.4695118344446635e-06,5.00029253895197e-06,3.92352489031021e-06
451,4.31876772154968e-06,5.189466440888546e-06,3.0028999797630413e-06,2.835933073579364e-06,3.8225639515330216e-06,2.8636090257511984e-06,3.13788307620795e-06
452,2.785275903484103e-06,5.558075647013104e-06,3.518730857420983e-06,2.8192636901588768e-06,4.3305733574490235e-06,2.1303657519512844e-06,4.260252951460676e-06
453,3.812075936646288e-06,5.098872768379031e-06,3.250891002146465e-06,4.150227600851123e-06,2.9444016036402897e-06,2.2190622827724867e-06,3.953231865954406e-06
454,1.919435090675373e-06,5.2838090572983575e-06,4.330614194903964e-06,3.259330698669762e-06,3.94238594305245e-06,3.1114471191629068e-06,4.41984055609727e-06
455,3.6028005363209805e-06,4.271501623654391e-06,3.4408958193858863e-06,2.5931223336794875e-06,3.984982713964385e-06,2.7655928929182556e-06,2.93500226651373e-06
456,2.334799104028612e-06,2.2004109150169928e-06,4.1951744020811815e-06,2.524845742025929e-06,2.6921472345154382e-06,2.8045566401611205e-06,3.51057991143526e-06
457,1.7383862897011873e-06,2.738796926847909e-06,2.5378028788654603e-06,4.350651082200837e-06,5.198407856948679e-06,2.27505634072926e-06,5.334856902327831e-06
458,2.3559475276319686e-06,2.613438805536994e-06,3.567852151424e-06,2.2153218668805108e-06,3.4201421962744123e-06,2.665507678868249e-06,5.793274605422396e-06
459,3.4147488602505e-06,3.6355755249526314e-06,2.190744189760691e-06,3.894584187345027e-06,2.799778049534111e-06,2.6728387553334702e-06,5.253877799008137e-06
460,2.1844392997623908e-06,4.213520201842555e-06,2.8412667121770644e-06,2.9851533723563274e-06,3.169110803266709e-06,2.5926273755655235e-06,5.951579287076405e-06
461,2.6451798053005968e-06,4.498515703844464e-06,2.93138531314472e-06,2.9671576726538446e-06,3.3177224473648105e-06,2.9777678985824384e-06,4.408413821632629e-06
462,3.397754570786453e-06,4.036199570746139e-06,3.313504958278336e-06,3.1442809559125786e-06,3.1589909493639064e-06,1.3060926380637772e-06,4.981453627685813e-06
463,1.056082394454237e-06,5.408827570314775e-06,3.104195620789076e-06,1.8103860951867116e-06,2.5106189664122396e-06,3.60333843616899e-06,6.33329346947394e-06
464,9.584934000908201e-07,6.587775721677548e-06,2.3539544514555317e-06,2.5744290488070193e-06,3.815960697793625e-06,1.398582623129711e-06,5.831175695162406e-06
465,2.535391639224508e-06,4.3455424061166305e-06,1.6601385148976382e-06,3.213178074076009e-06,3.4024047938961436e-06,3.3291271630572683e-06,5.209952573939635e-06
466,3.6675474055677822e-06,2.994352805774242e-06,2.6178734495222455e-06,3.104555980323765e-06,3.5546375303377394e-06,2.9747060810609796e-06,4.976913517968579e-06
467,2.1841234354138683e-06,3.7096834450364756e-06,3.430487123349831e-06,3.751546615085869e-06,4.191786429547499e-06,2.362873767045756e-06,2.3065558220394642e-06
468,2.275042557826055e-06,4.410642255768034e-06,3.829592185687547e-06,4.781805558432135e-06,6.047649024208893e-06,2.319826012219136e-06,3.8031180237630622e-06
469,2.6902250923727073e-06,4.439723568788217e-06,2.8977230726971497e-06,5.3821212427032875e-06,3.92541949648135e-06,1.9343996038546063e-06,4.859942938554051e-06
470,2.8163202958892237e-06,5.655276292987478e-06,4.545972483573446e-06,3.5729672775494852e-06,4.874620740192469e-06,3.0294816860026455e-06,3.897652295815366e-06
471,4.318874227025593e-06,3.6102191721028534e-06,4.600937077296989e-06,3.946711990173434e-06,4.184289173112909e-06,1.7045123674695045e-06,5.220585764489569e-06
472,3.893701841611932e-06,3.027504051224032e-06,2.8786611224827057e-06,2.918715284707663e-06,5.397235887115799e-06,2.225817858277744e-06,5.750938210319892e-06
473,2.594803928310259e-06,3.372655839430246e-06,3.0668232600039464e-06,3.886307525966292e-06,4.719027166546664e-06,1.87433793873472e-06,3.925551891350861e-06
474,2.8544360826965774e-06,2.4950855972372148e-06,3.5898992220092996e-06,3.699230594712578e-06,2.0020710488502676e-06,2.1659371627915944e-06,4.959013218333288e-06
475,3.888143754401902e-06,2.810428553609914e-06,2.744023267222098e-06,2.7205480317051823e-06,2.756657246546196e-06,1.2508000439683469e-08,4.2402484928519904e-06
476,2.6091519605700123e-06,2.6576326063219277e-06,4.437747123769331e-06,5.456894580368904e-06,3.557534025710034e-06,1.284230212437425e-06,4.561812890432422e-06
477,2.98412168118975e-06,2.4004156099814983e-06,2.857442637300116e-06,3.7867329385692908e-06,4.202304179403694e-06,1.8321913551552646e-06,4.042370310708668e-06
478,2.740275265020013e-06,2.174294767703306e-06,3.1995448325525844e-06,3.197357715849422e-06,3.594844778169012e-06,3.679568557540459e-06,3.7961474714612635e-06
479,2.4902513169774393e-06,3.255374711852006e-06,3.499029448884586e-06,1.087942322216066e-06,3.967770556201118e-06,8.903573652883006e-07,5.260736635963554e-06
480,2.2127078957049406e-06,3.587540888668208e-06,2.011361855153822e-06,2.8849759655093453e-06,3.905271651316095e-06,6.768749749069524e-07,4.20394208777731e-06
481,2.376198505456596e-06,3.1220284035184622e-06,2.64388708595335e-06,1.858951744402639e-06,3.693119179177935e-06,1.7085684150579679e-06,5.338560402934988e-06
482,2.953622826441187e-06,2.4414605334969946e-06,3.632531860644844e-06,1.4286584632111896e-06,2.126167176265569e-06,1.2305358619284742e-06,4.116124690767717e-06
483,3.6316813254389573e-06,4.056067530815185e-06,3.0530666150619623e-06,2.948585420283549e-06,3.3601241343254986e-06,1.4840910550846637e-06,6.2969994075827825e-06
484,3.454278254324047e-06,3.7453190313003385e-06,3.80106253636519e-06,3.168131154258892e-06,2.1096591066738774e-06,1.6060475220217363e-06,2.726179704189314e-06
485,2.9098211163105397e-06,4.098608913977292e-06,4.826582945136536e-06,2.3987391255762886e-06,2.701075307791767e-06,1.0306489447028082e-06,5.497919012790527e-06
486,2.823093393509681e-06,4.812322833299031e-06,3.0687864209750463e-06,4.02139060311893e-06,5.105895385473254e-06,2.7341425780492404e-06,4.247557955923476e-06
487,3.365569762458358e-06,5.920876390568161e-06,4.579728601286934e-06,2.040579594512945e-06,3.887821138967744e-06,4.475076304118684e-07,2.4832827936515006e-06
488,3.552383833834875e-06,4.46739749643843e-06,4.337282698027078e-06,2.5188187586794708e-06,2.904434870929469e-06,2.7137285247560392e-06,5.098036630912302e-06
489,3.2306204726861955e-06,5.526403602359815e-06,3.937412144144235e-06,3.679841127002542e-06,3.2631705181944537e-06,1.7281128315489706e-06,4.729771636587351e-06
490,2.8546351372350953e-06,4.167505922570655e-06,3.729159702597921e-06,2.2526770676413716e-06,2.6044602260195687e-06,2.095686809957032e-06,5.84115759095394e-06
491,2.802806058228694e-06,4.634455402262108e-06,3.7683668647650667e-06,2.3320406365327734e-06,3.664573940891045e-06,4.298067840787924e-08,5.546226520692295e-06
492,2.52106114751112e-06,5.911263278289733e-06,3.633979841447121e-06,3.5857867912770044e-06,2.5499201640330544e-06,7.352944303759555e-07,4.142142690180322e-06
493,4.029329659331507e-06,4.0618820153933194e-06,4.076134371008958e-06,2.9916085926095314e-06,3.536345200618291e-06,2.0450698254833223e-06,5.128389344405243e-06
494,2.494075567072509e-06,4.592764847347984e-06,3.446607420272761e-06,2.2170627629166452e-06,3.3012291808528235e-06,2.9517179059182766e-06,3.814025906544709e-06
495,2.1306997459387023e-06,6.1427207290451255e-06,2.217769796782415e-06,2.02645177319691e-06,2.6617397409422547e-06,3.4123373362542978e-06,5.867456262424091e-06
496,2.913267112902428e-06,3.5051269425369217e-06,3.837502860434462e-06,1.706529790994639e-06,4.135557187920225e-06,3.168013856290505e-06,4.346237474654492e-06
497,2.2322948406112754e-06,3.5425910734297776e-06,3.642442281280582e-06,3.0760033788978135e-06,4.793344886268526e-06,4.138893694552991e-06,4.341849411193256e-06
498,2.59226133693882e-06,3.3099507563343436e-06,3.885019619250467e-06,2.2173981569225813e-06,3.886468597410714e-06,3.0939179719116664e-06,4.183771872315414e-06
499,3.996390636293289e-06,4.465572049030166e-06,2.737908093812309e-06,3.1985097239240687e-06,3.379881313916608e-06,2.569517547237322e-06,3.1128952722240784e-06
500,2.403112703339715e-06,3.3112461689762736e-06,3.762752743983771e-06,3.056936638500974e-06,4.259911666689488e-06,3.337289558427718e-06,4.492811788111315e-06
501,3.130511291106662e-06,2.253153967447359e-06,3.443161300630789e-06,2.5785834867805847e-06,4.625275222815368e-06,1.7457807037910185e-06,7.297476714817896e-06
502,2.850418758073084e-06,6.14330762178521e-06,4.32268244700115e-06,3.4004603579901383e-06,2.967561108454777e-06,4.008413497205839e-06,3.3877974090845536e-06
503,3.248729852812831e-06,3.481776008022634e-06,2.754480755265882e-06,3.2457026796704115e-06,4.300307844710145e-06,1.8259923572707944e-06,5.719930548077413e-06
504,1.9942979731865093e-06,3.714549169386107e-06,2.2832905313265535e-06,2.6179338914252226e-06,3.8749892507463545e-06,4.9399426713715665e-06,2.9833699615895043e-06
505,2.4038337748560696e-06,5.912108902455597e-06,3.0046756998863923e-06,2.875953849041866e-06,3.28961026574896e-06,3.1485623273361565e-06,4.833428258867514e-06
506,4.789302555393023e-06,5.117971430316383e-06,2.090653545558551e-06,3.1455981714255555e-06,4.125211238585807e-06,3.1470685675727395e-06,4.073765081369613e-06
507,3.2516945745152694e-06,3.933482111456446e-06,1.899455941449248e-06,2.945678713444171e-06,5.1425622979098765e-06,2.0149964412207096e-06,4.169537289816463e-06
508,4.871733174342211e-06,3.6283789761622117e-06,1.46760248453053e-06,2.8015326556064347e-06,4.294345725274163e-06,3.8048661283917758e-06,3.49118258225241e-06
509,5.49197497570114e-06,3.8833126697447764e-06,3.1443390680473656e-06,2.1465895254755623e-06,2.9871386191916575e-06,2.6095864269134993e-06,6.219392679007621e-06
510,3.3670735064280326e-06,4.438839620382134e-06,2.953543824732136e-06,4.706299178814221e-06,5.498504190602895e-06,2.4535608311961923e-06,3.3439556241971084e-06
511,5.3759927622976445e-06,6.026101556043613e-06,3.7179222236853617e-06,3.467032628704541e-06,4.6550918660434634e-06,2.746065226130289e-06,4.739824428077006e-06
