trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[ 309.91740195   49.95383158  159.94883177   49.9429122    19.97938213
  139.9405468    49.97204064   59.90194378  139.87469182   69.97726828]","[ 149.90501111  119.93659439    0.           49.94468347  189.84498291
  159.95522332   49.92324728  139.86052529  209.9189547    19.964438  ]","[   9.98484054  259.91896661   29.98204323   89.93002311  109.94283571
    9.98584757   79.98037843  139.9273723    19.98243977   39.97913567]","[   9.9828269    49.9725397   149.93045805   79.95576483  119.92287727
    9.97984195  199.92445076   39.97776005   29.97682879   59.98291431]","[  69.94445944  159.92533751  169.9098642    79.93041158   69.9760173
   39.96478374    0.           99.94543102   29.96711362   89.97506308]","[  49.97853501  189.89619268  219.92937781   79.95723627   59.97203675
  179.92652051   39.94860107   89.94037515  159.92834036   79.92824971]","[  69.95788207  109.97527132  129.87935491  229.91643242   49.96163723
  159.94108189   79.94858601  259.82581332  179.94955062    9.99215683]","[  79.97496533   19.97503295  129.94735932   79.9675533     9.98139535
   19.97654108  149.94696896  149.91567192   99.94573213   59.9499456 ]","[ 139.92515068   79.94141871   69.97160632    9.9844258   239.86137827
   19.98786697   39.95551179   19.97018768   19.98429051   49.97555682]","[  59.95959834   39.97499957  119.95564487   59.97119895  129.91060289
  239.87696239   69.89719624  179.90930529   19.97705714   19.97301735]"
"[  49.94651837   49.98163228   99.96963875   19.96712561  169.89898432
  129.96010506  139.8757437    59.96497483    0.          129.93171772]","[ 169.92826389   59.96041363   59.96368183    9.98669968   79.95996253
   59.96634681   39.96503889   29.96794878   49.97732121  199.9384917 ]","[ 199.87338851   99.92408445   29.97160162  199.91339309   89.92899841
  119.8969109    79.95917772   49.95613191  119.96144836   49.94646208]","[ 169.93556569    9.97910516   79.97114197  149.91191481   19.97089984
   99.95319614   79.89656694   29.97155223    9.98327829   69.96776236]","[  29.95980458    9.98224118  329.79652531  149.93224667   39.98735245
  339.87358678   49.95219248  199.81413352   79.92775026  189.92487415]","[ 149.92230971   39.94528273  159.90715095   39.9642729   109.88864016
  129.93544016  189.92275879   39.97454766  199.90251227   29.95781064]","[  49.93616916   39.96467487   29.95856392  179.95735611  119.95785006
  159.96409794   49.98137365   39.97234582   99.94600682  239.93421991]","[  59.94823817    9.98671485   79.96703781   39.97835001   89.95909529
  269.81176361   69.93517758  179.86800383   19.98239598  229.91834496]","[ 59.92004648   9.98214746  79.94920776  39.96951862   9.98454723
  69.96732077  59.96840498  89.95568872  59.94825668  59.97641216]","[  49.94970731   89.9685442    59.96064982   99.90468716   49.93528018
  149.89042787  289.88822293  219.81809636   99.92740595  179.91537038]"
"[ 239.92011143   59.98650499  139.93191057  139.89653119  159.88451099
   49.95341963   39.98692819   29.96701448  399.87180447   89.95421683]","[  89.95278506   29.96312811  119.92256562  139.87101557   59.96158032
   79.89598423  139.91435611   39.96146368  139.96445548   89.9590077 ]","[ 129.92787124   89.97057916   19.97616647   49.95735967   69.96758891
  179.88290541   29.96606605   69.95376216    9.99055519   79.94703121]","[  79.97856019   99.93247547   59.95080319   29.97503301    0.
   69.96674414  269.88926872  299.80252692   49.98752607   19.9760396 ]","[  39.94904561   59.95298518   59.91131182    9.98425873    9.98140727
  249.92253289   59.97864249   29.96758777   49.96229102   69.96526505]","[  79.95352581   69.95426185   39.96634452   79.93476215   79.94711782
  189.83282257   99.86825684  279.78591847   39.94130471   49.96119244]","[  29.96422626   69.96608912  139.92697746   29.96121809   29.96550943
   59.96816781   49.98169956   49.96305823   29.95969464   59.96107786]","[  39.95869065  179.9100818    59.93246184   29.97254468  109.96377081
   59.95158692    9.98469692  179.88675129  159.89460313  149.90945896]","[  79.90758158   69.9644138   259.82505503  279.86626535  129.94865804
   59.96223475  209.95765798  139.95665728    9.98651935   39.975511  ]","[ 139.94049235   39.98537249  209.91209118   39.96015746   99.93944688
  259.93235116   19.98564054   39.95531095   29.96502709   79.94761491]"
"[ 189.89012941  149.83071582   49.95431725   29.98471322   39.96353698
   29.97105281    9.98749096   49.95423491   49.97760567   39.96460308]","[  39.96053734  299.86706845    9.98830243  229.96621722   49.9617488
   19.96472838  199.94548557   89.94703673   79.97725578   39.94004587]","[ 139.94656946   39.96097523  119.85967461   89.88410432    9.9860231
    9.98262057   39.97042629  139.9241697   149.8282172    39.94985157]","[  99.93639009  159.86647601  399.8356071     9.9832406    49.92964295
  169.87312143   99.94411957  119.93655274   19.9739615    89.94538759]","[  49.95270799   59.98070793   89.93637323  159.92328011  109.93105228
   49.97480219   99.94774161  109.93127296   49.9639342   209.93790421]","[  59.95328426   79.91702863  189.93498731   69.95749924   29.95707304
   39.96020607  139.93804755  139.89456976    0.          219.91732505]","[ 129.90996263   29.96214371   19.97871693   29.94972912  139.96235888
   89.95420265  159.86837175   49.94436695   19.97600541  139.95914202]","[  39.97029229   49.96255474   89.94811391   19.97816539   79.967805
   59.92818607   59.92828317   49.93805432  149.93235666   29.95970477]","[  49.97229236   49.9737897   169.91644729   79.96928142   79.90483005
  129.92947611   19.96723145   59.98262056   79.95389859   29.95289866]","[  79.8849389   139.88222087  259.94068038    9.98976742   49.96519766
  149.90245705  119.93510307  179.90106549   79.94466904  179.94585336]"
"[  79.96363008  149.93715665  119.95923945   19.97527423  369.81251567
   29.96755915   79.96821315   29.97164463   89.90018082  179.9173968 ]","[  59.94145074    9.98507634   29.98389727  109.9568154    29.96560318
  249.8007974    19.96693303   59.96778538  149.92622883   39.94788322]","[  79.96325046  149.87618033   69.88338641   79.94722474  229.81815894
   29.95528135   49.98149913    9.9857359   109.83466268  159.93361985]","[ 109.94032711   59.95944858   29.98593635   39.98563207    9.98942163
   89.94197862   19.97433847   99.86603326  149.93928275  129.91614124]","[  69.95995704  179.90886776  159.87871995   19.96964092    9.9825085
   89.95911539   49.94020073  159.96010838   99.93371945   89.95250623]","[  99.95167466    9.98822938   59.9272764     9.98232092   39.9556326
   59.97407405  149.93647246   19.96290378   39.94233445    9.97982022]","[  29.96476848   89.93801332   39.92465476   39.94437231   49.93688537
  189.93558684   89.9788743   229.88545139  159.91149372  219.92773186]","[  59.93456185  169.8769177    39.9531341    39.94934721   79.93130914
   59.96380532   39.96538158  139.93930444   79.93250738   19.96961597]","[ 219.85792635   39.97003124   29.97599342  119.94173875   59.93403643
  169.83136805   49.96589698  239.84126069   49.94347489  119.88367876]","[  49.95187336    0.          159.91207328    9.98814639   49.92529859
   19.96833524  119.9092954    89.91125404   79.92137942   59.93867891]"
"[ 109.90717009  329.87365851   19.97415044  109.93470522  229.89866518
   59.9595825    19.97483557   29.98652533    0.           69.97037829]","[  39.97390455   59.9409012    59.97616592   59.95317379   19.97905009
  199.80070979    0.           79.97547652  149.87109722   29.95499441]","[  39.98003132  129.96655843  129.96338306  149.90780881   99.95914442
    9.98191284   59.97145706  159.923543    109.93024232    9.99020411]","[  79.9573653    79.92972579   79.95736283   39.96131635   59.94202705
    9.98446049  139.93098298  119.91949036  109.84629534   49.9785026 ]","[  39.96465487   89.93843647  189.86260431  179.91397494    9.98460921
  109.94177496   79.92922974  109.9730568   169.91764616  199.93437481]","[ 249.89451327  139.87339531  169.89969091   79.94877299  329.90459747
    0.            9.98228128    9.9847108    59.90899398   89.94169697]","[   0.           39.97475812  189.85206925  209.87146377   29.9495604
   59.97101874  209.86985467   69.95548031  109.94223086  179.92083111]","[  29.95913791  119.91228114   59.94728618  169.83970528  139.96189123
  139.93166933    9.98099677   39.97455276  179.9653944    79.90571241]","[ 289.89188225  129.90248847   79.91403756   39.9762055   179.92975075
   59.97844348   29.96452158  269.866641     89.93281545  609.41857724]","[ 119.91755954   89.95173586  119.91841167   69.95594941   19.98307646
    9.98429926   29.96474262   29.95891093   89.93613277  129.94495905]"
"[  49.9478115    49.98175892   19.96724059   39.97284448   79.95827636
   19.98140769  199.90073821   19.97373299   89.92659891  309.89949796]","[   9.9837005    49.91663582  119.93816144  159.90840651  119.94283497
  309.86152079   79.97099021   69.89589664   99.95346479   29.98565104]","[ 129.92529973   29.98097724  159.91832007  109.92392213   39.97791689
  139.9125869    99.90559451    9.98308814   19.96741762  279.92306757]","[  79.93767179   49.95192893   19.97762756   69.93216704   89.97869583
   69.95382887  169.88368748  319.90172034   49.9693988   179.93813757]","[ 189.914892     39.93855761    9.98579399   89.95398709  219.84087098
   79.92592225   69.92969741  169.84597205   29.96115797  249.90050749]","[  29.96239808   79.86767405   49.962729     99.9642362    19.97307327
   89.91863085   79.91947668   89.96294231  149.91245011   69.95761653]","[   9.98359244   49.94382278   79.97436031   19.96940193   89.90989935
  159.91170071  159.91699629   49.96134932    9.98788198  129.95849981]","[ 119.95267249  119.97401019  149.93802963  109.94202218  189.90658708
   69.95750708  119.93914275   19.97340782   89.93040307   39.956831  ]","[  79.94085581   89.93503204   29.96570994   49.97400721  139.95372124
   19.96282882   59.93161791   29.97525178   99.97821468   89.95692737]","[  49.9585809     9.9886109   179.93604531   39.94799711  109.94417293
   69.91719327   59.96512746  129.95378722   19.97369041    9.98175833]"
"[ 129.93934449  219.93978697   39.93523334   39.93414851   89.90322757
  199.91677547   29.96265793  169.87031474    9.98860522   29.96045225]","[  19.97012992   99.94513564   29.99195987  149.90710139  169.90333941
   79.93069621   39.96498342   89.96514867   29.97102877   29.96525508]","[   9.9848951     9.98685632  129.87849735  129.87910911    9.98439517
  169.95616518   79.94686871    9.9792939    29.96607245   39.9328477 ]","[ 129.91742046   79.93437834  159.81679495    9.98499508   89.93111588
   49.97712293   49.92347417   49.96086262   89.97102364  209.96453442]","[ 139.91722095  209.9280091    19.97328283  209.87458395    9.98376108
   39.97716308   79.90248843   99.95145177   89.94443369   59.96167936]","[   9.98361403  109.919603    189.89074431   49.95427211   79.90259466
   29.98088394  299.87245466  119.92681389  269.88084548  109.93483982]","[  99.87796717  169.95450152  239.82490192   29.97216227   39.94963142
  169.86102657   79.96155661  139.93851187   69.91520689   79.93624824]","[ 179.77962155  159.86368517  139.94791307   39.97458027   99.94403519
  189.84560013   39.96728584   69.9568301   189.92479194  129.87688517]","[  59.94505661    9.98004699   49.97246799   19.97301678   39.97897893
  149.92219657   59.93449068   59.92503015    9.98192073   29.9603444 ]","[ 149.87609217   19.97607693  179.91824831   99.92797165   69.96170525
  339.92035873  159.91916319  149.91088632   19.9876509    79.96577112]"
"[  89.94237473  279.88864747   19.96765119   49.94164884   49.93223307
  109.92551521   39.96657827    9.98433507   69.94179889  259.78104692]","[  89.90663742   39.96427573   99.94325506   69.9614049    49.9416149
   59.95855567   49.95349025   69.95330895  199.87797453  239.88275908]","[ 119.95027615   59.95855211  239.85094627   69.9615011     9.98623044
  149.90405683   29.96107214   39.98898684  119.90212905  119.93321572]","[  49.93571519   59.97479593   59.93473575   49.94654475  159.84885924
  219.92579159   49.95180611   59.95196108  189.89856083   29.96239391]","[  99.97771087  159.9024878    39.98013531   89.9657659   139.92429645
   99.92208109  159.94023995   29.95558468    9.98715377   39.96150943]","[ 159.9171504   139.94130589   59.95814483   39.95368579   49.96819753
  119.94149477   89.95787853   49.98663943    0.           19.97934737]","[  79.8898291    29.97938614   79.94668432  109.92465011   79.94057797
  109.95013961  109.96583693  209.94326742  189.90500155   79.93943176]","[  29.98133781   79.93978979   69.95105745  289.90390242   69.97159317
   49.95264117   89.96569031   79.95039211    9.9891371    49.95024571]","[ 139.94245933  129.92381221  149.90241773  279.82899956   59.96478471
   59.90355025   39.93390256    9.98302667    9.98602293   59.95187689]","[  89.96774494  339.89153257   99.95010279   29.97058246  309.90626043
  299.86868204   89.9655119   239.9178823    99.90598397   79.94870501]"
"[ 149.96408986   19.96878356  199.90915769   19.98801149   29.97121076
  119.9049415   189.92497463    9.9877928     9.98834409  179.93376697]","[  19.973512    109.96049701   49.94024425   99.90618148    9.98648071
   19.96598245   39.97260619   99.95007101   29.97983048   39.97986593]","[ 149.87807407    0.          179.94178425   69.94955735  229.89611242
   69.9818236    89.96814883   19.96809389   59.97772185  299.86136256]","[ 349.77168086  199.95611818  119.96337381  139.9347062    69.91952447
  129.94704668   19.98216932    9.98537702   49.95092876    9.97951906]","[  29.9466211   139.88154589   59.98180693   59.96981804  189.94991718
   79.92787275   59.94567046   19.96540448   89.93328518  179.91294446]","[ 129.93154768  109.93318961  169.88502327  159.90442575   89.95889001
   89.92315203  219.88036729   29.97264832  369.92177359   59.97374854]","[  79.95823411  189.76141095   79.96953475   89.94288949   29.95782561
   59.95985071   19.97717134  409.87202063  169.88981043  209.8671277 ]","[  99.97534846    9.98317401   49.95188966   59.97246639    9.98847174
    9.98840799  149.87276041   59.96974427   89.91285713   19.96800747]","[  49.94861966  109.94635858  139.92453359   99.90938005  109.92083447
  179.95198831   39.95338838  299.88823095  319.90381247  109.93636642]","[  39.97281978   49.92914271  109.92798108    9.99149751    9.98686034
   49.9718863   279.89309082   69.96231051    0.          209.93295346]"
"[ 139.94588659  129.91507451   79.9405207    59.93635776   39.95384611
  159.91257253   49.97514057   39.96705661   89.913844     89.94304174]","[  19.98278969   59.90785833   39.97056741   79.94866136    9.98561316
  179.91787414   39.93286328  299.89665639  159.94284189   59.96987134]","[ 169.83895878  239.87941264    9.98765181   89.94267534   19.96921606
   59.91758424   59.95299373  539.86915564  449.8272388    29.95311269]","[ 309.80573399  129.90571189   59.95758099   79.94934172  109.88094085
   99.92307424    0.          139.77798559   19.96913262    9.98622671]","[ 109.96019721  339.88435766  289.85945597  109.91648819  209.86453995
   49.97326381   19.97024959    0.           59.95690616  129.94302429]","[ 229.90492435   69.93165146   49.94548038  119.91506709   79.91891248
  119.93025561   59.94868677    9.98566878   39.96368039  159.95369575]","[ 229.93679465   39.96630076  169.80211285   19.97675997  209.88270748
   19.97681443  179.82195817  159.917601    119.95625177  209.93580043]","[ 109.96151176   89.94369699  399.82762018   19.970062     79.90003692
   69.9606967   109.96645852  179.75707861   19.97632604   59.94085086]","[  19.97008878  149.92376169   19.97536886  149.89793043   69.95260194
  289.78099893  109.93960542   49.97282622  299.90805487   99.95899391]","[  69.90184214   19.96817834   79.94731129   59.96197561  279.88574607
   39.96664303  209.87546794   29.96012137    9.98971433   89.88686344]"
