trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[  59.94630004  219.9319545   239.88954232   59.94630004  219.9319545
  239.88954232   39.98248355   59.94630003  219.93195455  239.88954232]","[ 19.96713587  39.95986817  99.95211729  29.98661778  79.92553827
  79.96042872  19.9710085    9.98706349  29.96034059  89.90657901]","[  59.96830977   39.98605981   69.9232484    29.9828721    19.97061844
   39.97608563   39.97811854  119.90300309   89.97725229   69.97848845]","[  79.95689082   19.9721014    29.98541929   49.97837441   39.98324628
   29.98546429   59.97057397  109.96182412   59.9687669   139.95091309]","[ 79.93914789  79.95757407  59.96272168  49.98011751  19.97257056
  39.95493236   9.98266259  19.96858003  19.96981912  49.98208492]","[  9.98740398  19.98243118  19.96202215  39.98068502  59.95037674
  39.9389066   39.98938925  39.98263016  29.96461181  39.96653095]","[  19.98601142   29.97718129   19.96899875   99.94640368   29.96853199
   59.93986529  119.96791221   59.94031465    9.98802632  129.93019994]","[  19.97258937  229.96695282   99.92970719  109.957593     59.9781622
   39.98672284   49.95472893   79.96078991  189.9007963    19.97343091]","[  39.94791847    9.98506651  129.93427165   79.91926003   39.92892433
  109.97294695   89.89977427   19.96672114  209.90237123    9.98254448]","[  19.97596794   59.97514855  139.95142033   59.97399846  149.89392102
   29.98957159   39.96685101    9.98339502   49.92400011   69.94712673]"
"[  89.92760594   79.93865315   29.95612571  219.91463495  239.87731278
   89.92760593   89.92760594   79.93865315   29.95612571  219.91463495]","[  59.89867256    9.98847039  189.87623353   59.93401696   39.9673879
   59.95624973  139.94621587   19.97101649    9.98706488   59.89867254]","[ 49.96821016  39.97699259  49.96624284  39.99038581  99.95815429
   9.98311677  99.97311254  29.96387229  59.96277614  59.9744375 ]","[  29.99169064   49.95354009  129.95017706   69.95370734   29.97776671
   19.98273096   49.95331312   39.96905799   39.97724064   19.97616363]","[ 109.96647059  179.95552343   99.94979479   49.95531856   29.99001087
   89.93720781   89.95600197   89.95754336   59.96647879    9.98083794]","[  59.95514035   29.98169882   19.97110347   29.9724829    19.97186621
  219.90017533    9.98881955   59.94772312   79.96456876   39.94596059]","[ 189.92370248  139.93331101  149.94511007   29.99184978  109.97862418
   59.96606783   29.97481927    9.98886587   59.98193152   29.96051612]","[  59.96433437   69.96593982    9.98794803   59.96777714  129.93478474
   29.97495392   69.97867081   89.94164675    9.98309792   59.96910968]","[  69.92333333   59.93077609   29.9684217   109.90532136   99.91383914
    9.98666191  239.91933643   49.95213638   69.95413276  109.85768938]","[  49.97190845   49.9502222    39.99062904   39.96973526   89.88134073
  109.93996936  109.92297304   29.97077779   89.96055557   19.98295997]"
"[  79.9388022    29.95613955  219.91235302  219.91235298   29.98444982
   89.95098448   29.98444982   89.95098448   99.96528438   89.91313147]","[ 189.87615625   29.97955659   69.93501404  119.95092074   59.9683711
  139.92443696   29.97955659   69.93501404   79.96273713   49.966236  ]","[ 19.98743189  29.9883171   29.97326821  39.98919531  19.96955245
   9.98139451  49.9698537    9.98111133  39.97683112   9.98886614]","[  79.97413425  119.96448176    9.98625712   29.9709386     9.98697007
    9.98887033   29.98833437   19.97546648   29.96580802   49.98046613]","[ 139.97116922   79.9725173     9.97974788   29.94877846   29.97359076
   69.94409383   29.97345075   99.95083904   49.96931007   19.97841278]","[ 99.89368244  19.98784827  39.96980235  59.96956955  39.9713965
  69.96494721  29.96779297  29.95537644  19.98999501  99.9001989 ]","[ 189.9388367   209.89425762   59.96400703    9.9854873    59.97409477
   29.96687403   19.97263632  129.93379784   29.98332165  249.87366152]","[  39.96686917   29.96469732   69.97762082    0.           49.96694491
  179.94392376   19.97937791   39.96973357   29.96863725  109.91539021]","[  79.91567856  219.87141498  119.93519181  269.84729171  159.92744265
   49.9738798   169.93764352  179.91599639  119.89902748  359.89920605]","[ 49.96502466  99.95313945  49.96048569  49.97667371  29.96286086
  19.98400341  39.96105439  69.97031191  99.97753648  59.93526425]"
"[  89.91321026  159.95137934   29.95652389   29.98453521   89.95160502
   99.96590741   89.91321027  159.95137931   29.95652389   59.94823237]","[  39.96629138  229.91131708   49.90930592   69.97914619   79.96274716
   39.96629138  229.91131695    9.9831599    69.96397843    9.98123742]","[ 59.96871066  19.97332573  29.98623364  49.97517338  29.96243656
  69.9787232   59.96907662  29.98771462  39.98047689  69.97048059]","[   9.98817391   39.98278006   99.95286872   69.94416967   59.95046064
  179.89607746  169.91205673   79.96162737   29.97567243    9.98758817]","[ 59.91461614  29.96380089  29.98444547  59.95260176  19.98862135
  19.98022738  59.98177521  19.97329116   9.98778028  39.97016827]","[ 19.97124655  39.97149017  59.97698724  99.87070233  29.98875728
  19.96733971  39.94844313  39.97716806  29.98844882  39.97848087]","[ 179.86663221   29.97206028   19.96284803  209.92989568   89.88763552
  119.97597049  139.94888361   49.92505342   49.94405686    9.98973569]","[ 19.97943265  29.97263056  49.98354867  59.97597466  79.9572668
  89.90724298  59.96771447  39.97415768  69.98018453  39.98312687]","[  19.9729495   129.81368106   59.92093263  109.86952948  149.84107181
   19.96490172   89.94399809  119.93973659    9.98581138   19.96708222]","[  9.99084833  39.97352397  29.94885512  89.93888009  29.98129315
  59.96522172  19.98781995  79.93749287  49.97808632  39.96870597]"
"[  59.94836956   39.96789794   19.97611462   39.97376237   39.96789794
   19.97611462   39.97376237   99.98173296  159.95218294   29.95661946]","[  29.96763665  279.91335751   49.94770738   29.974375     49.97046563
   59.96682952   59.93988995   39.95670157    9.98621711   99.95987065]","[ 39.98862365  49.9755177   69.96953794  29.98249048  19.98208749
  29.98569745  59.95536573  49.96169095  29.95988388   0.        ]","[ 89.96750151  19.97136324  19.9663704    9.9798948   19.9727717
  79.93426993  39.97779034  19.98386186   9.98197968   9.98357555]","[ 229.92836267   69.9696103    19.96866447    9.98827083  209.91137742
    9.98956147  129.95724227    9.98495903  139.95424212   29.95243408]","[ 69.93886429  19.98052661   9.98039998  69.97172584  39.97347584
   9.98013856  29.96846587  39.98663324  29.98721422  69.96412088]","[  59.9647629   139.95081872   29.96856983   29.96192561   39.9487826
   99.94920825   59.94258205   39.96742253  249.76782384  119.95471012]","[ 39.96942344  19.98077558  49.97343668  19.98644677   9.9834245
  39.97340446  39.96801499   9.98910869  49.97136717   9.99105785]","[  39.95911258  129.90614298  239.9174896   119.9206784   119.9406066
   29.95659622  129.89891884   69.90763551   69.95117009  119.87175987]","[ 159.94129989   19.96643738   29.97510404   99.95529883  169.88587044
    9.98324419   29.99304906  219.88974207   89.95877098   29.98279409]"
"[ 59.94848563  39.96787783  19.97611029  39.97376141  19.97611029
  39.97376141  99.98204656  99.98204656  79.9655509   79.96555091]","[  59.9398877    39.95669252    9.98621689   99.95989966   79.92742222
  109.9422272    59.93294961  109.92736559  109.93905843   69.95121157]","[ 49.97791886  39.97597469  69.96085366  19.97158927  29.97801959
  29.97061461  39.98402528  99.94009686  39.9687201   29.97360298]","[  29.97948045  139.94696811   29.985378     39.97991661   49.97723809
   19.96681071   29.98286365   39.98839533   99.98695876   69.93711929]","[ 99.95562287  29.97713744  19.97655997  69.96267201  49.96171553
  69.96098306  49.9714087   19.97578302  39.9483758   69.94214933]","[  9.98319955  49.95958989   9.9927143   29.97584346  19.96899774
  29.98970565  19.98010256  49.97709628  29.97580684  29.97969886]","[  79.95231192    9.97951989  149.9441626   179.91512746  279.77405925
   19.98528976  179.88336611  159.95591478    0.          119.95398851]","[  69.96913558   39.98817659   69.93367661   99.98647076   89.91772818
   19.96539583   19.97052582   39.98149568  149.97249679   59.96574522]","[   9.98519872   19.96814795  109.91338486  209.89693006   49.98697199
   49.94713777   79.94753695   19.96984828  179.90152541  149.9324864 ]","[  59.95798607   89.91566666   69.97209729   89.97202947   29.9833373
  119.96170854  109.89272053   89.93963892   69.95680097   89.9110701 ]"
"[  79.96581239  159.93098897   19.96562679  479.87996438   99.98232491
   79.96581238  159.93098897   19.96562679  479.87996438  159.93098894]","[ 199.88355437  169.92697891   59.92289917   39.96495989  189.87384942
   79.96359426   89.96448763   69.93268957  169.9363615   139.96046696]","[  19.97251515   79.95191449   29.97713911   49.98523469   39.97606259
   49.96814442   29.98553638   49.98344919  109.95231847   19.97765382]","[  9.98402802  39.98867955  29.98974292  59.98393505  39.98742294
  59.98312733  59.97704945  39.98972541   0.          39.97635861]","[  49.97194012   19.96549365   69.94840225  169.93978677   39.94929942
   79.96804274   19.98191713  159.86923131  119.90794333   89.96806117]","[ 69.9565967   69.93114695  89.9680368   29.9719211    9.9818922    0.
  29.95864898  29.95986905  99.97712464  89.96012407]","[  59.97583091  169.86908444   59.94375821   49.95262349   69.97549356
   79.95675802   49.94898739    9.98058995   79.96507194  159.85989062]","[  89.97284249   19.97616918   59.95011467  139.94582823   39.98427581
   49.96117392    0.           39.93219249  119.96834239   19.97645439]","[  19.96596512   19.96663168  169.87385805    9.98646956   19.96985186
   19.96965527  179.94709187  179.93604106  169.91125236   69.94323167]","[  59.97120557  169.9046214    29.97444058   49.94455156   59.97040458
  179.96254016   29.96840322   39.9327305    39.96705834   69.96094025]"
"[ 459.85642838   79.96460709   19.96702199   29.94932671   79.96276401
   79.96460708   19.96702199   29.94932671   79.96276401   79.96460709]","[ 59.93979993  19.97520505  59.95240377  29.96812339   9.98669716
  49.96101341  19.97916561  19.96940678  79.88701491  79.9847438 ]","[  59.97974697  109.96704422   39.94831534   59.96579831  119.92335265
   99.96679277   69.96041395   49.98350212   39.97503      29.9799495 ]","[ 89.88702337   9.98239063  19.9664387    9.98483818  49.967626
  39.97021247  19.97227979  39.94906522  49.97050724  59.95952626]","[   9.98717783  119.96386937   49.96117397  179.86194479  159.96258114
   49.98735906   59.9763253     9.98138137   19.96845786   89.96208423]","[ 29.98576541  49.95984166  49.98220642  19.97990338  59.96759852
  19.97701367  49.96738943  29.96700104  89.98403464  49.97961121]","[  39.95100611  169.9361967    69.96669815   69.95798679   69.94444834
   19.97949145   29.96906749  139.95212121   99.95866908   99.96123491]","[ 29.977375    69.97156315  39.95850161  29.99383309  29.98617378
  59.98497455  49.96034783  49.97809446  19.97226297  29.98497914]","[  19.96965527  179.9469608   179.93588386  119.90214616  159.94602567
    9.98048035   19.9845751   249.93003889  109.89267666   39.97079717]","[  69.95935082    9.97965598   69.9720469     0.           89.97348299
    9.9834576    39.9839294   149.89463862    9.98079311   59.97501018]"
"[  59.95068622   29.96393491   19.97459046  119.92724174   59.95068622
   29.96393491   19.97459046  119.92724174  249.84593898   59.95068622]","[  19.98233629  109.86750526   39.94269446   19.99028921  289.75228849
   39.95268585   19.98010867  179.9408054    59.95238769   29.9681224 ]","[ 59.96413357  19.97399636  69.98095077  29.9912589   59.95650294
  69.97371649  59.97012561  29.97391438  29.98866321  39.9741923 ]","[ 39.97455697  19.97270031  29.96340588  19.97429961  49.97864529
  59.9576919   49.96531935  99.88691006  79.88281853  29.97099098]","[  39.95975129  129.88184873   19.98235987   39.99159018   39.94526468
   69.95644471   69.90414553   29.98346663   29.97993155  169.96610929]","[ 69.97221086  29.98995988   9.98233296  99.97823163  29.97557536
  19.98094139  29.96144911  49.97698152  19.97940749  39.98629008]","[  49.97110529   39.94162585   89.94499776   59.93203523  209.96819196
  129.9348084    79.94842507   39.97649791   49.94980294   99.94809917]","[  69.96697901   39.97720864   49.96410547   69.96808482   49.97541465
   89.94342313   79.9621526     9.98540828  109.96972312   39.98403633]","[ 149.9061432   169.93570522   39.97081221   89.98022535  119.92506047
    9.98428492   39.95228586   19.96491981   99.93719574   39.96124028]","[  69.97710483   99.95577935   89.95550873   29.98510616  329.84516646
   19.96744146  139.90186032   29.9772614    39.99178213  149.93599718]"
"[ 159.9225427    39.96558691   39.98546697   39.95635794  159.9225427
   39.96558691   39.98546697   39.95635794  159.9225427    39.96558691]","[ 339.83624252  249.94783134   69.97606308   89.94065122   49.96655148
  279.90496201   19.97006963   29.9736119    79.96617534  179.87265874]","[ 29.98899999  29.96986368  79.98140739  79.88750154  39.97302328
  59.97626558   9.98428781  29.95673247  29.9718273   49.96659119]","[ 29.96998127  59.94795371  39.98304795  59.9820196   19.96924304
  39.97584653  59.92003642  19.99258438  29.98350119  59.9652906 ]","[   9.98170883  149.90764641   49.96789606   59.94976131   39.9657519
  119.92196393  119.94747866   49.97369983   89.95523694    9.97982733]","[ 29.97324974  29.98277055  19.97328727  29.97532909  39.97792608
  29.98853512  79.93407778   9.98910817  39.9758535   59.95896808]","[ 109.96672643   59.95995124   59.94479074   29.9918171    49.96990913
   59.98087269   29.96955177   49.96583719   29.95562897   89.98245104]","[ 59.97373109  49.97030128  69.96531905  39.97371966  19.97277842
  99.96836128  39.97836623  19.97234074  89.95412638  19.9768931 ]","[  99.93877558   39.96194061    9.98322683   59.93152113   59.93759816
   89.96530968  149.94562446  229.90420065  139.91857133   19.97436792]","[ 309.83747891   69.97076182   29.96256175   59.97150092  189.91109403
   99.96467778   29.97561965  219.86092564   69.963581    109.91831208]"
"[  39.95635992  369.8541317   229.88303511  369.8541317   229.88303511
  369.8541317   229.88303511  109.96452578   49.98234483   29.97666278]","[  19.96955221  259.90993942   59.93698638  279.90519539   19.97007158
   99.95373418  149.81151057  329.73631952   39.95556177    9.98182711]","[ 129.92359975   69.96403477   79.95171651   29.97743204   69.9207887
    9.99027162   19.98438084   39.96791231   59.98508507   59.95887879]","[ 79.9182106   39.9669715   39.98257279  29.97851372  69.97337297
  49.96831459  29.98010062  59.96990762  29.95537056  29.98169913]","[ 19.98070306  59.96755605  19.98076763   9.9883916   29.95282274
  99.97570978  59.89481213  79.96472087  19.98208337  39.98495977]","[ 39.97268174  39.96966622  29.9549137   19.97610271  69.95814233
  39.95151433  29.97269019  19.98608427  49.98096818  39.97208659]","[  49.97966129   69.95654637  119.94951713  189.87659542   89.98053384
   99.8659959    39.95137987   99.91810169   89.90234218  319.91910725]","[  29.98293112    9.98280666   39.97479058    9.98195362    9.98833421
   49.98442195   49.9879666    29.986188     29.97398065  139.94808135]","[  49.93095109   49.93236049   49.92285004  169.93201622   29.9643164
   49.96487864  349.91979931  139.91878085   19.97437027  429.85842809]","[  29.96310953  149.97527871   79.95493739   19.96914706   29.96875316
  109.95252012   89.94678392   79.95731018  129.97085641   39.97201743]"
