trajReturn0,trajReturn1,trajReturn2,trajReturn3,trajReturn4,trajReturn5,trajReturn6,trajReturn7,trajReturn8,trajReturn9
"[ 29.98089781  89.96457443  49.96824763  89.96457443  49.96824763
  49.98214346  19.98879527  49.98210033  29.98089781  89.96457443]","[ 49.97992504  39.98888208  49.98893388  29.98167514   9.98490227
  29.96910596  29.97449945  29.98786562  39.96748215  49.99191427]","[ 19.98855382  39.98069593  19.99395275  49.97720519  19.97972727
  79.97427611   9.98180679  49.98040652  29.97097208  59.97486815]","[ 149.95660717   39.95720681   29.96255062    9.98238616   59.98759985
    9.98256738   29.9657942    29.98672948   29.96305941   49.96397118]","[ 79.89678495  29.98909322  19.99079284  49.97558894  99.91966189
  29.98144422  39.97362498  49.98307051   9.98545371  49.96257506]","[ 19.98622082  49.96673683  29.97178276   9.98565195  19.98131407
  59.96568772  49.95712776  29.97610473  19.98490321  99.93722717]","[ 119.97111756    9.98953158   29.98109209   29.9758886     9.98864205
   49.98179588  149.94477417   49.95072611   19.9814473    49.97762827]","[ 49.98200369  19.95943184   9.98060523  69.95837192  19.98348426
  29.99176182  19.98400561  29.98660366  29.9693086   39.96935211]","[ 29.98671141  39.98061945  49.97479356  29.98114381  29.97155729
  89.95649577  29.99075969  49.97525457   0.          29.99073461]","[ 29.99117832  29.98477913  29.98756854  99.96079994  19.9831637
  29.96806909   9.98629395  69.98077603  49.93544685  19.98487437]"
"[ 49.98222754  39.95430641   0.          29.9886778    0.          29.9886778
  19.97601622  39.95430641   0.          29.9886778 ]","[ 49.97804899  79.95134854  49.96771111  29.98953965  39.97656177   0.
  29.98488385   9.98655926  19.97656324   9.98392372]","[  9.98144362   9.98669915  19.97977479  39.97494394  39.97642766
  39.97502413  49.97912764  19.97754433  29.98813258  89.98413317]","[   0.           39.96402339   59.94025606   59.98019877   19.98094074
   29.98981683   29.96107909   29.97028476   49.99111633  109.95977626]","[ 39.98437745   9.98501225  39.97233945  29.98590864  19.97233138
   9.99047156   9.98827081  29.9783488   19.97975344  39.9422318 ]","[ 109.95105644   19.97996005   69.96532478   59.96607076   79.97150259
   49.98528091   69.96625979   79.96686589   59.93768336   39.98122861]","[  49.97756865   69.94869949   59.97455085   19.98197143   19.97983763
   29.95667854  119.96056447   69.94869949   59.97455085   49.9679518 ]","[ 29.99177017  19.98400561  19.98629392  49.96931877  19.97537612
   9.98482219  29.9850425    9.98170388  19.98629392  49.96931877]","[ 29.97610759  49.96926891  19.98408132  19.97347476  39.98479974
  59.97383303  19.97190625   9.97941804  79.95914734  59.95980867]","[ 59.97476342  39.9779704   29.98341229  29.98748478  49.95824904
  29.98026708  29.98589612  49.91687173   9.98308374  39.97737289]"
"[ 89.87617669  39.97348329  49.98411097  39.95426834   0.          29.98868649
  89.87617669  89.87617669  39.97348329  69.9644634 ]","[ 49.98392132  39.97083091  19.97534704  29.95713972  39.98393419
  19.99381589  69.97190639  19.98053024  39.98601617  49.983251  ]","[  0.          19.97584157  59.95804795  19.99146594  39.98682845
   9.98789819   9.979211    29.96334681  39.98702491  39.94310887]","[ 59.96426098  69.95110669  29.98912732   9.99038067  79.93808863
  39.9618416   29.98350902  49.99033366  39.96191587  99.9544609 ]","[ 39.96740333  39.98261952  29.9758578   29.99027159  49.96407827
  29.96165433  69.95328995  29.96978371  39.96261859  39.97787588]","[ 29.97466271   9.98100336  39.98749364  39.98689487  89.94145176
  19.97583592  29.98626305  29.98841158   9.98945131  29.98312183]","[ 39.98252157   9.98363315  19.98010317  59.96639582  49.96804749
  49.9822867   69.9439739   49.9822867   69.9439739   39.98414674]","[  0.          19.97165156   9.98828957  19.98275339  59.96635184
  89.96121603  29.9665677   29.98555439  29.99207608  19.97443213]","[  39.97911085   69.98761635   29.97762318    9.97985222    9.98501182
   39.97369075   39.97850854   49.97623703   29.97955711  149.94197656]","[ 59.98230115   9.98182497  59.97388678  29.98426962   9.98411129
  29.97656166  29.95533393   0.          99.96676614  39.98898947]"
"[ 49.96330813  19.99051175  79.97041017  79.9571015   49.98427453
  49.96330813  19.99051175  79.97041017   9.98089492  79.94366542]","[ 19.98055852  39.9860435   49.98317347  49.96728939  39.97752346
  19.980272    39.9838606   29.99037404  49.96728939  39.98588587]","[ 29.98356492  19.97885704  69.97669265  29.95359001  19.98537985
  79.96152769  59.9787838   49.95157539  19.96690682  29.98879323]","[ 19.97457621  49.98396821  89.96826743  29.98234713  19.9812492
  69.93484519  49.94793799  99.97127978  39.98921662  59.9647244 ]","[ 29.9820015   59.97998728  49.94784619  59.95911501  49.99257778
  89.94679614  39.97247081  29.98917821  39.97711548  49.97444625]","[  39.97278324   39.98309974   19.97798802   19.98211967   39.98440749
   49.95334712  129.91217738   29.97894938   19.98007065   29.96755285]","[ 29.95664719  29.97896014  49.97627871   0.          39.94319841
   9.98082489  89.95833564  79.93644467   9.98770779  39.95845469]","[ 49.98901206  39.96826434  19.98648504  29.98048741  49.98901206
  39.96826435  19.98648504  19.98201693   9.98962796  39.98733271]","[ 19.97557506  39.97631148   9.98035144  69.96786894  19.96835979
  19.97088345  39.98513082  39.9850563    9.98147674  69.94246909]","[ 49.97406112  59.97408373  59.95205939  59.98292571  19.97937061
  19.98172653  59.97569984  89.93508499  59.95562086  19.99017322]"
"[ 19.96725912   9.98433556  29.98047953  29.9723164   69.95007807
  39.98413403  69.96952043  69.95920053  79.95655819  19.97077291]","[ 49.97510913  19.98941994  19.96798119  59.96466581  29.99184792
  39.9892715   29.98622875  39.98591029   9.98793959  49.97510913]","[ 19.97955506  49.97408481  39.97408032  29.99075303  39.96906611
  39.98258234  39.97779061  39.97280344  29.98865236  39.98038853]","[ 39.95879589  49.98301962  19.99049877  39.98570094  19.97147152
  39.96993487   9.98838935  19.96717718  79.95400937  49.98038887]","[ 19.99326651   0.          79.97953644   9.99043278  29.97554415
   9.98830657  39.95512032  29.99208531  19.97299412   9.98534699]","[ 29.95685301  39.98415484  29.955342    29.97889998  19.98097172
  39.97268442  89.97953918  79.97425283   9.98516459  29.96735777]","[ 19.97106357  29.96118245  29.97264682  39.98311627  39.98283854
  39.9778894   29.98496047  19.98691898  29.98201533  49.97991368]","[  9.98263248   9.98328218  69.94652324  39.97062144  29.98045807
  29.98077978  79.94426878  29.98077978  79.94426878  29.97977103]","[ 89.94284103  39.96654861  19.99155038  29.98176602  39.97624893
   9.9818845   99.9344876   19.96747192  29.98987949   9.98714596]","[ 39.95801292  49.97729115  19.98180991  39.98356444  39.96865201
  49.95823845  59.95777819  29.97732534  39.97953942  29.983214  ]"
"[  9.97953316  79.9856892   39.98192475   9.98903116  59.98907693
  19.96956313  39.98452096   9.97953316  79.9856892   39.98192475]","[ 39.97266828   9.98269624  39.97369673  29.97559553  49.98913169
  49.97744581  19.97986198  19.98941022  19.96795545  59.96475569]","[  99.94760708  109.96402022   19.97478575   49.94516998    9.98276397
  109.93959865   39.98318576   29.98751081   49.98059947   19.98125277]","[ 29.98708808  39.97188722  19.98563969  19.98591624  69.97042863
  29.96723567  79.96070092  19.98523592  49.96604092  29.98571966]","[  9.9837554   29.98348603  19.97869897   9.98210478  69.96498958
  39.97806563  39.98330857  19.97559896  49.98565934   9.98847946]","[   9.98062633   49.98098187   19.98578539  109.94229985   29.95371696
   59.96655002   39.96624807   79.96142308   39.97316707   19.98792991]","[ 59.96987077  19.97855656  69.96858938  19.98991085  29.98983379
  59.94175461  29.9612288   29.97267229  39.98317418  19.99244149]","[ 19.97910308  39.97943543  29.98260463  29.96927817   9.98004258
  79.97695617   9.98829122   9.98570151  29.96986789  39.9725641 ]","[ 39.98106336  19.98709551  19.98864573  59.9847817   99.97742741
  29.97289638  69.96345327  39.98448476  39.97212945  29.98546266]","[ 29.9703603   69.96689078  49.9844783   29.98547208  49.98375712
   9.98205127  29.97830846  39.98866785  29.98602312  59.9780717 ]"
"[ 19.97148552  29.96424303  39.97631415  29.95132075  69.97647829
  89.9592094   39.98069803   9.98515202  59.97449385   9.98903116]","[ 69.97054028  39.9548276   39.96799691   9.98487164  29.9931554
  19.99280513   9.98687809  29.99242546  39.95257548  99.95439033]","[ 39.97587718  49.98323661  29.97469713  39.97874936  69.97354575
  19.98715867  29.96496531  19.99144382  19.99012416  29.95413789]","[  59.94252447   19.98750462   59.97111099   29.97331412   29.98765812
   29.96046843   39.97233476  109.94422385   89.97966632    9.98521256]","[  39.98156891  129.94549935   49.97616573   79.96581433   99.96191889
   89.95084527   39.98402873    0.           19.97302004   29.96271399]","[  39.97385234   79.98037748   19.97161819   19.97027417  109.96728395
   19.97867248   19.96538863   29.97352313   69.94626921   99.96376411]","[ 49.97361505  99.92877188  29.98678512  39.990454    29.98071475
  99.9679446   79.95480788  19.98991619  29.98983379  59.94160348]","[ 29.98260463  29.96921436  39.98875504  29.96985827  59.9638893
  19.99437454   9.98335122  19.99010603   9.98522874  39.98875505]","[  29.970254     79.91040975    9.98233024   39.97006842  109.90143317
   49.96711375   19.980076      9.98850009   19.96786062   39.97847399]","[  9.98601315  19.98103042  69.9588858   39.97633595   9.98911427
  39.99326941   9.98515656  19.97471081  19.97812717  59.98331456]"
"[ 19.97689303  19.98859792  49.98016196  79.96042852  39.98429402
   9.98741311  49.97501369   9.98150436  59.96463304  39.98429402]","[  9.98912339  99.9529874   69.96986387  29.98985582  29.98349935
  59.96679794  19.98359118  39.98292589   9.98486231  19.97307002]","[ 49.98627334  49.96907168  49.98311525  29.98933977  79.9799524
  29.97633679  19.97356266  19.97382625  49.97156497  39.98365825]","[ 49.97645009  99.95305977   9.98168465  49.97909151  39.94017494
   9.98531363  19.98167392  39.98533883  19.97151369  59.9490197 ]","[ 49.9636747   29.98908047  49.96722781  19.97753069  39.99108891
   9.98216869  69.97631314  69.96534589   9.98617528   9.98890884]","[  19.98086178  169.95368253   19.97504516   39.95515971   39.98260021
   59.98265774   99.90969727   49.98702105   29.98562787   49.95779045]","[  9.98713373  49.98477648  29.97893609  39.98670449  49.9840001
  69.97713533  59.97573175   9.98967926   9.9863738    9.98914012]","[ 29.97765917  59.95924658  29.97833118  39.97621407  19.96872776
  29.97765917  59.95924658  29.97833119  39.97792874  59.98641364]","[ 29.9697776   39.97972796   0.          19.97580066  79.95146446
  19.98791353   9.98056685   9.98431377  79.96964498  39.96295853]","[  9.9889704   49.9725362   29.98488471   9.97952559   0.          79.94100331
  39.97747902  29.97047578   9.98459661  59.9282035 ]"
"[  9.98548188  99.96628532  29.98471038  29.98997209  39.97654477
  49.95826239  79.98305172   9.98548188  99.96628531  29.98471037]","[   9.98545729   29.96917899    9.98686386   69.96483726    9.98112867
   89.9629352    29.98852401   19.98000199   39.98893755  129.9459482 ]","[ 69.96349788  89.93234541  39.97584491  29.97937056  19.96709888
   9.98427827   0.          39.96737347  19.97972671  19.98521047]","[  49.97022658   19.98377808    9.98579636  129.96961247   49.97118689
   29.99080416   89.94679438   19.96838038   19.9704136    39.97653622]","[ 19.97349287  19.98100675  19.98454157  49.96685523  49.98720818
  79.97007621  29.96752422  89.98661114  29.98123711  29.98084489]","[ 19.98301438   9.98281875  19.97604809  29.98599457   9.9800738
  29.97486188  79.95332382  59.96779897  49.97262734  29.96933473]","[ 39.99050751  49.98405082  69.97713388  39.96975554  49.96259181
  39.97144647  39.95783894  59.96915359  19.9828973   19.96903941]","[ 19.97489418   9.98650415  59.97695431   9.98483297  49.98023918
  79.96040191  19.97485112  29.97483887  59.96777321  59.96275131]","[ 29.96790965  29.99219571  39.97728766  29.9653759   29.99168441
  29.98201658  19.97772136  59.96649598  19.98174381  19.98261273]","[  0.          19.97667618  39.98453614  59.98205821  39.97925476
  59.97723468  29.97660029  79.88051258  39.96502085  59.96169544]"
"[  29.99007517   69.95278694   39.98475776   69.97637418   29.9878776
   69.95278695   39.98475776   69.97637418   29.9878776   149.92141487]","[ 129.95819623   29.98237149   29.97784498   29.98414004   39.97716057
    9.98169929   19.97091369   29.9809811    39.96604825   49.98332835]","[  39.97407252   19.96723348    9.98269189  159.9325335    19.99260457
    0.           29.96998693   99.96115452   29.99370921   29.97795952]","[ 19.9848293   49.9638278   29.98584255  59.95605363  49.94658664
  39.98007682  39.99048542  29.97323133  39.98587737  19.98064588]","[ 29.97855633  29.9632264   49.98307462  59.96086997  39.98152782
  39.98295658  39.97969623  49.97550811  19.97392732  29.98846399]","[ 49.9758793   49.96210091  29.98190298  29.95755966  29.97323187
  29.97828277  49.96051631  29.97658595  49.98352633  29.98846282]","[  9.98305367  39.94932369  29.9812358   39.97128337  19.97466249
  39.98041744  29.98790903  19.96818118  59.97581859  59.96908074]","[ 19.9723614   79.94408637  49.97821409  39.97828591  59.97676835
   9.98483297  49.98027991  49.97491744  69.97484203  19.97469748]","[ 49.98073846   9.98819241  29.99140399  59.96702663  69.95292271
  19.97352557  49.98184381  29.97126431   9.98674408  39.93451872]","[ 29.97986172  19.970996    59.97157885  39.97702357  29.98405334
  29.96844764  29.98895148  29.9747753   99.9561672   49.97610227]"
"[ 89.88112566  39.96543382  39.9798252   39.97280099  19.98335642
  19.98303347  59.96725684  89.88112566  39.96543382  39.97280099]","[ 29.99412906  39.97310566   9.98257317   9.98343094  29.98416327
  39.97714669   9.98170351  19.98269807   9.98842052  29.9874724 ]","[ 39.98595215  19.98316704  19.99155317  49.97562746  19.97172272
   9.98454917  79.96215986  29.99127619  79.94172996  39.9729525 ]","[  59.98284716   59.97072426   49.98088995   79.94753968    0.
    9.98566266   49.97176179   49.99109007  109.95976918   29.95599448]","[ 49.98847041   9.98317052   0.          39.97807323   9.98463094
  59.96261276  59.96595564  29.96065066  29.98933061  29.98389662]","[ 49.98345594  39.97676356   9.98655375  29.97860133  29.96659728
  49.9715218   29.9575832   39.97732665  39.95913815  39.98069851]","[  9.98493702  29.98503473  49.98408588  19.99054513  19.98289694
  19.9690509    9.98305367  39.94939536  29.98217323  49.96418111]","[ 39.97435217  49.9682895   29.9607287   29.97229598  49.97263626
  29.99196707  59.95801607  89.96687197  19.96987633  39.97435217]","[  9.98186042  49.9663994   99.98477362  79.96329049  49.97629207
  59.94834141   9.9808517   19.96689536  19.96794712   9.98932386]","[  49.96891767    9.98657026   19.96976033   89.95337556  109.96929327
   29.98017472   29.98139993   19.96968981    0.           29.97180885]"
