rewardsSubIter0,rewardsSubIter1,rewardsSubIter2
"[ 199.88593893   69.92597189  189.84454079  109.93358064   29.9670028
   39.96820517  139.94220936   59.95857224   29.96264684   79.93766547]","[ 19.97607746   9.98176918  49.97507618  59.98262649   9.98214158
  29.96446248  69.94450919  29.98579933  89.93180495  39.95763887]","[ 209.91147833   49.97151929    9.98201118  169.9028929    49.92524435
  289.82953113   69.88340579   89.95122339   59.92694916  189.88436299]"
"[ 459.81041545   39.96889754   99.97018856   89.8874538    59.94723123
  169.91791268  249.77451351  149.94815965   29.98024475   69.96290884]","[ 59.96506845  39.97553347  39.98836364  49.98824467  19.97670578
  19.99353454   9.99053735  49.97593317  49.94085171  69.98032931]","[   9.98100608   89.90509216   79.93272054   39.97509124   29.95925894
  119.9238351     9.98817235   99.91060774  129.89687147  129.94430145]"
"[  39.92623527   69.89921375  119.96255921  109.88795505  139.91107868
  299.88099277  169.91720352   39.93613894   39.92623527   69.89921376]","[ 69.96947593  39.98833435  29.9838901   29.95828697  29.98626346
  59.96679504  29.96461027  29.99080083  39.97780041  29.9715686 ]","[ 159.9222382     9.98220732   69.92965556   59.93911035  349.83699907
  159.94603777   39.92891805  229.88402133   69.9165249    99.94644454]"
"[ 199.87808284   69.9287994    39.9615734   119.96385064  199.87808284
  479.79990712   29.96870693    0.          139.84244865   19.97256724]","[  49.96617804   19.96706794  109.96950596   19.98429211  129.97693449
   19.98876521   49.97191894   29.98627364   49.96285987   39.99042116]","[  99.89568163  159.90570185   79.8979083   119.93887736   49.92396914
  129.9029029    59.95402666   59.94195453   39.95555255    9.98080039]"
"[ 469.81319994   19.96881004  119.90743848   69.89979239   89.95321978
   89.97401552    9.98392176  159.92345654  109.95197232  149.83134499]","[ 29.97507253  39.97870335   9.99102899  19.97938194  19.97971049
  49.96912134  59.96359646  29.98763312  89.92779228  59.97274725]","[ 289.86596718   69.97397638   39.95580328  129.91454246  109.9377495
  119.88938119    9.98280009  109.95011939  149.88713473   79.91443815]"
"[ 119.91717521  359.81911299   19.96945667  119.91639134   89.86947825
   89.88525126    9.98842627   59.89333504  129.9350404    29.95340318]","[ 59.95524149  29.98063679   9.98392171  39.9756665   49.91426485
  69.97282525  29.97638091  19.97267685  39.97702358  29.96666927]","[ 209.93407495   39.9260794   169.88356817    9.97920329   39.93657402
  129.98235253   89.91413779  109.9352896   199.91167115   29.956525  ]"
"[  19.97268214  269.9339511    59.94626484  159.94555115  289.80885062
  139.92262987   49.94548064   39.94671579  459.80211803  129.92443211]","[ 29.98382351  29.99217533  29.98813069  59.97135237  29.98521437
  49.96818963  39.98407379  39.96562784   9.98440928  59.96214031]","[  59.96867567   79.92288045   49.91279464   19.96254656  119.88462039
  259.87017539  199.85275738   29.97036493  139.9116485    69.96292821]"
"[ 189.91815627  509.70884695  319.81069265   99.9440696    79.95413485
  249.83767941  109.96487598   29.95995777   99.95779895  119.89069384]","[ 49.97624374  39.97848262  39.96912893  39.97900111   9.98831769
  19.97156814  19.96728327  49.96925151  69.97788157  29.97134252]","[ 199.79942227  379.83123412   29.94748312   69.93046812   39.93120183
   59.94403699   29.96262496  229.92668451  159.87488305  149.9262872 ]"
"[  99.94705641   29.9601856    69.91318442  459.73242951  439.66872575
   29.95343802  189.92748649  459.79836854   29.97367255  169.84157931]","[ 39.96887629  19.97456296  29.9830713   29.98763697  39.96864702
  29.9855268   19.98318809  39.98150919  49.98536415   0.        ]","[ 139.88709141   89.92244466  329.84226835    9.98014087   59.96894056
  139.94016772   59.95416386   89.90439958    0.          209.918261  ]"
"[  19.97921215  129.82888934  349.80212872  109.94103173   69.96728598
   49.96401231  289.83994047  469.76785081   39.93504631   69.92904153]","[ 59.95394109  29.97606852  39.97078846  39.97991508  39.97634918
  49.98895494  39.98289545  19.98591396  39.98596422  29.99101222]","[ 229.8652369     9.98065048   49.94548175  139.92207105   89.93121429
   29.94611793  139.90516929   49.96156975  179.79484602   19.97990846]"
"[  79.96733099  129.93034745  179.90060082   69.95196496   59.94588315
   19.98285831   19.97020887  449.90122454    9.98658184   29.96741081]","[ 39.97518023  29.97612889  39.95806592  49.97638112  19.98765664
  49.97555843  19.97778397  59.98898749  29.99020733  29.9701526 ]","[ 259.78069497   29.96053007   79.93612803   49.91178649  109.9649201
  119.93948694  209.88665015  129.95686245   59.94780474    9.98055785]"
"[  49.95957734  109.94212332   49.96416236   89.92207369  569.77291801
    9.98187165   29.95932934  159.94337688  249.83146847   39.95027807]","[ 69.97602675  39.98005295   9.98075712  39.98884162  49.98557083
  49.97178108  59.97337542   9.98667679  39.96639897  59.94850615]","[  19.96805435   69.96047832  309.90748106  129.92168727    0.
   89.89885568   49.94683653   59.90991607   99.97013773  229.825397  ]"
"[  19.9669069    19.97429202   79.9033928   309.79324179  139.91074802
   69.94643792   79.92344213  319.90011136  119.92713158  139.91074803]","[  9.98291896  29.98127196  29.9873204   29.99053528  59.97729861
  29.97079364  29.9788504    9.98814992  39.98567707  29.97622505]","[  89.94436369   29.9646669    59.92791947  119.90813721  149.89700229
  149.95798919   19.97589097   59.95279183  259.82648267   89.94848343]"
"[  79.918676    329.89533973  129.81472367  279.8142906    19.97019373
    9.98131873   39.9626894    19.96979156  199.89713403   99.95113792]","[ 49.98028961  29.98065544  29.9835072   39.97118015  39.98819376
  19.97997714  49.97279487  59.97837978  39.97688469   9.98395712]","[  89.94604446  699.82008779  179.8667665    79.9494189   119.85165145
  169.93684173   39.9375944   129.90710014  249.85649973  139.91911541]"
"[ 149.84922317  119.88155899   19.96811708  649.77748914  479.82490151
  129.95696262  239.85511174   99.93804483  129.83059163  369.72224996]","[ 39.98363293   9.99047853  39.96899456  49.98274337  19.9947782
  29.98236385  29.99049933  49.972117    39.97140164  39.9832298 ]","[  99.92695056  179.94155565  189.84897446  159.8319764   229.83479958
   29.95863472  249.81234123    0.           49.94611948   39.94077261]"
"[ 239.81903395  249.78248519  149.95238926  219.83198684  339.77305078
  169.92328688   39.93124528  199.71168705   89.95310687   99.85358435]","[ 49.97137764  59.97289713  29.98943459  19.98673528  39.97710852
  39.97762443  29.9921467   19.97294025  39.96747319  39.99239564]","[ 389.88707883   39.95860851  119.91913829    0.          119.90165638
   69.9003199   199.87047131  109.91995219   69.92501341  349.84877808]"
"[ 349.79459156  269.89613971  159.81018977  239.91954539  159.88166948
  629.73781308  109.85884868  439.8162706   219.85317492  329.73033795]","[ 39.97143427  29.98357492  29.9815931   39.97494799  29.97259202
  19.97671753  19.97780405  29.9821855   29.98932996  19.9714056 ]","[  59.92738307   59.9583053    69.9237199   159.92148438    0.
  299.83610123   59.92336328  139.91662723   59.90526369   29.95077413]"
"[ 289.9004442   489.83968438  129.86200226   29.96637809  109.93539365
    9.98360876   79.94430795  109.95145302  129.88810606   29.94679704]","[ 29.98742838   9.98351373  29.98222482  59.97436296  29.97342494
  29.99201457  29.98611294  49.9865151   29.97988125  39.97619614]","[ 259.80256143   99.92317648  219.87526963  149.91510632  229.91054404
  169.83223486  129.92055613   19.96682206  119.93016557   69.9462546 ]"
"[ 189.85054975  359.83756293    0.          549.8343227   309.72841267
  219.9192715   149.89463139    0.           49.93385452   79.90253825]","[ 39.98505503  19.98861471  19.98333665  39.99185652  29.98477231
  29.95782522  39.98443442  29.97215265  39.97828302  29.98632539]","[ 169.81496226   99.90357378  159.90937646   59.93425649  179.92945719
   89.92849692  169.86832336  109.88282646  109.88193304  299.92232904]"
"[  49.93602574   79.89875121   89.90713505  319.84733227  329.84610833
  439.7790613    59.90590246  289.67324095  149.90834402   19.97200537]","[ 29.98710798  29.99079031  59.96184541   9.98575008  29.98601242
  29.99052352   9.98858284  19.97390941  29.98802381  39.97671937]","[ 109.90767491   79.953602     79.93557511  249.84956471   49.95888217
   29.95987811   79.90058116   69.92993329  129.9202973   169.89652122]"
"[  39.95666575  129.90064423   69.89908272  139.90039762  459.77349536
  369.75559222    9.9831917   289.87623181  129.78425827  189.89635811]","[ 49.98338616  29.97477515  29.98172755  19.98733415  19.99116686
  19.97103613  39.9794955   39.97506327  29.98275079  39.97440764]","[  99.92946753  219.90892712   29.97963978  109.8980816    49.93745622
  349.85437349    0.          149.90675193  179.90677981  619.80569007]"
"[ 439.77763923    9.98312851  279.87000858  719.70938001   59.91780899
   79.89103348   29.9634532    39.94408531   59.9462802   359.82911741]","[ 29.98888257  29.99257018  29.98131384  19.99215451  49.94475496
  39.97783473  39.98203899  49.96082375  39.98702045   9.98621379]","[  19.96279874  619.83135554  179.92020655  219.91516801  119.88774199
  369.8482748   119.87524258   69.89127154  509.85574522  109.91316772]"
"[  39.95449285   49.9470062   369.60795075   19.96536381  399.75379261
  329.82827434  559.78398885  229.84173096  289.80971228  469.8192095 ]","[ 49.98244711  29.98239708  29.98990811  39.98151266  29.97589319
  19.96960933  19.98987021  39.9772928   39.9783511   29.98274238]","[ 509.85008649   29.96091795   29.95150132  139.88659125  169.91498655
   99.91819916  309.81340508  399.84160072  259.89617479  339.86755877]"
"[ 289.87370613   59.91680263  189.92169981   19.97219825   29.94647153
  149.9070097   329.77450576   89.85885473  359.81627795  109.95543678]","[ 29.9795422   39.98907484  39.96969165   9.9823095   19.9946295
  19.98102727  59.93908796  29.993419    39.96402835  19.98130558]","[  69.92245788  159.92409013   69.9280388   399.79983669  109.94364981
  209.87669147  129.92434778  109.93469063  489.82291294    9.98629348]"
"[ 379.64529669  579.7162857   379.64529669  579.7162857   549.82550549
  439.82639114  299.81445379   39.93235368  379.71401418  129.85031487]","[ 29.96553648  29.97493076  39.9711576   29.98896571  29.9764033
  29.98485137  29.9818604   29.9744633   29.97181806  29.9794216 ]","[ 159.90105171   89.91001833   79.92937645   19.96903069  169.90753315
   59.93383425  459.7639498   199.90569469   99.90553945   29.96064583]"
"[ 759.82245905  199.9002604   539.87703985  549.83061466   29.95363949
  539.87703981  379.85086946  639.68503752  699.72943483   29.95363949]","[ 29.96191057  39.98399717  29.98475202  19.99163873  39.98348749
  29.98004895  19.97012399  39.98480185  59.93951254  39.98204919]","[ 119.85799108   89.93595173   39.94774544  309.81345048   39.93770959
   39.95824823   79.91807255  499.72883636  189.87936753  389.72272233]"
"[ 379.65616724  429.93256019  309.76345797  309.86778892  109.93271837
   29.95338695  419.81412403  479.76526274  379.65616792  429.93256018]","[ 39.97906079  29.99261778   9.99045826  39.98336634  29.98191273
  29.98794746  49.96967249  29.97699427  29.98519299  19.9740901 ]","[  89.93502289   59.91171044    9.98318161  349.85834025  189.92559706
  169.87301897  279.76882427  139.93478052  659.7595239   379.77040795]"
"[  379.83539487   179.80000073  1429.52153133   249.88024359   289.7251534
   479.85656678   249.8802436    289.72515326   479.85656678    59.95703403]","[ 49.98032969  29.98769435  39.98593863  29.98710428   0.          19.99186137
  39.9735892   19.97751327  19.9828273   29.97777031]","[  89.9412986    79.94313049   59.95454653   99.9242974    69.94328835
  309.61244516  199.93130834  139.85335853   79.92776446  219.8107487 ]"
"[ 1379.4515735     59.9583999   1379.45157532    49.9247359    269.79050454
   359.81017088     9.98236576   149.8453795     69.95461315   259.71272287]","[  9.98292767  29.97581696   9.98341771  39.97093711   9.98533542
  39.97282817  39.95291827  39.98438646  39.97559797  19.99424479]","[ 199.88238721  149.90905987   79.94675661  119.92733548   19.96558292
   29.94461168   19.97063866  179.91633528  169.89016221  229.91074607]"
"[ 339.82845961    0.          319.82546442   49.92626802  269.78769716
  359.82073946    9.98394942  329.91752541  299.92005065    9.98394942]","[ 29.98222882  29.98677418  29.98696748   9.9874524   39.97241861
  29.9867999    9.98828485  39.97858422   9.98770705  39.98510479]","[  19.96796766  219.81860023   79.88439744  279.8144081   109.93561393
  219.89852442   49.94882699   99.92309613  129.86772111   79.95511236]"
"[ 579.7845839   839.29901279  219.79786049   29.95697192   69.94686905
  259.77078398  529.81562899    9.9820915   279.72633344  479.82751064]","[ 29.99063022  39.98491354  39.97053677  39.97510556  39.973136
  29.98668831  29.98160695  29.97345929  29.99016811  29.986422  ]","[ 169.92105626  269.85720599   79.92767983   19.97055673   69.92769219
  289.85031738   19.96375077  139.90415302  159.90675983   49.94873017]"
"[ 289.86747215  829.52275457  559.8194638   609.79420898  619.57403088
  339.7579324   219.91263386  579.69621829  319.80618862  499.74282002]","[ 59.97904543  29.9872171   29.98379605  29.98844838  29.97095539
  29.98810891  39.98085226   9.99174259  19.97241884  29.95653985]","[ 159.88378912  529.7851646   199.88454092  279.86685343  169.90614065
   29.95863711  219.89438201   39.92731602  349.72011021   39.95132939]"
"[ 529.80377075  309.85265322   29.9598132   499.85408179  489.74840035
  379.69221719  439.76111568  319.83921841  349.82234597  309.76672176]","[ 29.9918709    9.98071558  39.97568995   9.98597845  19.97312999
  39.97353568  39.98516124   9.99194562  19.98061942   9.98247598]","[ 209.8384374    39.93759485  169.87231759  209.88970167  109.88529232
   79.93034506  179.87617525   19.97386005   89.92854948  249.86376558]"
"[ 219.83076509    9.97945247  159.88644564  459.72102085  249.87048623
  189.83704024  699.57364471  529.73949494  359.81631751  289.79981146]","[ 29.97871553  39.98304769  19.98761149  29.97221968  29.97603886
  49.96339018  49.96052656  29.97919567  39.9807006    9.99064762]","[  99.91019941   99.90586355  139.89232686   79.93182016   19.95896302
   49.94239637   29.95194757   59.94446484  179.838888     79.96261081]"
"[ 799.620865      9.97945247  509.69785977  209.78872402  369.78279166
  119.81092261  329.80093923  119.95963269  119.87329106  519.6472166 ]","[ 29.97884215  29.97656493  29.97996745  29.98332111  39.9813343
  29.9814447   29.97231622  39.97624833  39.9599853   19.99136232]","[ 209.8971505    89.93766198  259.88959464  119.89982643  109.9179772
  159.92076912   19.96613975  289.86622711   89.87506496   99.90656846]"
"[ 399.80441746  249.89461302  149.90444048  469.74349735  509.68781386
  309.89738508  309.82977809  459.76546193  289.7734503    19.97285476]","[  9.9914217   29.97846846  39.98077258  19.97229821  19.98904656
  19.96818189  39.97276197  29.98773157  29.97430695  19.99011649]","[ 109.9185922   179.90481415   39.95071686  289.86833445  119.89165429
  229.88816342   59.95892652   89.93031303  289.80802479  459.81656665]"
"[   9.98124723  379.77321324  379.61646471  229.78378743   39.93178779
  389.8073013   389.75973912  879.74796199  209.79651858  369.7802799 ]","[ 19.98109293  29.98873109  29.98595711  29.98128229  29.98440594
  49.97598155   9.9841609   19.99199706  19.97614644   9.98763823]","[ 239.85816644   89.93379509   19.97397347  249.78607852  109.94801204
  199.94638996  329.87461863  249.88347408  139.90101788  109.94095553]"
"[  239.76321163   369.80028825     0.          1079.35377817   269.75324959
   289.86593785   769.75867593   779.63133336   459.89110696   349.838493  ]","[ 19.98254888   9.99007217  49.96671407  19.99000496   9.9807004
  29.97687757   9.98689469   9.98346485  49.9611021   29.97336843]","[  59.91930049    9.97964905  199.82871587  139.92806693   89.92139492
   99.94038031   79.93161221   49.93130154  129.94570229  269.90012094]"
"[ 1209.56465314   659.73737645   179.94389592   349.88340397    19.96368364
   619.50840241    99.89395794  1219.61637438   329.85008146   229.81291714]","[ 29.98843856  29.96030683  19.98279316  29.98950836  39.97282596
  29.99188341  19.98248603  29.96412102  19.96849362  39.97973662]","[  49.9212229   109.91438032    9.97946039    0.           89.92562473
   39.93345075  119.92549651   29.97339271   99.89915784  739.74783543]"
"[  859.78195773   589.77522239   199.87573322   389.7970194   1069.61126729
   119.91156833   239.80293445   729.67737504   999.62705574   459.75155613]","[  9.98602974  29.97379017   9.98511633  19.96995322  29.98136821
  19.99487768   9.98793931  29.98923462  29.97938967  19.98932559]","[  99.90869553   59.92417952  479.74325952    0.          199.93208927
   89.93721128  229.83997127  379.80997697   49.94638821  349.74445612]"
"[ 209.80029276  619.74297722   59.92173419  389.83485304  239.81495469
  349.85053504  279.90577477  639.82278882  389.78570378  299.89698909]","[  0.          19.99203104  19.98992507  29.98781862  19.98434479
  29.98400408  19.98658187   9.97949695  19.97619978  29.97827977]","[  29.95431359   39.94123612   69.93387599  199.89988261   89.87574972
  149.89951169  479.81189373  139.89785179   59.9033998    49.92094899]"
"[ 309.90088405   29.94861157   19.9695869   519.84315175  329.77746897
   69.93530814  699.62610845  199.92577446  479.81774256  529.78042423]","[ 29.98197022  29.9910287   19.98046163  29.98729833   0.          29.99079036
  39.9877012   29.99299169  19.9946569    9.98302075]","[ 159.84278574  189.90288518  199.89435047   19.97633491  209.87152808
   69.93367979  509.67340234  279.8431851    79.93271971  169.81742789]"
"[ 339.92529457  219.87581545  529.89441583  229.92376091  499.69603546
  239.86105502  239.89682665  239.84844223  389.86593607  189.83980881]","[ 29.98708922  29.97749146  29.98982852   9.98400212  29.98000582
  39.97769014  29.97439061  19.98914917  19.98858895  49.96958196]","[  79.90531389    9.97970766   79.88991775  119.9108248    99.94431951
  289.80575148  129.89667838  209.82458816    0.           39.92807031]"
"[  459.77352925   359.77283225  1149.58490707   639.79841052   689.73056873
   839.71708605   419.7458616      9.98704088   299.9190503    169.92340815]","[ 29.97889745  19.98208323  49.99106226  29.9834175   59.94243184
  29.98070742  29.98692016  49.96299941  19.98996192   9.98669296]","[ 149.78313045  179.88878063  659.80545868  739.70384599   39.9408616
  169.8793333   239.83549886  569.74906241  339.88144977  209.92844574]"
"[   9.9812916     0.          269.8497406   339.7551142   349.84852409
  459.88108014  229.77937204   19.9776254   349.84605214  219.81605841]","[ 39.98488878   9.98145274  39.97743942  39.98052926  39.98414564
  29.98927381  39.97428595   9.98218176  19.98775831  29.99239778]","[ 189.92785647  119.92309535  139.9247726   419.81401456  299.84152523
  139.83082324   39.93945819  199.88968132  179.88946881  389.82140518]"
"[ 489.72354644  779.84062367  829.68185915   29.96114559  809.65406959
  229.91858565  159.85554437  439.78725179  689.68877497  559.71349894]","[ 29.97508942  29.97574021  29.9898092   29.99276836  59.97620188
  49.98011223  29.98529715  39.98196429   9.98044793  39.96941783]","[ 279.85756642   69.9255473   269.84585411   59.90885014   79.8942032
  189.89313065  229.89072862  189.90282225   69.91500798  439.76032838]"
"[  189.86496567   569.80181155   219.8686651    149.89746236   229.7930881
   219.94114321    39.9258198   1089.52789466    39.9258198   1089.52789489]","[ 29.98449424  19.97525861  29.98501672  39.97527901  29.98580575
  39.9726706   49.97489398  29.98738595   9.98707557  39.96517209]","[ 249.93230305  249.69263835  149.84931955   99.91706124   79.9180513
   39.93568916  119.91669308  189.93020743   49.93189421  189.87208771]"
"[ 289.8230189   249.80793364  479.77282593  249.80793366  479.77282613
   69.90313928    9.98181744  469.7132919   229.80953906  989.32364168]","[ 29.97676422   9.98095241  19.97703234  39.97631409  39.97181181
  19.99178075  39.98146658  39.98099934   9.98459322  29.97458184]","[ 229.87242393  159.8230912   259.85404884  169.91351163  139.88352263
   69.9052193   119.92140712   29.95396807    0.          259.76997623]"
"[ 879.6647068   469.86054041  539.695559    379.72378033   69.90193422
    9.98193904  489.64762609  149.89988413  199.84001326  199.84781768]","[ 29.98849955  19.98685261  19.98633528  49.964457    29.98206907
  49.97169356  29.98662287   9.98644294  19.98432991  29.97521261]","[ 389.78031496  119.91282595  259.83409582  769.75216717  289.70333443
  459.81209268  279.86996809   49.92202839  109.89979115  119.89232266]"
"[   39.93317637   379.77742072   369.76881321   199.85409284   449.8628257
  1049.64851665   319.90159114   209.83213741   299.93386588   149.92864273]","[ 29.98031118  29.97876364  29.9791021   39.97799221  29.97079082
  29.99189652  19.99447617  29.9911347   19.98422789   9.98878194]","[ 649.59289574  509.81947523  199.79993524   99.87738859  159.87013667
    9.97956984  349.73463608  419.84881719  239.8151471    49.93870918]"
"[ 329.79934635  699.57140479  219.84564731  209.84568139  479.81014011
  239.78236267  849.65341593  239.89079205  229.85027359  489.64771494]","[ 29.98963764  29.98880356  19.99079938  39.9817287   29.97472752
  39.97476439  39.98085269   9.98075821  39.98007434  29.9891863 ]","[ 339.7189789   109.89516006  229.86470572  119.86694557   19.97176903
  269.90248241  479.77137133   19.96949129  409.73488666  319.84762883]"
"[  179.8948798    179.91015167   239.8552223    849.60526165   299.82676035
   489.76318645  1309.24352358   489.74434146   959.73053553   539.67092054]","[ 29.98620593  59.97022792  29.98807552  39.9699627   79.98136363
  29.99310859  29.98422374   9.98622732  19.97803733  19.97715663]","[ 199.89423342  399.7162896   169.93003482  329.74090814  119.88300944
  309.76434524    0.           79.88028285  439.70645066  169.87802897]"
"[ 309.83803045  219.80723857  269.74921391  259.82138263  749.72136766
  779.61208056  839.51841679  989.48309782  439.83752329  409.77331294]","[ 39.97375028  49.93365527  29.97900987  49.95837586  19.98342747
  19.98747416  59.97475097  39.98846805  29.98985009  29.98440154]","[ 379.53208823  259.87749096  119.92212774  179.91059446  279.77854356
  359.81050912   59.90358889  139.8695815   119.88322574  429.84457327]"
"[ 1399.64214952   579.642884     489.67233153  1149.45309409   459.78424907
   209.83543528   279.80637853  1749.58630423   509.74047201   409.75563496]","[ 49.96644897  29.98946354  29.96865498  39.98143256   9.98174761
  39.97382031  59.99068315   9.98094827  39.97481527  19.99334746]","[ 619.45634935    9.98048126  679.83365805   39.93530003  219.81363001
    9.97936789   39.94667913  199.85646257  249.81339751    9.98158707]"
"[  509.79544243   839.40813202   399.84952548   529.51314689  1199.48178541
   429.60407067   319.82872968   499.70085691   509.68772711   389.83813628]","[  9.98409384  29.9865818   49.95785024  29.97582342  29.98855469
  29.97633606  29.99001141  49.98348156  49.97579142  19.98099448]","[ 629.6844639   169.88355502   39.93988052  269.84194919    9.98469466
   89.92618455   19.97021537   79.86403406  289.83016988  299.64365223]"
"[ 599.63610828  299.74686467  289.72040183  879.32605578  499.72563359
    0.          529.75388825  269.9149443   689.71763338  299.8946094 ]","[ 29.99114653  39.98236542  49.97937834  39.9853795    9.99149584
  39.98787157  49.97689268  29.98576751  19.97863092  49.97845209]","[ 939.66225327  129.8774318   529.78677543  499.70665662  859.59857639
  459.75534778    9.98083536    0.           59.91379969   19.9664051 ]"
"[  289.78165281   519.64038112  1399.46421716  1109.78555324  1199.73669014
     0.           219.77164755   449.72111359  1079.52330722   739.74294787]","[ 59.97354545  29.98224642  19.98209884  19.98542923  19.98201257
  19.98885538  19.98810009   9.98258061  29.99332809  39.98439311]","[  539.73971351   249.85999714   349.76544261    49.91595164   539.76890313
  1089.69176388    29.95798041   769.56037384     9.97999856   399.8342762 ]"
"[  329.81718558   169.905526     899.74313491   179.84283413  1689.41197356
  1089.50003795  1529.10162328     0.            39.94675905     9.98145368]","[ 49.97331443  39.98485116  49.97501489  19.97760018  19.99233093
  29.98971081  29.98228122  39.98909273  29.94862204  29.98509785]","[   59.93322133   409.68739489     0.          1519.32457058   109.8661465
    19.97179172   249.8404785    539.52197842   549.64525817  1049.75764236]"
"[  149.86769985  1079.56227485     0.           329.82366747  1199.34275692
  1119.47485577   239.88624838   829.67066752   539.80081713  1359.34343109]","[ 19.98085848  19.97382475  59.98238191  19.98705379  19.98064598
  19.97645229  39.9791178   19.97666084  19.97459115  29.98877688]","[ 619.75979808  499.55646232  559.72425486  409.70058073  179.80387909
  539.67504172  109.90525621  539.80820282   29.95411607  339.79792328]"
"[  939.67065694  1669.19057611   269.83708968   739.76704401   499.74082483
  1229.44178757   259.80339875   689.85830685     0.          1798.98418878]","[ 49.96353682  19.99238274  29.98013981  29.9931826   29.98974041
  39.98883948  39.97497971  29.98668004   9.98839381  39.97314665]","[  539.73655246   629.79353021   389.68746679   819.6785328     69.93859893
   259.91238923   409.69413718   239.82827652  1059.49065049    79.91550067]"
"[ 1069.75045927   509.65176055   459.75439447  1029.68486574   909.73650157
    39.94456529   199.85795284   929.70015407   619.68059237   669.68880742]","[ 39.99203689  19.97230508  29.98584688   9.98405637  29.98967743
  29.98726214  19.98218312  29.98937842  29.99360684  29.98776282]","[ 1339.45818024   399.63586896  1099.49681221   649.81997209   449.71582695
     0.           869.78806187   279.84482451   359.79452654    19.97665632]"
