varianceSvrg0,varianceSvrg1,varianceSvrg2
1778352.0945237232,560823.630468086,19496127.64051894
33944087.149572596,6331164.176040503,53033439.65875387
2042726.7154436058,992124.8626608583,29836826.702757318
2480585.6161979036,1664439.033936936,10004340.873221312
4308722.642081402,578870.9136437308,22584792.867254
1218983.1463347774,860685.268782066,10510144.325388268
1075940.1493533337,1936022.0008422763,115745594.28903577
2221206.379803826,4326564.715985041,12889314.102639638
1260517.082549725,1746210.4010920275,18361513.998556815
2428620.382373778,2010716.6519566285,16445175.811868647
1000370.5441072428,2355448.9787339983,9962361.627684286
3540747.1668449217,3850702.178386217,9693477.60702565
5364150.8695986485,4245488.052883589,23775977.547889397
11950945.135308724,5657644.751449093,41035040.41101894
16425855.201666849,5679284.3717675,34077415.30108353
4489307.808337968,12797141.302509926,19732441.36802977
2398884.168217274,6519912.610239275,25697234.779271998
1505110.7021009107,13403098.246265857,27396801.148820005
1769422.212582386,7247143.21175384,15972901.119910233
3245350.334450094,1606747329.6937726,11300455.10135363
1582756.9710966777,3142872.0672303094,20763583.108382493
1061101.044125987,10303732.459040755,54548675.08385559
4050380.0081916642,3260644.456592153,34548746.649756916
1962917.9482859315,4266353.200161202,31292457.649942495
5711271.606964561,12406224.761134751,16071536.746688237
1089546.9938420325,11662992.750284983,19572893.73392916
2384943.70325118,7399525.416998815,27655782.56734981
1699844.8733920013,3183557495.9869714,25386621.234669868
1859739.4375697258,3873988.2522121286,58743452.22918373
15433177.714559827,10987172.37565729,20569615.20155885
6330622.77103564,31254040.147417393,17008388.460285254
26101453.406903494,28820191.504045222,27109582.05239042
1639789.4226185635,57917364.12879887,8312654.1919049155
246926.50110231747,3150203.678326656,7797035.521080388
227007.5390834757,17726377.07581238,957762511.6977459
3155695.3394290702,12085165.403867371,36441097.77283823
266087.78924329235,15876579.594705112,40021145.89244339
2057026.7544763722,40893384.47830488,23890300.87789484
1510273.8695220544,3167387.243338101,39165457.14270714
302989.49474108964,55441645.8925316,33985261.371911116
342268.32576957595,10309746.356474383,46110338.48005041
347888.22595944925,15238969.505895054,24641170.273868006
333108.0703086882,45979437.87848352,19087924.639928997
2105034.2495646463,5596043.407931293,13858737.479621401
15449351.511405192,3849615.5781499357,8637933.038970139
825997.6606848548,11652159.605032796,22971229.019755535
462605.21277070633,13185284.34818318,26897810.34359107
548580.5520424593,2655337.4388115522,22457187.77949832
401890.2724123186,14443086.342869213,29416788.403992403
511016.92370304797,7318004.096150892,13069994.968309779
317743.17102857993,35456172.35113784,1765500726.7464466
315028.49096062925,8193446.295564474,2178057.0120149413
2115492.134277071,19136155.458789404,2443782.9381281557
2745066.4785617497,10335133.98946828,3972338.28424062
44534460.93797007,27521656.179777734,2408302.187970522
1666485.8818252229,16905993.54030578,2190937.548476393
1519634.3841954777,136871434.17188513,5458617.085574421
1521319.2614436243,44193511.78695094,2284352.3784380304
1676008.1133036045,2720704.370947806,2612119.2301954334
1761218.9491742707,1687367.1138787805,11808113.909774438
1438066.379176722,3093262.7963175583,2480620.2096264386
1343679.1841471954,3748889.59220828,7771333.621867975
1469388.4536795896,20565769.430365376,7143730.378006877
1555403.0196379144,2510309.9221656085,3748869.7540731267
1795192.2638628446,18380715.840497408,6745443.090122448
2696176.8097180077,3483033.4651318616,3411308.090032089
1781977.9339601023,1204528.9462673715,23104539.425530024
2223605.5517741926,33079847.71389331,308495076.6053762
1564622.2263494316,32671921.487711724,13870412.965650806
1658791.1303860939,1446961388.034958,3021657.758852143
4558274.143221587,28766290.76143733,4175708.1217660187
2544912.0428852644,801185926.786129,3218664.9352971553
12731856.371935265,123526335.82059471,3357707.080100506
7373565.751387964,16870417.98605971,3359912.8310393877
16568248.755085122,7122126.304128179,2974623.7123849457
11311104.575453922,10362006.704982806,4027400.690898887
13583508.283442609,30941246.66859602,2592577.43550051
13624066.499212714,142216238.32237488,12600804.817797441
14301985.787825633,1411872.515053438,3517165.5370335635
22016943.197248913,9145212.5844652,9739263.976538695
30089194.828696527,1616558.0803537813,2973170.648397385
62818652.719280645,2489172.3946989127,3341657.2637705207
7457759.002975656,2283223.9536316553,2725341.646608779
23783601.281798154,2210068.891592592,23042056.629409365
7650449.031521514,19948723.71852421,8435286.426998273
14947995.282442272,4388798.809574022,6129702.248932516
22679539.00888909,2373881.4166481826,5411031.995212847
45481543.6583445,7726355.125859296,63885861.95175417
3001339.25755261,25457873.007589087,12908095.087839428
5265305.439508777,8006598.198474295,180269145.08787575
19106701.770956453,14202405.920440964,49609874.57529062
4474084.05631509,5025426.288153557,11338904.310290385
90389142.8683189,4309403.918599172,62666108.35612714
189532222.14635575,42134251.75612619,16781379.19075033
115240576.14765625,29420777.732315466,14754447.303648045
2913511.0992676336,6040437.87817835,7533739.978293664
12886499.738022182,1688717.3612832418,9446871.343394712
3974100.4026386864,5014151.369623689,21599495.288410217
63000372.28516589,21362336.8243545,49149174.18759605
5167335.380929175,6112932.55923886,84216417.10121523
111153536.78811324,4131846211.403904,88669139.05415896
110710320.13694459,16595780.252477877,27215202.685013182
2830847.532769882,35381238.89042351,17528627.41484505
15941039.842579009,81973768.47019131,9987150.308461513
23773249.892535534,59843659.789541915,56298818.73592815
83870842.73787594,126581903.66131005,28598636.95138793
41911728.46260208,2693989.8426464093,11987623.283342471
60523022.46489039,5322950.204332129,9197371.009270739
154873884.94263083,6174840.360515673,10983402.065197166
109956781.44139057,2994429.5806940105,11163762.540008444
196856528.02712423,2764323.1865902217,57374124.58485171
50333818.42424655,8377808.596979464,7934016.824934022
106847878.00254671,4374809.265978827,9478214.25503286
100757603.02395977,3294254.6090967376,13924848.340504237
86369256.5941173,2361042.3186234958,20464801.400456995
62700314.53880113,12753149.661041046,11997042.061883505
85835010.21925338,2184695.548364836,16921768.34536188
79832327.67957433,9368405.364283144,25349617.96713786
143308119.69718784,7129475.262300476,25666015.516132355
78196302.38745038,2574191.176758128,30349554.82155668
175586895.94857115,3030691.16456431,63405882.315079994
38285502.12061166,2613734.0057720556,20454006.256028842
60795298.529515326,5911162.0734045375,27392635.63519308
43070163.95720211,2900594.9669793583,47511428.82439083
46527482.48856807,2571860.443037123,116277423.26725653
40258569.006803125,2664594.859630142,77560785.11314365
40498068.34240645,3078319.9333401388,72062771.9276852
54901921.43677345,7863702.302997038,326058878.0983996
86594313.85802351,3673504.984597102,44675220.21534766
39382589.40458642,4142191.9053264637,22457465.42350866
60736451.06296342,2638269.5430995733,23919032.51989545
43809199.49814467,2956441.728201584,173801369.0665208
45299376.35123929,6646636.046114691,277165226.89060986
53197994.64361994,2916090.011122714,29437739.506121393
50211801.156704806,23742761.316777747,70895600.52334219
33750182.11052542,7837964.781931404,63477222.51315761
30984798.901310686,7518609.603589165,114711938.16317753
30036323.651739717,10769968.215244748,86041550.55412158
50365402.04073874,7270223.208668999,69571787.67221302
31907416.5371807,16304379.608137585,105707482.99195342
32743048.568349015,6396628.507792069,39517407.493914865
37159234.04620886,9648458.113220949,38428946.53337202
26774129.38268137,16090318.737989794,49370107.24586766
35886621.0338511,3437860.2690742696,11361359.64106847
37158830.71666161,8196831.442950065,13276148.87210146
37867697.182731345,17294570.29574446,16228124.740994003
88660551.91553025,9093878.933083067,12698540.773596052
33287094.007008813,8263627.9474207815,10441761.792569377
34740802.18228063,15608598.546304623,18202593.830443546
49799555.487102084,6175892.786463691,60392633.256980285
45163949.53101136,5436852.5477800835,31115694.317118637
30478863.594583835,2619635.2111401046,12957470.930254068
56335530.639787376,2674378.1641474944,11788290.682930684
39341612.71084466,76575696.00261582,18985368.40252103
44755940.8643008,6126326.914520973,16683162.114989739
58924335.353355646,2239722.5613354375,39697657.75961328
48691258.22687934,2525546.9643719103,12837901.8692952
52095810.014510944,2625239.610359931,11876579.96487141
62933331.05980489,1987598.89584516,19665761.599744014
41583428.758031525,4545177.5794104505,17625666.733872272
30862831.675567947,2128943.6349684126,21604338.554622054
6851092.28685205,3552244.5933162356,10881510.285687674
5640851.3714209,2069219.4359545433,1622876122.249269
18634817.50793785,210073044.48425502,9230213.189006556
2692477.729894497,1726941.357561253,10241029.258363094
4693313.965842774,179657235.00771698,655671478242.171
29641397.385896385,8526941.742189819,1941033.9461192545
65079671.50617869,124229610.40611193,2218844.3906191825
1791558.2438160833,11101047.290560147,900680.4179054856
1873019.5936778453,2761688120.277746,1010110.0690865031
564813.2873817409,4176399.933445366,1316954.3343074438
784474.0146619135,26554556.136912722,1741380.252258007
17539739.73369546,1197860.6709982054,1013107.8710008422
498630.81548590516,1677753.6145212948,968400.8973501239
630329.9296533624,19465540.86826488,1267198.223358911
313981.94682713464,2310230.711947306,1132975.8326358746
464522.4951076694,1040059.9045647604,1112086.9714110165
287144.32835820474,524816.4933112527,959505.5282445429
524073.75263006956,2351057.8351501618,1497418.8765356187
885023.5097630564,1227207.2884971239,98426253.4285461
2235823.719461767,1107546.4535711794,18192347.5410991
595946.8424847308,1035529.1050337051,200222.81977321248
395258.5138693075,2524429.968376507,4326338.263132888
596720.6568194224,1391268.597355444,5790913.690071831
14705794.066917088,1361523.8682057022,512875303.57554144
178537.896125615,1921304.0091738014,536173.2955804975
239897.68824442703,7278588.787712628,2921394.9929398145
282543.64593360864,807315.2681880962,481428.74867988995
886567.4698230901,6067443.441999006,84903749.28505567
2283673.4379011644,1663096.0797645978,198874.41196275654
25902132.531157065,4016713.178171298,242859.89771685397
340468.9363120427,1784717.0508997492,22396123.933272023
648935.7946636602,2544018.638012874,655688.4203763355
770325.8162829388,2475971.4361012205,678000.5885043434
12109880.987135395,2214064.3043021155,1382429.87693795
789569.1578258993,3637071.7290326986,1143557.975641425
968904.0758521846,5906285.940308945,652085.5974116882
491505.7621592672,2721410.3854036876,1198701.0872644242
9540642.688561503,3178986.7908250038,758046.731910658
369170.3999394984,2988007.3478829237,4958024.345918147
253964.43460842306,34634621.208677314,673040.9086200969
493326.5120395346,1768709.8197812343,14788592.761697125
282973.49184178817,567064.3677514133,3046248.012104801
297194.356850361,1979541.2841632187,696097.6615161919
766004.2128693016,547737.547309315,24699693.55142158
6910723.018758062,594375.7154043005,1995487.1170205777
314926.5930262618,484374.07601920055,231259996.78368387
1297170.4319373432,13666571.047373125,267932.81847035006
1033158.7195952834,1313287.6897609485,719144.85070555
279900.6306352001,499304.6768468171,4999702.30934952
2570697.530985025,513442.5518105148,1296799.2643627734
269962.76862566255,469126.4843794029,15102514.367093204
295314.0819516761,515981.4958247852,2090720.1947723387
168899.56990922414,27838168.13719519,1407550.279781077
714466.0386632746,1282866.8631236267,3866301.696418602
727856.8280329497,399844.90532916365,8057752.568837393
321728.6068674582,1526459.3806515438,1197729.19586549
483194.42541172146,643198.6586690024,2144512.652861334
7124942.0036451835,684933.8718894977,1593174.2020886866
138656.71431389422,543108.7115553139,1114607.3842883343
131341.75381616876,836508.0272154808,1351309.625535318
776655.2595581556,429549.408495709,1192134.6716107575
836088.422274336,404947.6313685401,1159411.2754963727
479515.1640769476,413360.5805990779,979922.1500353151
544026.7962346001,684150.4784614375,1800718.7674224232
8635192.697351834,664096.3067137944,1300038.3850093996
881223.2695722656,442066.9422956661,4550490.2500253115
703418.0038246814,493597.33085579507,1575067.817393876
572284.8017920331,805165.4666345924,1326373.8544223818
1803353.3998906445,492033.827191147,1099402.5121746352
5682983.958832894,16423531.98783955,1131264.7463529771
415084.13229984575,1342017.3424256034,7036408.3217745535
814409.0708779598,204853.18324931632,1939715.6334848697
3259360.55516665,236190.1001938468,1756616.4454253537
11477278.038538383,571212.123599504,1492103.4020492563
585765.8914909579,7375676.964583727,1259614.180834236
624031.7047886541,82943.2979077134,3494868.9015915478
1805283.7990085222,165372.0074595454,3207060.957529369
560061.7234330694,1475380.3156549395,2802818.6193921617
573593.4658843075,101116.31568852197,14556247.186185086
986532.566550079,97467.4853122957,3270514.844832889
1313522.1792415283,121713.1134436045,3728572.922864318
577091.3364468579,210528.4964121924,6562047.125687632
1842845.0557662684,288983.39613847947,2352877.9780033426
882168.6760282462,92470.16554732845,3774905.6076922584
3446231.6276589297,1057775.6862915016,2572720.789039163
889258.5057466205,1490397.3986593212,10332422.778625552
615953.9365938903,150079.42137432794,5117834.876703236
1205102.2093291043,106180.629230243,3585149.674242682
3494349.677028658,344282.00157023227,5363704.9431389915
1735163.036969467,499409.2232217842,3155204767.6160774
3081044.231677745,58476.31294773489,173076024.68559533
7440833.741562129,3498232.3210884877,180410765.03399962
1258994.0853397225,118709.06052839458,7929867.0520446375
2306328.1094332235,147532.30235411364,16085978.669200456
6123059.130339642,146832.3479935097,35531825.36509308
12763760.316392958,153449.38078664223,18320291.175959203
2078372.9138059393,409461.9334403796,12499244.095332058
7118004.391853684,216550.008456118,87757540.96933557
17628133.912605397,319725.10936297034,7110548.108289912
953253.8254672596,614328.2076315881,8226327.176927457
1136866.66486555,4642777.162018353,16292962.713685662
859717.3887188935,387713.59769350005,49680966.24972026
1130177.837253321,1494535.8723997362,8108732.967732433
3401356.1021607476,171111.28451944055,84035006.38702159
888918.4784006218,231231.26621991803,14646327.558278617
6965298.291554886,355781.77623199753,9223744.746216476
1195418.9249722916,2245684.430815897,7879542.96792504
1332387.9769192385,329616.17109543795,15946662.798178917
2770087.715050278,144294.6687841089,12988275.303031372
53195018.14674865,409490.2970228961,18515407.08537828
4235227.169630433,598140.8180184538,5043210.775945852
395738.78043596627,491370.4160284406,11011168.519608947
2065091.7479860266,329806.80052050285,9636546.161423609
1279307.188623909,14638852.779207457,10445679.370328635
663962.5635453444,704736.7720112709,12798767.737796713
1436845.4471002133,557625.3074071598,10556246.154931325
623455.7985305354,894785.7433037473,11472390.561232848
357501.8494977384,674879.3253140806,10391227.94940677
411445.81397798593,10378947.192826007,18254066.023896884
399551.11683758727,322080.56247362104,14074074.403062101
5507461.513415308,1808732.0279448235,13386812.931800127
499351.28579442034,717561.6350907265,15073883.896465832
318885.4898704771,239725.85810942244,12004736.088428747
19802359.203271132,340367.9339614904,18138987.949677333
244436.47123778795,378834.59046498634,12458149.017808225
21375217.575081035,3099318.962888116,8010074.0243064845
5743857.882396521,19226256.230468154,104292365.25319976
136782.66281248743,10391912.178763144,36030471.515140966
470758.1002874771,278956.12962625804,16370860.5022535
297128.7443629053,265476717.33636123,17961781.244987994
423927.61111045734,667468.3808326386,102950816.71471724
319626.9673260262,308411.46880030585,19854484.723977998
17503002.416637477,367588.5333221327,17622743.44870403
238213.35423522283,1145908.8891871118,108152363.93009946
218444.40753764965,907962.6833308862,36887813.71300695
281131.57005305693,292442.8668742602,10855316.269459328
185168.341060054,309747.805801411,54694636.24273251
318152.2084169545,2550245.802805013,182301729.89522517
1038193.4164774359,325966.6058435883,31077811.465665706
790429.4383768599,1098118.9361350378,15642307.52078948
620205.1128927653,660284.1419332908,10260067.573479805
2787090.138583214,35121413.23132039,2856290.1328556384
305483.18442180404,36715340.39451995,2861107.972775249
9108472.488472097,159749.84786142502,37400542.73569787
125642.45779318467,784891.9177017804,896878.2915914704
143345.90309383572,390096.1992408213,2370725390.8469534
1093645.9861572636,2254257.116473946,633874.4202566607
244233.52259201353,613391.9530461683,770111.1568958145
586827.0406245387,408218.2769437278,1591371.543118685
301296.96612252906,308578.9887207841,439160.2931459221
253624.83587712955,283140.3641468753,574320.1725578343
379526.3611979624,339521.2047759725,609260.4290798199
212712.4081740197,247276.9919606169,8417631.820872871
521760.0571155024,216838.4030607408,3148025.54422444
598258.5742614787,1296685.1134136391,287956.1203793351
1309089.5173030638,629181.3825492194,713410.3458611034
1189930.489524852,372217.71951116633,1049493.440439158
568548.5711518889,735936.6346843878,30224822.68940702
127471.68346236188,1799024.1225242964,343738.59919066844
63139755.50113887,2700562.1284701545,1187131.9331440886
888072.0847648409,315541.27380510187,882366.8180954361
2290033.9698446407,275204.8070006529,3289563.4801015547
2156401.601728304,544708.3833905347,2613280.0758686797
889800.159213668,568273.8951975168,202402216.5984521
7297918.171440108,768990.3644971107,10089878.308475133
912746.5994471838,318537.9878224624,6724711.420837532
368606.79574055097,872650.322464765,8568043.199052028
2914697.6468199743,767075.2453803928,8891286.77383053
516670.00511829054,623528.3603994774,18393973.150433544
1187080.470246835,876861.9507824285,23897801.550176233
424339.10996324907,700982.0307093443,69797799.71317333
470622.40281555185,382158.87868943636,5511917.933429374
380843.1331923083,4284786.834800674,6171947.359105492
516326.03267964505,1095120.5287314078,5895709.499836694
404916.3253320953,825131.0140739382,10452381.030496348
330458.4034755413,3025759.3872773997,6634293.666172561
399365.8087028987,1119788.0969439757,6909479.887807012
439199.0001088223,404557513774.8158,7420839.878499928
537403.2375406215,207713.75778205058,6518492.295108985
2229289.0717763724,598862.4315726316,10727648.595843012
596508.6704172464,350720.68831081333,16578032.945249908
570367.9059503506,191422.00816489,6476721.827632338
413312.4392224263,291773.25118773273,7498039.539949128
604241.7220617763,404078.4977602743,6824529.539335812
1098221.3664148739,13271935.14100185,15082449.301959723
1454505.7264340504,354413.2842977626,8887927.987981204
1266842.8574612644,929862.8277758373,6511206.767478935
808730.2930738608,205957.39119221986,5701456.609840093
793568.49908781,238281.1801746412,6777464.105637738
508940.72885968105,524270.59946969006,10582518.496249625
2391686.870074315,789589.4540299404,7492505.779108856
1322964.4736910926,2419643.308974263,7278721.321944407
1136265.4570855075,204592.63977466943,11803146.4464598
6112660.109873231,2093864.0966057035,9070894.603099173
2297028.5744586396,238338.37830839842,11122067.214859366
3668190.124840314,333295.54645810236,25659593.685984164
17513470.86778965,246837.6934662411,18286848.166939083
3986461.4031875315,2218761.258602089,9474767.798959097
4425913.181120481,263687.47132920276,20856998.366904754
15526347.558913417,173055.93398959097,22996223.785578664
3316687.8644832773,1679235.8558828363,59307731.98398499
982900.2562347634,201871.5305923076,42456938.54484234
9038865.43154379,194052.55773913418,58337532.17462089
967052.9456012121,248330.83701951636,51761021.88473426
1707448.6310272922,200925.92436461107,46271429.54960153
4958121.797148672,1991550.9582415398,54017081.524517536
1041074.6741513284,3053079.564741026,41212035.19969511
1066280.8221359155,134711.03315543476,123124524.26084375
1122366.800857694,6006442.819166344,13866108.36105306
891142.3664118235,209233.09824448483,155896032.8935662
992267.3512256324,210228.78286890945,33324429.781980768
1258549.2973781624,5566101.995137977,77487624.7233466
942985.2841414895,1788570.104215993,57688329.476980105
2636021.7894743322,381342.44741140085,23924986.847197432
858697.008180104,288293.18724224897,20527111.754335664
958650.5780843027,190598.61843589833,298476810.07687527
920802.6298046451,409048.8494500867,24005178.836383432
951053.8911728095,351077.2559108931,174070775.92564505
871671.5767045224,432734.2576754746,23448315.623489585
2638399.20344827,506747.06224469387,35299732.52468094
61658233.56933499,354575.55391634884,22412602.658122778
32099432.738359902,427413.09037258965,183184441.72567055
657591.7495309664,247318.83420167878,11333825.932901952
2913706.560051454,304537.3201432584,6921442.807295751
256685.8276026222,6747984.837554462,4810427.009534206
606904.7275171007,1587998.934252078,48713197.299254835
762957.184915697,1215349.8809379693,1570975.3474231632
728651.5299985069,1328863.325799304,2845329.7048642854
2379118.5743521824,1177862.5494573175,1558080.6841980657
1287824.551416538,1227252.3493744242,1022531.8935123736
705220.765255304,1195415.6077132414,1023701.3460248187
915041.4770226367,1206494.647131878,2234876.229884131
1781273.98263061,1194356.2258269265,7504850.329794889
2714964.5175970746,8286068.354246616,817851.3419238038
873345.0921868333,1183890.6022745615,1518391.0674586887
874471.7012864188,1209063.0171343249,798604.3964500695
771264.8224226166,2488629.2360459035,1198222.9494213862
1000554.8903869211,15837682.677085275,855115.6453068759
821815.921300781,2106664.3928006226,3311564.871471366
789529.5408909512,101471080.7990582,12200973.209374454
3606868.425097146,20949509.452127963,1522281.9804705605
781233.7274769649,3560109.159524671,853645.865262233
771555.4155964071,12370184.915542683,3014709.8707789406
871674.9251915477,2747152.9798308117,961826.7459261604
946803.9265349894,3230570.6076998757,910786.3427824422
1511513.3717154695,3325978.19331407,1623027.7904456458
815433.3565480304,2610721.659266741,2900187.998111576
882868.431691498,3068318.9979217835,1015084.6337139927
885537.4715115718,4041986.886654731,938788.7320005235
755980.1607551563,3268664.375931722,18827105.392063543
800275.4245673977,5334083.906361704,299248.4654068112
886628.2948628871,4658989.378287599,686276.8991866595
1415526.9394875006,3806179.743209136,810925.2738365736
873324.6330058542,4812141.64706123,13621267.306738187
846026.7646502713,3158598.871687145,557334.799575888
18268484.468781233,14030983.116768181,425885.64032868214
958110.2005406988,3120510.6343085635,467933.0766000058
1020120.1957209255,4114768.01899778,221908.75397643895
43407054.293546155,6513592.8872843115,875609.2874110055
775740.9568548308,3079772.7236927766,622997.3237872594
473430.1233022585,3160061.2062192387,317697.867164068
1285029.426891018,3847700.622852189,15396967.867124647
441515.7513445992,7575226.872127214,798067.2962300878
3672439.817873028,5918138.430575423,352365.63710779545
1879247.2441705756,5444952.820372583,392837.3553787838
1065294.5624643709,2047045.829167303,3059334.614208386
