rewardsSubIter0,rewardsSubIter1,rewardsSubIter2
"[ 68.78065987  46.37909635  30.35004493  40.70008584  30.35004493
  46.37909635  90.54790109  46.37909635  90.54790109  90.54790109
  30.35004493  90.54790109  30.35004493  90.54790109  30.35004493
  90.54790109  30.35004493  46.37909635  90.54790109]","[  68.6408612    46.63442166   64.49933414   60.58859538   68.37483536
  108.36423171   75.90930463   71.76452359  125.59445496   66.34106661
   62.0179014    86.24645277  118.6963926    96.53656189   41.26575444
   75.90930463   56.87984848  137.42316483   43.31572212]","[ 149.70299929  102.43016185   73.02347625   85.55600901  104.76855741
   47.47428185  100.27527123  105.94446584   83.18533967   84.74271366
   97.24164553  110.81621745  103.48778473  113.68161642   83.56157529
   34.07350409  122.15384117   38.42881347   53.11756998]"
"[ 37.74556993  83.46651927  83.46651927  80.89095941  27.43607573
  37.74556993  37.74556993  83.46651927  37.74556993  83.46651927
  94.20177448  27.43607573  37.74556993  83.46651927  37.74556993
  27.43607573  37.74556993  27.43607573  37.74556993]","[ 128.01548653   88.88336848  110.25614164  120.70248991   99.6503354
   72.23699067   80.28264539   92.02764624   87.87827811   79.67557665
  109.29600663   79.11481383   76.42615472  108.54790196  131.87837715
   76.24638515   48.26322677   87.87827811   90.19785425]","[  81.51275969   96.21319967  136.85926812   46.73523811  131.34879748
   88.1098919    78.09138454   72.98472471   47.41397186  121.10490868
  111.51969633   87.09431178   79.38540535   43.28681396   98.11766022
  111.13094359   77.97050936   48.55024867   80.39866653]"
"[  78.06844153   98.51972384  108.3559761   125.64128301   98.51972384
  108.3559761    78.06844153   98.51972384   98.51972384  108.3559761
   78.06844153   98.51972384   98.51972384  108.3559761    78.06844153
   98.51972384   98.51972384   37.67782482   78.06844153]","[ 127.89148963   56.29415628  144.28739246   84.72659567   30.35793165
   87.05568378  139.66801306   99.29694444   72.77980009   91.63763607
   86.07923964   92.86839897   78.28892298   96.60265488  129.4625954
   92.86839897   82.34223071  119.78577625  105.58074661]","[  87.22557917   65.7542115    65.52161487  143.88369586  144.09082558
  113.64448686   81.37030397  137.16212904   90.32813018  135.33200828
   82.90469074  118.69146803   48.19778657   78.04092323   88.15565471
  100.99305978   74.68234776  138.58437813   75.08174606]"
"[  46.76327283  114.34310963   46.76327283  114.34310963  104.16223047
   37.13739988  114.34310963  104.16223047  114.34310963  104.16223047
  114.34310963  104.16223047   46.76327283  114.34310963   46.76327283
  114.34310963   71.42967851   46.76327283   46.76327283]","[ 151.52537807  104.45291901  131.77413401   88.92689957  104.70880131
  119.30933558  140.1900016    64.1347156   102.61477796  116.94688394
  123.75113928  109.86906748   75.64540234   71.48158593   58.87423505
   66.84599576   70.74116565   75.64540234   62.82511785]","[ 122.00077429  112.77331344  148.19476182   40.80690717  144.57387345
  107.20426883  148.19664123   41.10350939   91.83087624   72.22382599
  116.26673781   70.06451782  102.33796182  138.01779612  107.16152066
   70.33697652   59.01091967  122.75020974  131.48449554]"
"[ 115.52646414   80.22687048   80.22687048   57.66636207   57.66636207
   80.22687048   57.66636207   57.66636207   84.32163885   57.66636207
   84.32163885   84.32163885   79.92329778   80.22687048   57.66636207
   80.22687048   57.66636207  115.52646414   80.22687048]","[ 142.36377132   79.47331151   86.56267169  103.08994647  138.11465111
  100.54315589   86.78374866  108.21484713  138.67164177  102.31264028
  104.42949932  116.24710553   81.47672169  120.42047521  108.96092729
   96.1322774   110.07696553  100.79806114  156.38177863]","[ 132.8811588    32.21383134  108.51709972  127.89884626  104.37472464
   52.53698603   70.17893058   91.23603571  139.6978297   118.25690379
  120.95550525   95.16437624   83.49420014  127.68743554  158.36070986
   57.07775029   63.12425561  106.67924633   36.44657411]"
"[  59.42012323  101.44875465  101.44875465   99.74128708   59.42012323
  101.44875465  101.44875465   99.74128708   59.42012323  101.44875465
   99.74128708   88.70131039   25.09874767   59.42012323   25.09874767
   59.42012323  101.44875465   59.42012323  101.44875465]","[ 133.96819417  116.1163074    86.28323841  124.77816258  117.0290047
   39.33618196   41.0494705   123.21214813  111.69141676  153.64526625
   44.60985987   76.20123118  118.44117408  138.29679724  138.17623115
   82.06972629   98.08856322   78.16156089  135.34431584]","[ 127.2531646   110.55035723  106.68388701  139.98794192   45.85481253
  148.37985272  116.17610039  141.33314103  120.52158226   67.36266268
  136.55424083   99.84793069   92.0708463    73.6150242    71.57888381
   89.00302178   49.7335356   112.18950048   92.92532672]"
"[  50.70827697   94.51614623   98.13232558  116.25470751   61.25300167
   50.70827697   94.51614623   98.13232558   50.70827697   94.51614623
   77.54855436   61.25300167   77.54855436   61.25300167   94.51614623
   98.13232558   50.70827697   94.51614623   98.13232558]","[ 121.90349136  126.22544555  124.10169548  112.19460622  103.73533851
   94.97799455  149.93307262   77.97220539  111.76029193  164.62607654
  118.74952559  152.94085571  127.56769562  113.00708644  149.82942825
  180.97639564  113.371549     98.98983312  113.28771937]","[ 138.07872533  138.83949082  120.74535295   76.58033614  125.97770196
   59.32559162  112.48860609   83.23230986   88.32605694   72.87331665
   72.83435838  102.20294355  111.41910463  122.85217974  148.15911231
   95.14503889   56.13531507   86.77613054]"
"[  77.78475372  105.30683539  121.23147236   77.78475372   71.95147361
  100.06258401  121.23147236   77.78475372  105.30683539  105.30683539
   71.95147361   41.82873839  121.23147236   41.82873839  121.23147236
  105.30683539   71.95147361  105.30683539   71.95147361]","[  99.36255243  127.34557357   98.76432894  161.52798143  151.62830426
  139.81208943  124.96495487  118.6936373   135.91511274  160.59017403
  101.33442156  140.407932    153.27345305   57.1197762   110.76299592
  134.24471612  128.10688139  113.53598562  137.32224096]","[  90.12209238   52.2586675   136.52690246  143.56329451  141.682804
  124.75248349   48.67689143   54.65916696  160.6313586    75.67508722
  108.83845375   91.41631379  -14.17694623  109.70835369  106.61553096
   89.28150223  129.50921436   99.20691817   45.46842409]"
"[  71.27621777  106.99676922  100.5697743    99.63167616  100.5697743
   99.63167616  100.5697743    99.63167616  106.99676922   65.34070767
   71.27621777  106.99676922   65.34070767  100.5697743    71.27621777
   99.63167616   96.69711237   65.34070767  100.5697743 ]","[ 123.05950968  116.81148566  106.01571013  102.01913814  127.21813123
  156.19428884   62.3127917   127.23905629  104.4411177    62.3127917
  148.89765008  139.07549642  116.81148566  144.91870438  135.59852485
  127.82376769  148.83528907  129.99551752  133.49814659]","[ 131.20327108  121.97032771   67.41493027   75.92579327   97.44090193
   69.42799268  138.21461626   96.6409889   100.02847224  136.10013576
  143.753255    139.46649645  122.38450863   89.67545178   80.22830113
  133.46253005  140.30392463  139.97771053  113.80005448]"
"[  83.40802148   65.61690995   88.69649242  120.60866395   88.69649242
  120.60866395   88.69649242  120.60866395   65.61690995   97.01803773
   66.79915101   65.61690995   97.01803773   66.79915101   88.69649242
   66.79915101   88.69649242  120.60866395   60.09523943]","[ 133.16799074   99.59145292  115.04330558  145.42871458  152.83350046
  155.55644654  126.11081399  124.12732924  155.9439976    91.21511455
  133.16799074   99.59145292  167.03196157  130.60919436  102.95129992
  154.33235342  124.12732924  163.08432793   96.06157014]","[ 148.47909346   87.14700006   91.04271518  101.0091117    29.87245778
  142.72294167  103.53188068  139.80721895   69.45512639  111.27208217
  117.1899361    49.95857609  145.5258486    88.35705724  113.49851571
   68.25321545  141.09523078  113.30494573  108.91398869]"
"[  84.75724535  123.7107644    89.53067677  123.7107644    89.53067677
  131.96203833  123.7107644   131.96203833  123.7107644    84.75724535
   74.46578951  123.7107644    89.53067677   99.74831059  131.96203833
   74.46578951   99.74831059   89.53067677  113.5123587 ]","[ 121.42033785  114.71157604   98.27733707  154.46341747  162.95469316
  165.50005405  157.74787982  165.76923112  165.50005405   73.53618227
  166.84166768  151.69805836  171.29333427  176.19776617  151.23634117
  169.15816497   98.27733707  148.36430281  161.50498279]","[ 138.57293332  113.97657378  154.96825889  138.94720912   86.51529287
  130.67877622   74.81170146  153.04607417   40.0900047   143.44708508
   67.88191859  135.81306884  153.24645526  179.25283572  107.11992917
  109.15168958   70.85642102   68.39731952  139.98527578]"
"[  74.07244039   89.85376331   76.07149043   74.94015552   76.07149043
   74.94015552   89.85376331  111.26607387  110.51724673   71.25755286
   76.07149043   74.94015552   74.94015552   71.25755286   76.07149043
   71.25755286   76.07149043  111.26607387  110.51724673]","[ 164.42219443  164.08024529  141.41163016  160.45092037  160.45092037
   63.85771476  164.08024529  168.37293807  156.91600009  203.35376832
  152.26987711  135.63929345   82.10056986  138.09885101  136.16945763
  177.92123325  116.32248441  203.76711215  170.24832605]","[  81.0603377   129.42675202   69.94344538  151.43096162  120.40488718
   58.12375818  126.6433116   138.22157731   58.73802662   65.77107907
  126.37696176  122.80298422  175.30661309   90.27953439   48.78687132
   96.47961168   95.02426157  142.91174331   87.34486497]"
"[ 82.99201089  33.76197644  82.99201089  70.84526443  66.12757096
  94.20377085  82.99201089  82.99201089  33.76197644  80.73353912
  70.84526443  96.65327908  80.73353912  94.20377085  82.99201089
  66.12757096  94.20377085  82.99201089  33.76197644]","[ 169.1607576   181.12491689  205.19449482  198.89103783  185.65536689
  146.82904477  108.72427504  172.24747477  151.41781975  172.48182343
  131.50068589  187.14978048  148.76620186  151.47192868  146.82904477
  158.20744826  189.17062074  137.25869748  187.77152363]","[ 101.62816916  110.12029522  154.83198451   73.22786253   69.00688919
   90.78590977  128.33299299  162.12348777   85.18189175   61.06100066
  109.58971609  128.95683334  106.05532182   59.30652129   78.3976874
  138.03886262   94.48176937   81.15710653   80.00286098]"
"[ 72.8511539   62.07186204  72.8511539   62.07186204  48.48218301
  89.50038601  62.07186204  94.89106053  72.8511539   62.07186204
  97.98738833  72.8511539   62.07186204  94.89106053  62.07186204
  94.89106053  78.80823439  89.50038601  78.80823439]","[ 157.15277532  207.22636524  198.33354518  192.71630538  142.62269698
  198.33354518  196.72467561  192.62214905  189.98661399  183.35955418
  157.75907451  169.72710335  170.73927816  178.49531112  204.49378738
  160.73234935  185.56281309  185.6303642   159.34279683]","[ 119.72864815  144.19052246  111.62084452  144.99640008  106.80769983
   64.571409    108.83495865  160.89265284   21.30571793  184.64079313
   29.06428392   83.10460137  115.35915784   68.21184062  105.35904777
  158.47775265   79.28348406   90.73724004   57.00887447]"
"[ 67.60550503  60.69347194  40.6659748   76.53937499  62.85558402
  67.60550503  76.53937499  45.36357467  40.6659748   76.53937499
  40.6659748   76.53937499  76.53937499  45.36357467  52.81094549
  76.53937499  45.36357467  67.60550503  60.69347194]","[ 252.64209432  229.25360088  222.577711    179.14118839  201.94553466
  204.35306235  194.0737602   175.77483063  175.77483063  238.58274436
  200.53015541  183.06995863  187.88869449  221.07479503  185.13947501
  175.2052361   212.41527666  196.06024892  198.78747039]","[  59.95734406  118.03259853   70.52362935  119.63092599   57.97277774
  150.73843513   91.87097366  122.12772408   24.51425512   92.09400795
  127.03646174  145.71469031  165.01820862   87.91164403  159.42924904
   44.70747702  111.98972803  141.3767249    87.56273725]"
"[ 35.10587297  74.13254607  81.46748207  67.83714644  67.83714644
  60.08060747  81.46748207  67.83714644  71.47429042  35.10587297
  66.48034483  71.47429042  67.83714644  60.08060747  71.47429042
  35.10587297  81.46748207  67.83714644  60.08060747]","[ 227.80965236  173.21800138  200.68655432  159.83886987  195.8539666
  234.46074932  232.99758355  212.50552745  201.37810156  236.27547015
  246.61383849  200.68655432  233.52761327  214.79560742  245.49573176
  232.66067371  204.92369875  209.91777183  208.50800233]","[ 154.97492769  124.72438955  133.92300877  102.24281955  115.93334578
  171.29329208  119.9281062    99.82888106  135.85906622  151.63778764
  152.28711293  100.79518475  125.1015985    67.08268101   83.95809104
   38.1024447   118.88604065  114.53968163  142.62443524]"
"[ 70.03061624  58.79558067  55.54463994  46.74975366  58.79558067
  26.70187098  58.79558067  26.70187098  29.34381707  55.54463994
  26.70187098  97.83534141  46.74975366  26.70187098  97.83534141
  55.54463994  46.74975366  26.70187098  97.83534141]","[ 231.69102183  207.69801001  203.23166317  217.26470661  214.24840653
  226.54454084  216.0653544   237.66812952  238.50517978  198.74498634
  233.69260128  194.83471447  256.67973158  216.13313919  217.83519751
  226.90993249  193.49867     161.37854392  202.90928941]","[  81.84032407   74.74423083  195.61606659  111.21286184  114.31513396
  100.71767415   72.95117159  102.57131475  131.01489348   57.90025103
   97.17580566   56.93078461  139.16420132  127.25891338   64.96102697
   52.53646936  149.72068228   73.29647495  124.33473279]"
"[ 79.54569628  58.51225562  69.0535648   64.23524442  69.0535648
  64.23524442  64.23524442  35.40624539  64.23524442  35.40624539
  64.23524442  35.40624539  79.54569628  58.51225562  30.88543795
  88.39257537  79.54569628  79.54569628  58.51225562]","[ 245.57040483  198.9658387   198.6311634   220.86394078  183.60816623
  200.59620766  206.29312068  230.36374925  216.88781038  195.9137727
  220.09186371  165.26561077  189.33315769  242.20036402  195.67822444
  243.62128025  246.04800893  209.84124824  248.4222705 ]","[  91.70391179  109.06426641  174.84875102  130.73751355   67.15705511
  161.1996029   128.86667264   70.19451661   46.69633732   55.96903399
  117.33599639  122.19420814   78.07318876  132.59722727  123.74721334
   54.71556119  100.01970186  103.69165523  104.41042945]"
"[ 36.163521    82.89467577  32.78156189  36.163521    32.78156189
  71.99788439  70.83825888  32.04625249  71.99788439  32.04625249
  71.99788439  36.163521    82.89467577  32.04625249  71.99788439
  36.163521    82.89467577  56.02750571  32.04625249]","[ 217.27330075  219.0105841   209.52589738  221.29301396  207.91359142
  209.98766007  204.23427174  212.42172889  231.27918709  214.13073701
  221.70293545  172.01270013  209.27367886  220.1235553   224.43436097
  214.0389592   221.22557625  234.4206563   201.3370347 ]","[  84.79125452  126.60933088  156.39573911  103.36786091   68.62015328
  154.9804254   119.74702143  168.29029208   54.49540318  113.73848899
   59.74800343  112.37366737  147.20810607  172.44730409   66.80963055
  159.02212605  134.84481789   63.09366807   90.01679835]"
"[ 23.15162883  80.98932905  89.6423083   11.41882175  80.98932905
  89.6423083   47.70122232  47.85045728  47.70122232  47.85045728
  89.6423083   11.41882175  80.42006262  47.70122232  89.6423083
  47.85045728  23.15162883  47.70122232  47.85045728]","[ 228.93258761  220.33649632  248.77947717  217.23280949  225.32915354
  227.75310324  230.27582899  212.03227815  196.61116445  197.01762297
  155.67703201  195.06359551  226.37993349  220.33462129  170.64916807
  216.38714421  251.52343197  209.33145205  219.45768887]","[  27.55494568   99.11905904   53.27244232   93.01651479  186.1609931
  114.03539643  123.70195173   83.28544479   84.78003001   66.99288793
  124.4889132   113.6835835   141.79545208  109.7299189   101.9296813
  121.80712967   96.87382654   98.83699738   86.22378707]"
"[ 66.82705687  82.87883543  55.10054705  66.82705687  66.82705687
  82.87883543  72.65076846  53.94518433  82.87883543  44.50881312
  72.65076846  53.94518433  42.11132894  72.65076846  66.82705687
  82.87883543  53.94518433  55.10054705  72.65076846]","[ 252.42001581  197.53793757  184.2970807   231.60916214  222.08789146
  191.13547344  258.14364022  223.2856766   222.89642967  216.17176463
  200.77415557  221.79485867  231.73532025  221.85145571  247.02021392
  243.3794111   207.57679902  226.19457088  207.7227645 ]","[ 139.69541152  144.51817286  152.7219072    67.45511627  131.05967733
  111.14866582  104.76815095  144.70995502   89.69611028  152.57174328
  110.71218249  140.75978038   67.69219238  130.84546648   41.7981745
  157.58775873   57.72293578   72.29503791   42.04881292]"
"[ 22.42475966  37.73126794  22.42475966  37.73126794  35.34005367
  50.11427577  50.11427577  35.2277832   69.50406346  22.42475966
  37.73126794  58.78162093  35.2277832   69.50406346  35.34005367
  50.11427577  22.42475966  37.73126794  50.11427577]","[ 212.67472366  187.19440783  210.97337677  198.47930164  230.23469599
  233.64818042  248.56671258  239.03780333  253.32617466  246.40628986
  226.9762834   212.92771392  228.4262417   174.64283885  229.76199466
  240.64923426  254.40225377  231.25953495  237.57587624]","[ 104.1652704    64.41745209  110.8371487   133.79913729  159.23767612
   84.90988695  131.35559422   67.99039718   78.54897338   98.26440048
   51.60185565  173.69306474  111.3205634   160.88593685   43.06241329
   81.87874498   96.66677328   63.85680446   16.39029065]"
"[ 64.14923469  33.19110525  33.82961406  35.13647375  61.74308917
  40.50747956  50.18509584  61.74308917  33.19110525  33.82961406
  50.18509584  61.74308917  50.18509584  61.74308917  33.19110525
  33.19110525  33.82961406  40.50747956  64.14923469]","[ 225.99700371  226.74363856  217.95437268  237.25399745  243.68081848
  200.0456799   242.26580425  241.11898822  244.13904526  228.07051554
  231.41924399  220.49728996  215.66114119  232.4627671   239.01170991
  233.62043443  247.50496628  222.86555006  240.56371699]","[  68.80104851   79.41175139   72.04582677  119.47448031  129.30880685
   39.17730964  111.93311762  104.15307499  111.2109794    63.55505249
   54.30249799  131.90694433  137.01808659  106.68554628  106.48571829
   52.71172036  113.24210528  182.53112611   71.51658977]"
"[ 22.58152888  52.99617442  27.50723183  22.58152888  54.52063539
  34.43018434  34.43018434  27.50723183  34.43018434  27.50723183
  42.27449944  68.53816147  27.50723183  42.27449944  68.53816147
  68.53816147  54.52063539  42.27449944  68.53816147]","[ 238.85323177  227.34376345  203.23020202  241.04866311  247.94610029
  190.87322467  223.54162264  215.67618952  227.28309392  248.01619711
  217.22977264  245.42073707  238.33678024  238.85323177  205.11265935
  223.45615414  217.45136408  210.15024025  232.53508695]","[ 137.55082141  122.35363308  117.19318003  112.96284293  138.28978457
  128.63379787  105.8482734   151.13477437  124.29769155   42.4291877
  117.59636459  100.43675501  116.02806253  110.56265765  109.69839153
  162.01625571  164.08857272  145.83689441  117.28514764]"
"[ 42.58955494  22.94410402  56.38143325  42.58955494  56.38143325
  42.58955494  56.38143325  42.58955494  21.16895524  56.38143325
  22.94410402  68.82206093  40.82591112  21.16895524  14.76428382
  40.82591112  14.76428382  40.82591112  14.76428382]","[ 234.61485371  232.08204139  247.78224043  236.21420427  229.11648007
  237.44413455  237.54648577  234.61485371  233.71925659  235.12735946
  228.10448599  253.66322121  234.76934031  225.81917798  214.32037552
  237.28741534  228.13447183  240.27958006  223.82176597]","[ 126.37928235   93.56543525  129.92056067  114.76433686  169.67079884
   46.86285051  114.67269664  110.41462177   82.99854159   47.75218756
   71.31787813   49.02422747  109.12734329  108.75243828  144.98614255
   87.11649327  103.19008736  110.18411481   80.39505861]"
"[ 66.73620778   4.5090514   21.62219837  55.07677633  57.95003076
  21.62219837  21.62219837  55.07677633  55.07677633   4.5090514
  28.6528672   28.6528672   57.95003076   4.5090514   28.6528672
  26.01381594  79.28864258  21.62219837  55.07677633]","[ 238.36650966  220.13240547  218.00511336  228.45410612  222.92263137
  237.48544857  209.97453224  225.71890967  232.17281453  217.34029677
  241.59092373  248.19837699  249.46812909  195.95398373  188.26844673
  215.49800751  245.75743341  233.46259953  222.24507506]","[  58.97517723  102.03528044  138.39417159  141.40214113   47.0853335
   96.21933237  123.36109905  168.72476812  184.77330557  127.52103811
  136.37246265  111.86445193  173.037758     51.66420513  132.13799318
  147.99935231   25.8479466   126.15073815  127.52855096]"
"[ 23.23450293  52.74499913  80.83914156  57.75989955  80.83914156
  57.75989955  47.49871198  68.50746814  23.23450293  52.74499913
  80.83914156  68.50746814  23.23450293  68.50746814  23.23450293
  80.83914156  57.75989955  64.50197302  35.42890924]","[ 224.77908549  225.28452586  241.54370914  240.22629345  230.46242515
  233.78395813  244.29393717  241.20257094  229.01643625  265.58145908
  200.38868957  236.48527021  227.70516742  233.54100796  235.05616462
  231.51520827  247.02077684  253.19058578  233.32481983]","[ 143.3285694   147.95662098   65.12048152  140.48834963   95.21510855
   47.55890956  145.47090849  129.28955614  131.81820125   78.65337948
  194.34715884  178.3309465    82.31502044   62.05766115  191.03729091
  103.76115785   90.41379009   96.25989542  138.21622422]"
"[ 87.46642831  60.55123313  30.37644625  58.21290848  30.37644625
  58.21290848  87.46642831  60.55123313  60.55123313  27.89699231
  44.03648939  87.46642831  30.37644625  87.46642831  60.55123313
  27.89699231  30.37644625  35.74640929  31.41932533]","[ 215.44522781  237.19902909  224.2811197   241.9125978   218.79538988
  223.83646497  210.06218156  231.71791638  232.26692831  237.51477241
  228.91499099  248.3687529   242.15619527  230.84521445  223.5458148
  247.71365042  224.2811197   204.17055785  247.60887711]","[ 181.90845993  100.28315866   67.2195067   128.58332738   67.64481925
  162.7204613    88.38452188  108.04906632   63.40729511  129.22392114
   61.73373997  135.03065433  189.50261891  119.99891609   82.18119537
   95.51026113  132.69117951  121.00036079  167.2372712 ]"
